Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=Double, Clear, Metal, Air	Option=Double, Clear, Metal, Air, Exterior Clear Storm	Option=Double, Clear, Non-metal, Air	Option=Double, Clear, Non-metal, Air, Exterior Clear Storm	Option=Double, Low-E, Non-metal, Air, M-Gain	Option=Single, Clear, Metal	Option=Single, Clear, Metal, Exterior Clear Storm	Option=Single, Clear, Non-metal	Option=Single, Clear, Non-metal, Exterior Clear Storm	Option=Triple, Low-E, Non-metal, Air, L-Gain	Option=Void	source_count	source_weight	fallback_count	fallback_weight
7A	100-150%	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	1	848.661	12	32015
7A	100-150%	Single-Family Attached	Owner	2000-09	0.17271	0.0213462	0.282866	0.0874023	0.424298	0	0	0	0	0.0113775	0	0	0	11	31166.3
7A	100-150%	Single-Family Attached	Renter	2000-09	0.264654	0.03271	0.153379	0.0473924	0.230069	0	0	0	0	0.271797	0	1	848.661	13	5516.54
7A	150-200%	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	1	357.035	12	32015
7A	150-200%	Single-Family Attached	Owner	2000-09	0.17271	0.0213462	0.282866	0.0874023	0.424298	0	0	0	0	0.0113775	0	1	357.035	11	31166.3
7A	150-200%	Single-Family Attached	Renter	2000-09	0.264654	0.03271	0.153379	0.0473924	0.230069	0	0	0	0	0.271797	0	0	0	13	5516.54
7A	200-300%	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	2	3746.13	13	26500
7A	200-300%	Single-Family Attached	Owner	2000-09	0.0751084	0.00928307	0.318588	0.0984402	0.477883	0	0	0	0	0.0206971	0	2	3746.13	12	26397.8
7A	200-300%	Single-Family Attached	Renter	2000-09	0.256244	0.0316706	0.208785	0.0645121	0.313177	0	0	0	0	0.125612	0	0	0	19	13561.7
7A	300-400%	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	3	570.273	13	26500
7A	300-400%	Single-Family Attached	Owner	2000-09	0.0751084	0.00928307	0.318588	0.0984402	0.477883	0	0	0	0	0.0206971	0	2	468.154	12	26397.8
7A	300-400%	Single-Family Attached	Renter	2000-09	0.256244	0.0316706	0.208785	0.0645121	0.313177	0	0	0	0	0.125612	0	1	102.118	19	13561.7
7A	400%+	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	7	3322.23	22	31251
7A	400%+	Single-Family Attached	Owner	2000-09	0.117793	0.0145586	0.299197	0.0924487	0.448796	0	0	0	0	0.0272064	0	3	1009.13	16	27440.9
7A	400%+	Single-Family Attached	Renter	2000-09	0.256244	0.0316706	0.208785	0.0645121	0.313177	0	0	0	0	0.125612	0	4	2313.11	19	13561.7
7A	Not Available	Single-Family Attached	Not Available	2000-09	0.0630694	0.00779509	0.330772	0.102205	0.496158	0	0	0	0	0	0	10	8844.33	10	8844.33
7A	Not Available	Single-Family Attached	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	1	5	5580.45	24	68281.1
7A	Not Available	Single-Family Attached	Renter	2000-09	0	0	0	0	0	0	0	0	0	0	1	5	3263.89	19	13561.7
7A	0-100%	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	19	13802.8
7A	0-100%	Single-Family Attached	Owner	2010s	0	0	0	0	0.973823	0	0	0	0	0.026177	0	0	0	11	9939.83
7A	0-100%	Single-Family Attached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	14	15104.4
7A	100-150%	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	19	13802.8
7A	100-150%	Single-Family Attached	Owner	2010s	0	0	0	0	0.973823	0	0	0	0	0.026177	0	0	0	11	9939.83
7A	100-150%	Single-Family Attached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	14	15104.4
7A	150-200%	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	1	562.691	19	13802.8
7A	150-200%	Single-Family Attached	Owner	2010s	0	0	0	0	0.973823	0	0	0	0	0.026177	0	0	0	11	9939.83
7A	150-200%	Single-Family Attached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	1	562.691	14	15104.4
7A	200-300%	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	13	22347.8
7A	200-300%	Single-Family Attached	Owner	2010s	0	0	0	0	0.942392	0	0	0	0	0.0576076	0	0	0	15	17445.5
7A	200-300%	Single-Family Attached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	12	10142.5
7A	300-400%	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	1	254.067	13	22347.8
7A	300-400%	Single-Family Attached	Owner	2010s	0	0	0	0	0.942392	0	0	0	0	0.0576076	0	1	254.067	15	17445.5
7A	300-400%	Single-Family Attached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	12	10142.5
7A	400%+	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	3	1312.63	19	14342.5
7A	400%+	Single-Family Attached	Owner	2010s	0	0	0	0	0.799505	0	0	0	0	0.200495	0	3	1312.63	19	14342.5
7A	400%+	Single-Family Attached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	14	15104.4
7A	Not Available	Single-Family Attached	Not Available	2010s	0	0	0	0	0.905583	0	0	0	0	0.0944175	0	4	2129.38	25	35405.4
7A	Not Available	Single-Family Attached	Owner	2010s	0	0	0	0	0	0	0	0	0	0	1	3	1566.69	23	34045.6
7A	Not Available	Single-Family Attached	Renter	2010s	0	0	0	0	0	0	0	0	0	0	1	1	562.691	14	15104.4
7A	0-100%	Single-Family Attached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	2	1047.81	18	62186.6
7A	0-100%	Single-Family Attached	Owner	<1940	0.237041	0.0292973	0.18774	0.0464077	0.18774	0	0	0.277478	0.034295	0	0	1	534.134	16	53963.6
7A	0-100%	Single-Family Attached	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	1	513.681	79	231011
7A	100-150%	Single-Family Attached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	1	1.9306	18	62186.6
7A	100-150%	Single-Family Attached	Owner	<1940	0.237041	0.0292973	0.18774	0.0464077	0.18774	0	0	0.277478	0.034295	0	0	1	1.9306	16	53963.6
7A	100-150%	Single-Family Attached	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7A	150-200%	Single-Family Attached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	18	62186.6
7A	150-200%	Single-Family Attached	Owner	<1940	0.237041	0.0292973	0.18774	0.0464077	0.18774	0	0	0.277478	0.034295	0	0	0	0	16	53963.6
7A	150-200%	Single-Family Attached	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7A	200-300%	Single-Family Attached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	19	40442.3
7A	200-300%	Single-Family Attached	Owner	<1940	0.248014	0.0306534	0.111565	0.0275778	0.111565	0.174594	0.021579	0.244263	0.0301898	0	0	0	0	18	40246.1
7A	200-300%	Single-Family Attached	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7A	300-400%	Single-Family Attached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	1	318.906	15	21732.9
7A	300-400%	Single-Family Attached	Owner	<1940	0	0	0.333842	0.0825228	0.333842	0.175949	0.0217465	0.0463665	0.00573069	0	0	1	318.906	14	20937.9
7A	300-400%	Single-Family Attached	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7A	400%+	Single-Family Attached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	2	4278.87	32	91097.6
7A	400%+	Single-Family Attached	Owner	<1940	0.204345	0.0252562	0.28232	0.069787	0.28232	0.0379358	0.00468869	0.0830782	0.0102681	0	0	1	3795.76	30	83230.9
7A	400%+	Single-Family Attached	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	1	483.111	79	231011
7A	Not Available	Single-Family Attached	Not Available	<1940	0.190344	0.0235257	0.224873	0.0555867	0.224873	0.0643655	0.00795528	0.185543	0.0229323	0	0	4	5647.52	62	215459
7A	Not Available	Single-Family Attached	Owner	<1940	0	0	0	0	0	0	0	0	0	0	1	2	4650.73	57	198378
7A	Not Available	Single-Family Attached	Renter	<1940	0	0	0	0	0	0	0	0	0	0	1	2	996.792	79	231011
7A	0-100%	Single-Family Detached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	7	14326.8	18	62186.6
7A	0-100%	Single-Family Detached	Owner	1940-59	0.237041	0.0292973	0.18774	0.0464077	0.18774	0	0	0.277478	0.034295	0	0	6	12231.3	16	53963.6
7A	0-100%	Single-Family Detached	Renter	1940-59	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	1	2095.45	79	231011
7A	100-150%	Single-Family Detached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	2	575.394	18	62186.6
7A	100-150%	Single-Family Detached	Owner	1940-59	0.237041	0.0292973	0.18774	0.0464077	0.18774	0	0	0.277478	0.034295	0	0	2	575.394	16	53963.6
7A	100-150%	Single-Family Detached	Renter	1940-59	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7A	150-200%	Single-Family Detached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	6	19596.5	18	62186.6
7A	150-200%	Single-Family Detached	Owner	1940-59	0.237041	0.0292973	0.18774	0.0464077	0.18774	0	0	0.277478	0.034295	0	0	6	19596.5	16	53963.6
7A	150-200%	Single-Family Detached	Renter	1940-59	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7A	200-300%	Single-Family Detached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	18	13312.7	18	13312.7
7A	200-300%	Single-Family Detached	Owner	1940-59	0.288206	0.035621	0.108995	0.0269427	0.108995	0.176462	0.0218099	0.207341	0.0256264	0	0	17	13257.9	17	13257.9
7A	200-300%	Single-Family Detached	Renter	1940-59	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	1	54.7464	79	231011
7A	300-400%	Single-Family Detached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	14	9521.92	14	9521.92
7A	300-400%	Single-Family Detached	Owner	1940-59	0	0	0.360159	0.089028	0.360159	0.132852	0.01642	0.03683	0.00455203	0	0	13	9300.13	13	9300.13
7A	300-400%	Single-Family Detached	Renter	1940-59	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	1	221.79	79	231011
7A	400%+	Single-Family Detached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	30	39939.2	30	39939.2
7A	400%+	Single-Family Detached	Owner	1940-59	0.1251	0.0154618	0.332314	0.0821452	0.332314	0.0232242	0.0028704	0.0770472	0.00952269	0	0	29	37931.3	29	37931.3
7A	400%+	Single-Family Detached	Renter	1940-59	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	1	2007.88	79	231011
7A	Not Available	Single-Family Detached	Not Available	1940-59	0.159502	0.0197138	0.258536	0.0639077	0.258536	0.0458094	0.00566184	0.167616	0.0207166	0	0	57	97272.4	57	97272.4
7A	Not Available	Single-Family Detached	Owner	1940-59	0	0	0	0	0	0	0	0	0	0	1	54	92892.6	54	92892.6
7A	Not Available	Single-Family Detached	Renter	1940-59	0	0	0	0	0	0	0	0	0	0	1	3	4379.87	79	231011
7A	0-100%	Single-Family Detached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	4	22658.9	18	42155
7A	0-100%	Single-Family Detached	Owner	1960-79	0.00686907	0.000848986	0.307346	0.0759731	0.307346	0	0	0.25252	0.0312103	0.0178877	0	4	22658.9	15	37827.9
7A	0-100%	Single-Family Detached	Renter	1960-79	0	0	0.306534	0.0757725	0.306534	0	0	0.276932	0.0342275	0	0	0	0	20	17319.9
7A	100-150%	Single-Family Detached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	4	6713.47	14	19496.1
7A	100-150%	Single-Family Detached	Owner	1960-79	0.0171299	0.00211718	0.388681	0.0960785	0.388681	0	0	0.055807	0.00689749	0.0446078	0	3	6521.54	11	15169
7A	100-150%	Single-Family Detached	Renter	1960-79	0	0	0.306534	0.0757725	0.306534	0	0	0.276932	0.0342275	0	0	1	191.939	20	17319.9
7A	150-200%	Single-Family Detached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	9	11803.8	14	19496.1
7A	150-200%	Single-Family Detached	Owner	1960-79	0.0171299	0.00211718	0.388681	0.0960785	0.388681	0	0	0.055807	0.00689749	0.0446078	0	8	8647.42	11	15169
7A	150-200%	Single-Family Detached	Renter	1960-79	0	0	0.306534	0.0757725	0.306534	0	0	0.276932	0.0342275	0	0	1	3156.38	20	17319.9
7A	200-300%	Single-Family Detached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	17	25400.7	17	25400.7
7A	200-300%	Single-Family Detached	Owner	1960-79	0.0222701	0.00275249	0.27932	0.0690454	0.27932	0	0	0.29829	0.0368673	0.0121354	0	17	25400.7	17	25400.7
7A	200-300%	Single-Family Detached	Renter	1960-79	0	0	0.445	0.11	0.445	0	0	0	0	0	0	0	0	13	5363.27
7A	300-400%	Single-Family Detached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	10	11532.1	10	11532.1
7A	300-400%	Single-Family Detached	Owner	1960-79	0	0	0.369197	0.0912621	0.369197	0	0	0.0880732	0.0108855	0.071386	0	10	11532.1	10	11532.1
7A	300-400%	Single-Family Detached	Renter	1960-79	0	0	0.445	0.11	0.445	0	0	0	0	0	0	0	0	13	5363.27
7A	400%+	Single-Family Detached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	30	52251	30	52251
7A	400%+	Single-Family Detached	Owner	1960-79	0.0444185	0.00548993	0.321837	0.0795551	0.321837	0	0	0.0376174	0.00464934	0.184596	0	30	52251	30	52251
7A	400%+	Single-Family Detached	Renter	1960-79	0	0	0.306534	0.0757725	0.306534	0	0	0.276932	0.0342275	0	0	0	0	20	17319.9
7A	Not Available	Single-Family Detached	Not Available	1960-79	0.0241365	0.00298316	0.30527	0.0754601	0.30527	0	0	0.177127	0.0218921	0.0878603	0	53	130360	53	130360
7A	Not Available	Single-Family Detached	Owner	1960-79	0	0	0	0	0	0	0	0	0	0	1	52	127012	52	127012
7A	Not Available	Single-Family Detached	Renter	1960-79	0	0	0	0	0	0	0	0	0	0	1	1	3348.31	20	17319.9
7A	0-100%	Single-Family Detached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	0	0	46	43999.7
7A	0-100%	Single-Family Detached	Owner	1980-99	0.00510173	0.000630551	0.451636	0.0961622	0.326403	0.0123986	0.00153241	0.0533874	0.00659844	0.0461489	0	0	0	40	39339.3
7A	0-100%	Single-Family Detached	Renter	1980-99	0.0685297	0.00846996	0.452106	0.0878221	0.258454	0.0218629	0.00270216	0.089047	0.0110058	0	0	0	0	16	26643.2
7A	100-150%	Single-Family Detached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	1	346.742	46	43999.7
7A	100-150%	Single-Family Detached	Owner	1980-99	0.00510173	0.000630551	0.451636	0.0961622	0.326403	0.0123986	0.00153241	0.0533874	0.00659844	0.0461489	0	1	346.742	40	39339.3
7A	100-150%	Single-Family Detached	Renter	1980-99	0.0685297	0.00846996	0.452106	0.0878221	0.258454	0.0218629	0.00270216	0.089047	0.0110058	0	0	0	0	16	26643.2
7A	150-200%	Single-Family Detached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	4	13474.5	46	43999.7
7A	150-200%	Single-Family Detached	Owner	1980-99	0.00510173	0.000630551	0.451636	0.0961622	0.326403	0.0123986	0.00153241	0.0533874	0.00659844	0.0461489	0	4	13474.5	40	39339.3
7A	150-200%	Single-Family Detached	Renter	1980-99	0.0685297	0.00846996	0.452106	0.0878221	0.258454	0.0218629	0.00270216	0.089047	0.0110058	0	0	0	0	16	26643.2
7A	200-300%	Single-Family Detached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	13	30666.3	13	30666.3
7A	200-300%	Single-Family Detached	Owner	1980-99	0.0275484	0.00340485	0.505898	0.09854	0.29138	0	0	0	0	0.0732286	0	12	23301.8	12	23301.8
7A	200-300%	Single-Family Detached	Renter	1980-99	0.0685297	0.00846996	0.452106	0.0878221	0.258454	0.0218629	0.00270216	0.089047	0.0110058	0	0	1	7364.57	16	26643.2
7A	300-400%	Single-Family Detached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	12	35750.3	12	35750.3
7A	300-400%	Single-Family Detached	Owner	1980-99	0	0	0.3757	0.0788088	0.261935	0.14179	0.0175246	0.110576	0.0136667	0	0	12	35750.3	12	35750.3
7A	300-400%	Single-Family Detached	Renter	1980-99	0.0685297	0.00846996	0.452106	0.0878221	0.258454	0.0218629	0.00270216	0.089047	0.0110058	0	0	0	0	16	26643.2
7A	400%+	Single-Family Detached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	27	60564.4	27	60564.4
7A	400%+	Single-Family Detached	Owner	1980-99	0.202565	0.0250362	0.357746	0.0701351	0.209711	5.10078e-05	6.30433e-06	0.0566393	0.00700037	0.0711096	0	27	60564.4	27	60564.4
7A	400%+	Single-Family Detached	Renter	1980-99	0.0685297	0.00846996	0.452106	0.0878221	0.258454	0.0218629	0.00270216	0.089047	0.0110058	0	0	0	0	16	26643.2
7A	Not Available	Single-Family Detached	Not Available	1980-99	0.0920789	0.0113805	0.419049	0.0829884	0.252402	0.036023	0.00445228	0.0524384	0.00648115	0.0427057	0	42	140802	42	140802
7A	Not Available	Single-Family Detached	Owner	1980-99	0	0	0	0	0	0	0	0	0	0	1	41	133438	41	133438
7A	Not Available	Single-Family Detached	Renter	1980-99	0	0	0	0	0	0	0	0	0	0	1	1	7364.57	16	26643.2
7A	0-100%	Single-Family Detached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	1	5919.29	12	32015
7A	0-100%	Single-Family Detached	Owner	2000-09	0.17271	0.0213462	0.282866	0.0874023	0.424298	0	0	0	0	0.0113775	0	1	5919.29	11	31166.3
7A	0-100%	Single-Family Detached	Renter	2000-09	0.264654	0.03271	0.153379	0.0473924	0.230069	0	0	0	0	0.271797	0	0	0	13	5516.54
7A	100-150%	Single-Family Detached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	12	32015
7A	100-150%	Single-Family Detached	Owner	2000-09	0.17271	0.0213462	0.282866	0.0874023	0.424298	0	0	0	0	0.0113775	0	0	0	11	31166.3
7A	100-150%	Single-Family Detached	Renter	2000-09	0.264654	0.03271	0.153379	0.0473924	0.230069	0	0	0	0	0.271797	0	0	0	13	5516.54
7A	150-200%	Single-Family Detached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	3	8166.02	12	32015
7A	150-200%	Single-Family Detached	Owner	2000-09	0.17271	0.0213462	0.282866	0.0874023	0.424298	0	0	0	0	0.0113775	0	3	8166.02	11	31166.3
7A	150-200%	Single-Family Detached	Renter	2000-09	0.264654	0.03271	0.153379	0.0473924	0.230069	0	0	0	0	0.271797	0	0	0	13	5516.54
7A	200-300%	Single-Family Detached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	5	14895.7	13	26500
7A	200-300%	Single-Family Detached	Owner	2000-09	0.0751084	0.00928307	0.318588	0.0984402	0.477883	0	0	0	0	0.0206971	0	5	14895.7	12	26397.8
7A	200-300%	Single-Family Detached	Renter	2000-09	0.256244	0.0316706	0.208785	0.0645121	0.313177	0	0	0	0	0.125612	0	0	0	19	13561.7
7A	300-400%	Single-Family Detached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	3	7287.9	13	26500
7A	300-400%	Single-Family Detached	Owner	2000-09	0.0751084	0.00928307	0.318588	0.0984402	0.477883	0	0	0	0	0.0206971	0	3	7287.9	12	26397.8
7A	300-400%	Single-Family Detached	Renter	2000-09	0.256244	0.0316706	0.208785	0.0645121	0.313177	0	0	0	0	0.125612	0	0	0	19	13561.7
7A	400%+	Single-Family Detached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	15	27928.8	15	27928.8
7A	400%+	Single-Family Detached	Owner	2000-09	0.121116	0.0149694	0.297595	0.0919535	0.446392	0	0	0	0	0.027974	0	13	26431.8	13	26431.8
7A	400%+	Single-Family Detached	Renter	2000-09	0.256244	0.0316706	0.208785	0.0645121	0.313177	0	0	0	0	0.125612	0	2	1497.02	19	13561.7
7A	Not Available	Single-Family Detached	Not Available	2000-09	0.151417	0.0187145	0.286384	0.0884894	0.429576	0	0	0	0	0.0254191	0	21	64197.7	21	64197.7
7A	Not Available	Single-Family Detached	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	1	19	62700.6	19	62700.6
7A	Not Available	Single-Family Detached	Renter	2000-09	0	0	0	0	0	0	0	0	0	0	1	2	1497.02	19	13561.7
7A	0-100%	Single-Family Detached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	19	13802.8
7A	0-100%	Single-Family Detached	Owner	2010s	0	0	0	0	0.973823	0	0	0	0	0.026177	0	0	0	11	9939.83
7A	0-100%	Single-Family Detached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	14	15104.4
7A	100-150%	Single-Family Detached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	19	13802.8
7A	100-150%	Single-Family Detached	Owner	2010s	0	0	0	0	0.973823	0	0	0	0	0.026177	0	0	0	11	9939.83
7A	100-150%	Single-Family Detached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	14	15104.4
7A	150-200%	Single-Family Detached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	4	5523.37	19	13802.8
7A	150-200%	Single-Family Detached	Owner	2010s	0	0	0	0	0.973823	0	0	0	0	0.026177	0	3	5156.19	11	9939.83
7A	150-200%	Single-Family Detached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	1	367.18	14	15104.4
7A	200-300%	Single-Family Detached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	5	9129.81	13	22347.8
7A	200-300%	Single-Family Detached	Owner	2010s	0	0	0	0	0.942392	0	0	0	0	0.0576076	0	4	8699.82	15	17445.5
7A	200-300%	Single-Family Detached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	1	429.987	12	10142.5
7A	300-400%	Single-Family Detached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	2	5593.01	13	22347.8
7A	300-400%	Single-Family Detached	Owner	2010s	0	0	0	0	0.942392	0	0	0	0	0.0576076	0	2	5593.01	15	17445.5
7A	300-400%	Single-Family Detached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	12	10142.5
7A	400%+	Single-Family Detached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	16	13029.9	16	13029.9
7A	400%+	Single-Family Detached	Owner	2010s	0	0	0	0	0.828192	0	0	0	0	0.171808	0	16	13029.9	16	13029.9
7A	400%+	Single-Family Detached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	0	0	14	15104.4
7A	Not Available	Single-Family Detached	Not Available	2010s	0	0	0	0	0.923417	0	0	0	0	0.0765834	0	21	33276.1	21	33276.1
7A	Not Available	Single-Family Detached	Owner	2010s	0	0	0	0	0	0	0	0	0	0	1	20	32478.9	20	32478.9
7A	Not Available	Single-Family Detached	Renter	2010s	0	0	0	0	0	0	0	0	0	0	1	1	797.166	14	15104.4
7A	0-100%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	5	18784.1	18	62186.6
7A	0-100%	Single-Family Detached	Owner	<1940	0.237041	0.0292973	0.18774	0.0464077	0.18774	0	0	0.277478	0.034295	0	0	4	13369	16	53963.6
7A	0-100%	Single-Family Detached	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	1	5415.12	79	231011
7A	100-150%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	2	1486.95	18	62186.6
7A	100-150%	Single-Family Detached	Owner	<1940	0.237041	0.0292973	0.18774	0.0464077	0.18774	0	0	0.277478	0.034295	0	0	2	1486.95	16	53963.6
7A	100-150%	Single-Family Detached	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7A	150-200%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	2	5960.92	18	62186.6
7A	150-200%	Single-Family Detached	Owner	<1940	0.237041	0.0292973	0.18774	0.0464077	0.18774	0	0	0.277478	0.034295	0	0	2	5960.92	16	53963.6
7A	150-200%	Single-Family Detached	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	0	0	79	231011
7A	200-300%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	11	23085.3	11	23085.3
7A	200-300%	Single-Family Detached	Owner	<1940	0.268507	0.0331863	0.0542737	0.013416	0.0542737	0.20429	0.0252493	0.308655	0.0381484	0	0	10	22943.8	10	22943.8
7A	200-300%	Single-Family Detached	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	1	141.477	79	231011
7A	300-400%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	9	11768.6	14	21290.6
7A	300-400%	Single-Family Detached	Owner	<1940	0	0	0.331443	0.0819298	0.331443	0.179746	0.0222158	0.0473671	0.00585436	0	0	8	11195.5	13	20495.6
7A	300-400%	Single-Family Detached	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	1	573.155	79	231011
7A	400%+	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	21	45223.8	21	45223.8
7A	400%+	Single-Family Detached	Owner	<1940	0.306298	0.0378571	0.213561	0.0527903	0.213561	0.0568629	0.007028	0.0997169	0.0123246	0	0	20	40035	20	40035
7A	400%+	Single-Family Detached	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	1	5188.82	79	231011
7A	Not Available	Single-Family Detached	Not Available	<1940	0.228256	0.0282114	0.178379	0.0440936	0.178379	0.0885353	0.0109426	0.216451	0.0267524	0	0	39	106310	39	106310
7A	Not Available	Single-Family Detached	Owner	<1940	0	0	0	0	0	0	0	0	0	0	1	36	94991.1	36	94991.1
7A	Not Available	Single-Family Detached	Renter	<1940	0	0	0	0	0	0	0	0	0	0	1	3	11318.6	79	231011
