Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Has Zonal Electric Heating	Dependency=HVAC Heating Type	Dependency=Tenure	Option=55F	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	source_count	source_weight	fallback_count	fallback_weight
7A	Single-Family Attached	No	Non-Ducted Heat Pump	Renter	0	0	0.226681	0	0	0.0598327	0.411811	0.272812	0.028864	0	0	0	0	0	16	34339.3
7A	Single-Family Attached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	2	6685.67	26	27585.1
7A	Single-Family Attached	No	Non-Ducted Heating	Owner	0	0	0	0	0	0.40306	0.0995969	0.314498	0.182845	0	0	0	1	5706.89	18	22119.2
7A	Single-Family Attached	No	Non-Ducted Heating	Renter	0	0	0.226681	0	0	0.0598327	0.411811	0.272812	0.028864	0	0	0	1	978.783	16	34339.3
7A	Single-Family Attached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7A	Single-Family Attached	No	None	Owner	0	0	0	0.00171455	0	0.407738	0.11614	0.300684	0.173723	0	0	0	0	0	0	0
7A	Single-Family Attached	No	None	Renter	0	0.00528758	0.18833	0.0447529	0.00591603	0.090931	0.361528	0.241819	0.0513521	0.00522913	0.00485406	0	0	0	0	0
7A	Single-Family Attached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	24884.6
7A	Single-Family Attached	Yes	Ducted Heat Pump	Owner	0	0	0	0.0343659	0	0.496838	0.431186	0.0376101	0	0	0	0	0	0	13	22778.1
7A	Single-Family Attached	Yes	Ducted Heat Pump	Renter	0	0.0273609	0.0282325	0.231577	0.0306128	0.220752	0.151622	0.112437	0.14523	0.0270584	0.0251176	0	0	0	86	426576
7A	Single-Family Attached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	24884.6
7A	Single-Family Attached	Yes	Ducted Heating	Owner	0	0	0	0.0343659	0	0.496838	0.431186	0.0376101	0	0	0	0	0	0	13	22778.1
7A	Single-Family Attached	Yes	Ducted Heating	Renter	0	0.0273609	0.0282325	0.231577	0.0306128	0.220752	0.151622	0.112437	0.14523	0.0270584	0.0251176	0	0	0	86	426576
7A	Single-Family Attached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	24884.6
7A	Single-Family Attached	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.0343659	0	0.496838	0.431186	0.0376101	0	0	0	0	0	0	13	22778.1
7A	Single-Family Attached	Yes	Non-Ducted Heat Pump	Renter	0	0.0273609	0.0282325	0.231577	0.0306128	0.220752	0.151622	0.112437	0.14523	0.0270584	0.0251176	0	0	0	86	426576
7A	Single-Family Attached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	4	2470.83	16	24884.6
7A	Single-Family Attached	Yes	Non-Ducted Heating	Owner	0	0	0	0.0343659	0	0.496838	0.431186	0.0376101	0	0	0	0	2	1161.5	13	22778.1
7A	Single-Family Attached	Yes	Non-Ducted Heating	Renter	0	0.0273609	0.0282325	0.231577	0.0306128	0.220752	0.151622	0.112437	0.14523	0.0270584	0.0251176	0	2	1309.34	86	426576
7A	Single-Family Attached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7A	Single-Family Attached	Yes	None	Owner	0	0	0	0.00171455	0	0.407738	0.11614	0.300684	0.173723	0	0	0	0	0	0	0
7A	Single-Family Attached	Yes	None	Renter	0	0.00528758	0.18833	0.0447529	0.00591603	0.090931	0.361528	0.241819	0.0513521	0.00522913	0.00485406	0	0	0	0	0
7A	Single-Family Detached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	3	8219.6	182	549804
7A	Single-Family Detached	No	Ducted Heat Pump	Owner	0	0.0156622	0.0112821	0.103875	0.0957035	0.27112	0.313742	0.12177	0.061972	0.00159001	0.00328404	0	2	7486.43	175	521896
7A	Single-Family Detached	No	Ducted Heat Pump	Renter	0	0	0.226681	0	0	0.0598327	0.411811	0.272812	0.028864	0	0	0	1	733.173	16	34339.3
7A	Single-Family Detached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	142	374595	179	541585
7A	Single-Family Detached	No	Ducted Heating	Owner	0	0.0158901	0.0114463	0.105387	0.0954684	0.275065	0.318308	0.110616	0.0628739	0.00161315	0.00333183	0	137	354931	173	514410
7A	Single-Family Detached	No	Ducted Heating	Renter	0	0	0.226681	0	0	0.0598327	0.411811	0.272812	0.028864	0	0	0	5	19664.6	16	34339.3
7A	Single-Family Detached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	182	549804
7A	Single-Family Detached	No	Non-Ducted Heat Pump	Owner	0	0.0156622	0.0112821	0.103875	0.0957035	0.27112	0.313742	0.12177	0.061972	0.00159001	0.00328404	0	0	0	175	521896
7A	Single-Family Detached	No	Non-Ducted Heat Pump	Renter	0	0	0.226681	0	0	0.0598327	0.411811	0.272812	0.028864	0	0	0	0	0	16	34339.3
7A	Single-Family Detached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	37	166989	179	541585
7A	Single-Family Detached	No	Non-Ducted Heating	Owner	0	0.0158901	0.0114463	0.105387	0.0954684	0.275065	0.318308	0.110616	0.0628739	0.00161315	0.00333183	0	36	159479	173	514410
7A	Single-Family Detached	No	Non-Ducted Heating	Renter	0	0	0.226681	0	0	0.0598327	0.411811	0.272812	0.028864	0	0	0	1	7510.57	16	34339.3
7A	Single-Family Detached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7A	Single-Family Detached	No	None	Owner	0	0.015255	0.0109888	0.102615	0.0916746	0.283787	0.322625	0.107947	0.0603609	0.00154867	0.00319866	0	0	0	0	0
7A	Single-Family Detached	No	None	Renter	0	0.000759824	0.22117	0.006431	0.000850133	0.0643015	0.404585	0.268358	0.0320955	0.000751425	0.000697528	0	0	0	0	0
7A	Single-Family Detached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	22413.8
7A	Single-Family Detached	Yes	Ducted Heat Pump	Owner	0	0	0	0.0362124	0	0.495724	0.428433	0.039631	0	0	0	0	0	0	11	21616.6
7A	Single-Family Detached	Yes	Ducted Heat Pump	Renter	0	0.0273609	0.0282325	0.231577	0.0306128	0.220752	0.151622	0.112437	0.14523	0.0270584	0.0251176	0	0	0	86	426576
7A	Single-Family Detached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	22413.8
7A	Single-Family Detached	Yes	Ducted Heating	Owner	0	0	0	0.0362124	0	0.495724	0.428433	0.039631	0	0	0	0	0	0	11	21616.6
7A	Single-Family Detached	Yes	Ducted Heating	Renter	0	0.0273609	0.0282325	0.231577	0.0306128	0.220752	0.151622	0.112437	0.14523	0.0270584	0.0251176	0	0	0	86	426576
7A	Single-Family Detached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	22413.8
7A	Single-Family Detached	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.0362124	0	0.495724	0.428433	0.039631	0	0	0	0	0	0	11	21616.6
7A	Single-Family Detached	Yes	Non-Ducted Heat Pump	Renter	0	0.0273609	0.0282325	0.231577	0.0306128	0.220752	0.151622	0.112437	0.14523	0.0270584	0.0251176	0	0	0	86	426576
7A	Single-Family Detached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	12	22413.8	12	22413.8
7A	Single-Family Detached	Yes	Non-Ducted Heating	Owner	0	0	0	0.0362124	0	0.495724	0.428433	0.039631	0	0	0	0	11	21616.6	11	21616.6
7A	Single-Family Detached	Yes	Non-Ducted Heating	Renter	0	0.0273609	0.0282325	0.231577	0.0306128	0.220752	0.151622	0.112437	0.14523	0.0270584	0.0251176	0	1	797.166	86	426576
7A	Single-Family Detached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7A	Single-Family Detached	Yes	None	Owner	0	0.015255	0.0109888	0.102615	0.0916746	0.283787	0.322625	0.107947	0.0603609	0.00154867	0.00319866	0	0	0	0	0
7A	Single-Family Detached	Yes	None	Renter	0	0.000759824	0.22117	0.006431	0.000850133	0.0643015	0.404585	0.268358	0.0320955	0.000751425	0.000697528	0	0	0	0	0
7AK	Mobile Home	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10561.5
7AK	Mobile Home	No	Ducted Heat Pump	Owner	0	0.0126564	0.00508279	0.130052	0.0784675	0.285996	0.33038	0.119799	0.00627697	0.0224027	0	0.00888711	0	0	169	129080
7AK	Mobile Home	No	Ducted Heat Pump	Renter	0	0.0313155	0.024062	0.125583	0.108493	0.281437	0.296064	0.0624346	0.070611	0	0	0	0	0	34	23531
7AK	Mobile Home	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	9	8687.89	11	10561.5
7AK	Mobile Home	No	Ducted Heating	Owner	0	0.0126564	0.00508279	0.130052	0.0784675	0.285996	0.33038	0.119799	0.00627697	0.0224027	0	0.00888711	7	6851.2	169	129080
7AK	Mobile Home	No	Ducted Heating	Renter	0	0.0313155	0.024062	0.125583	0.108493	0.281437	0.296064	0.0624346	0.070611	0	0	0	2	1836.69	34	23531
7AK	Mobile Home	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10561.5
7AK	Mobile Home	No	Non-Ducted Heat Pump	Owner	0	0.0126564	0.00508279	0.130052	0.0784675	0.285996	0.33038	0.119799	0.00627697	0.0224027	0	0.00888711	0	0	169	129080
7AK	Mobile Home	No	Non-Ducted Heat Pump	Renter	0	0.0313155	0.024062	0.125583	0.108493	0.281437	0.296064	0.0624346	0.070611	0	0	0	0	0	34	23531
7AK	Mobile Home	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	2	1873.61	11	10561.5
7AK	Mobile Home	No	Non-Ducted Heating	Owner	0	0.0126564	0.00508279	0.130052	0.0784675	0.285996	0.33038	0.119799	0.00627697	0.0224027	0	0.00888711	1	941.936	169	129080
7AK	Mobile Home	No	Non-Ducted Heating	Renter	0	0.0313155	0.024062	0.125583	0.108493	0.281437	0.296064	0.0624346	0.070611	0	0	0	1	931.675	34	23531
7AK	Mobile Home	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Mobile Home	No	None	Owner	0	0.0126564	0.00508279	0.130052	0.0784675	0.285996	0.33038	0.119799	0.00627697	0.0224027	0	0.00888711	0	0	0	0
7AK	Mobile Home	No	None	Renter	0	0.0313155	0.024062	0.125583	0.108493	0.281437	0.296064	0.0624346	0.070611	0	0	0	0	0	0	0
7AK	Mobile Home	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	23295.2
7AK	Mobile Home	Yes	Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	0	0	5	4708.19
7AK	Mobile Home	Yes	Ducted Heat Pump	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	0	0	19	18587
7AK	Mobile Home	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	23295.2
7AK	Mobile Home	Yes	Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	0	0	5	4708.19
7AK	Mobile Home	Yes	Ducted Heating	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	0	0	19	18587
7AK	Mobile Home	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	23295.2
7AK	Mobile Home	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	0	0	5	4708.19
7AK	Mobile Home	Yes	Non-Ducted Heat Pump	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	0	0	19	18587
7AK	Mobile Home	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	23295.2
7AK	Mobile Home	Yes	Non-Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	0	0	5	4708.19
7AK	Mobile Home	Yes	Non-Ducted Heating	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	0	0	19	18587
7AK	Mobile Home	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Mobile Home	Yes	None	Owner	0	0.0126564	0.00508279	0.130052	0.0784675	0.285996	0.33038	0.119799	0.00627697	0.0224027	0	0.00888711	0	0	0	0
7AK	Mobile Home	Yes	None	Renter	0	0.0313155	0.024062	0.125583	0.108493	0.281437	0.296064	0.0624346	0.070611	0	0	0	0	0	0	0
7AK	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	18395.4
7AK	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	0	0	205	161519
7AK	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Renter	0	0.12413	0.144156	0	0.0641774	0.0677169	0.476457	0.123363	0	0	0	0	0	0	15	16167.6
7AK	Multi-Family with 2 - 4 Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	7	7433.24	17	18395.4
7AK	Multi-Family with 2 - 4 Units	No	Ducted Heating	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	0	0	205	161519
7AK	Multi-Family with 2 - 4 Units	No	Ducted Heating	Renter	0	0.12413	0.144156	0	0.0641774	0.0677169	0.476457	0.123363	0	0	0	0	7	7433.24	15	16167.6
7AK	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	18395.4
7AK	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	0	0	205	161519
7AK	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Renter	0	0.12413	0.144156	0	0.0641774	0.0677169	0.476457	0.123363	0	0	0	0	0	0	15	16167.6
7AK	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	10	10962.2	17	18395.4
7AK	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	2	2227.8	205	161519
7AK	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Renter	0	0.12413	0.144156	0	0.0641774	0.0677169	0.476457	0.123363	0	0	0	0	8	8734.4	15	16167.6
7AK	Multi-Family with 2 - 4 Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Multi-Family with 2 - 4 Units	No	None	Owner	0	0.00544514	0.00481826	0.165085	0.033759	0.329672	0.357418	0.062933	0.0242214	0.0128244	0	0.00382349	0	0	0	0
7AK	Multi-Family with 2 - 4 Units	No	None	Renter	0	0.113411	0.119894	0.0138043	0.0684706	0.0950675	0.460292	0.1026	0.0123674	0	0.0140929	0	0	0	0	0
7AK	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16855.8
7AK	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	0	0	5	4708.19
7AK	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Renter	0	0.0604393	0	0.0820201	0.0896857	0.230224	0.380414	0	0.0734824	0	0.0837346	0	0	0	13	14945.4
7AK	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16855.8
7AK	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	0	0	5	4708.19
7AK	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Renter	0	0.0604393	0	0.0820201	0.0896857	0.230224	0.380414	0	0.0734824	0	0.0837346	0	0	0	13	14945.4
7AK	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16855.8
7AK	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	0	0	5	4708.19
7AK	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Renter	0	0.0604393	0	0.0820201	0.0896857	0.230224	0.380414	0	0.0734824	0	0.0837346	0	0	0	13	14945.4
7AK	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	5	5182.15	15	16855.8
7AK	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	2	1910.43	5	4708.19
7AK	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Renter	0	0.0604393	0	0.0820201	0.0896857	0.230224	0.380414	0	0.0734824	0	0.0837346	0	3	3271.73	13	14945.4
7AK	Multi-Family with 2 - 4 Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Multi-Family with 2 - 4 Units	Yes	None	Owner	0	0.00544514	0.00481826	0.165085	0.033759	0.329672	0.357418	0.062933	0.0242214	0.0128244	0	0.00382349	0	0	0	0
7AK	Multi-Family with 2 - 4 Units	Yes	None	Renter	0	0.113411	0.119894	0.0138043	0.0684706	0.0950675	0.460292	0.1026	0.0123674	0	0.0140929	0	0	0	0	0
7AK	Multi-Family with 5+ Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16379.2
7AK	Multi-Family with 5+ Units	No	Ducted Heat Pump	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	0	0	205	161519
7AK	Multi-Family with 5+ Units	No	Ducted Heat Pump	Renter	0	0	0	0.0699594	0	0.168531	0.142267	0.0776385	0.388756	0.152849	0	0	0	0	13	14077.9
7AK	Multi-Family with 5+ Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	5	5196.88	15	16379.2
7AK	Multi-Family with 5+ Units	No	Ducted Heating	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	1	1145.49	205	161519
7AK	Multi-Family with 5+ Units	No	Ducted Heating	Renter	0	0	0	0.0699594	0	0.168531	0.142267	0.0776385	0.388756	0.152849	0	0	4	4051.39	13	14077.9
7AK	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16379.2
7AK	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	0	0	205	161519
7AK	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Renter	0	0	0	0.0699594	0	0.168531	0.142267	0.0776385	0.388756	0.152849	0	0	0	0	13	14077.9
7AK	Multi-Family with 5+ Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	10	11182.3	15	16379.2
7AK	Multi-Family with 5+ Units	No	Non-Ducted Heating	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	1	1155.86	205	161519
7AK	Multi-Family with 5+ Units	No	Non-Ducted Heating	Renter	0	0	0	0.0699594	0	0.168531	0.142267	0.0776385	0.388756	0.152849	0	0	9	10026.5	13	14077.9
7AK	Multi-Family with 5+ Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Multi-Family with 5+ Units	No	None	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	0	0	0	0
7AK	Multi-Family with 5+ Units	No	None	Renter	0	0	0	0.0858474	0.0520508	0.225747	0.206583	0.0424435	0.255172	0.0835594	0.048597	0	0	0	0	0
7AK	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11673.7
7AK	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	0	0	5	4708.19
7AK	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Renter	0	0	0	0.105007	0.114821	0.294747	0.284144	0	0.0940769	0	0.107202	0	0	0	10	11673.7
7AK	Multi-Family with 5+ Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11673.7
7AK	Multi-Family with 5+ Units	Yes	Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	0	0	5	4708.19
7AK	Multi-Family with 5+ Units	Yes	Ducted Heating	Renter	0	0	0	0.105007	0.114821	0.294747	0.284144	0	0.0940769	0	0.107202	0	0	0	10	11673.7
7AK	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11673.7
7AK	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	0	0	5	4708.19
7AK	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Renter	0	0	0	0.105007	0.114821	0.294747	0.284144	0	0.0940769	0	0.107202	0	0	0	10	11673.7
7AK	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	10	11673.7	10	11673.7
7AK	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	0	0	5	4708.19
7AK	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Renter	0	0	0	0.105007	0.114821	0.294747	0.284144	0	0.0940769	0	0.107202	0	10	11673.7	10	11673.7
7AK	Multi-Family with 5+ Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Multi-Family with 5+ Units	Yes	None	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	0	0	0	0
7AK	Multi-Family with 5+ Units	Yes	None	Renter	0	0	0	0.0858474	0.0520508	0.225747	0.206583	0.0424435	0.255172	0.0835594	0.048597	0	0	0	0	0
7AK	Single-Family Attached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	1	524.772	38	20588.5
7AK	Single-Family Attached	No	Ducted Heat Pump	Owner	0	0	0	0.155998	0.0909249	0.452104	0.300973	0	0	0	0	0	0	0	20	10578.4
7AK	Single-Family Attached	No	Ducted Heat Pump	Renter	0	0	0.0565633	0.161596	0.110979	0.173974	0.271001	0.0598986	0.165988	0	0	0	1	524.772	18	10010.1
7AK	Single-Family Attached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	25	13419.1	37	20063.7
7AK	Single-Family Attached	No	Ducted Heating	Owner	0	0	0	0.155998	0.0909249	0.452104	0.300973	0	0	0	0	0	12	6275.85	20	10578.4
7AK	Single-Family Attached	No	Ducted Heating	Renter	0	0	0.0596927	0.170536	0.117119	0.183599	0.285994	0.0632125	0.119846	0	0	0	13	7143.28	17	9485.31
7AK	Single-Family Attached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	20588.5
7AK	Single-Family Attached	No	Non-Ducted Heat Pump	Owner	0	0	0	0.155998	0.0909249	0.452104	0.300973	0	0	0	0	0	0	0	20	10578.4
7AK	Single-Family Attached	No	Non-Ducted Heat Pump	Renter	0	0	0.0565633	0.161596	0.110979	0.173974	0.271001	0.0598986	0.165988	0	0	0	0	0	18	10010.1
7AK	Single-Family Attached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	12	6644.61	37	20063.7
7AK	Single-Family Attached	No	Non-Ducted Heating	Owner	0	0	0	0.155998	0.0909249	0.452104	0.300973	0	0	0	0	0	8	4302.57	20	10578.4
7AK	Single-Family Attached	No	Non-Ducted Heating	Renter	0	0	0.0596927	0.170536	0.117119	0.183599	0.285994	0.0632125	0.119846	0	0	0	4	2342.03	17	9485.31
7AK	Single-Family Attached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Single-Family Attached	No	None	Owner	0	0	0	0.155998	0.0909249	0.452104	0.300973	0	0	0	0	0	0	0	0	0
7AK	Single-Family Attached	No	None	Renter	0	0.00678893	0.0512127	0.163827	0.116503	0.187884	0.288096	0.0542325	0.117702	0	0.0137538	0	0	0	0	0
7AK	Single-Family Attached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	23295.2
7AK	Single-Family Attached	Yes	Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	0	0	5	4708.19
7AK	Single-Family Attached	Yes	Ducted Heat Pump	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	0	0	19	18587
7AK	Single-Family Attached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	23295.2
7AK	Single-Family Attached	Yes	Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	0	0	5	4708.19
7AK	Single-Family Attached	Yes	Ducted Heating	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	0	0	19	18587
7AK	Single-Family Attached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	23295.2
7AK	Single-Family Attached	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	0	0	5	4708.19
7AK	Single-Family Attached	Yes	Non-Ducted Heat Pump	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	0	0	19	18587
7AK	Single-Family Attached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	3	1625.43	24	23295.2
7AK	Single-Family Attached	Yes	Non-Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	0	0	5	4708.19
7AK	Single-Family Attached	Yes	Non-Ducted Heating	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	3	1625.43	19	18587
