Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=Has Pool	Option=None	Option=Void	source_count	source_weight	fallback_count	fallback_weight
200-300%	Single-Family Attached	WA	Not Available	2010s	0	0	1	1	3045.52	21	63502.6
200-300%	Single-Family Attached	WA	Owner	2010s	0.151582	0.848418	0	1	3045.52	18	57722.6
200-300%	Single-Family Attached	WA	Renter	2010s	0.155911	0.844089	0	0	0	22	104417
300-400%	Single-Family Attached	WA	Not Available	2010s	0	0	1	0	0	23	77528.9
300-400%	Single-Family Attached	WA	Owner	2010s	0.0412845	0.958715	0	0	0	21	68003.4
300-400%	Single-Family Attached	WA	Renter	2010s	0.155911	0.844089	0	0	0	22	104417
400%+	Single-Family Attached	WA	Not Available	2010s	0	0	1	3	9421.8	66	375267
400%+	Single-Family Attached	WA	Owner	2010s	0.0321287	0.967871	0	3	9421.8	60	328631
400%+	Single-Family Attached	WA	Renter	2010s	0	1	0	0	0	16	116573
Not Available	Single-Family Attached	WA	Not Available	2010s	0	1	0	4	12544.8	12	56772.7
Not Available	Single-Family Attached	WA	Owner	2010s	0	0	1	4	12544.8	11	48515.5
Not Available	Single-Family Attached	WA	Renter	2010s	0	0	1	0	0	12	83499.1
0-100%	Single-Family Attached	WA	Not Available	<1940	0	0	1	0	0	16	86690.3
0-100%	Single-Family Attached	WA	Owner	<1940	0.0537636	0.946236	0	0	0	44	228063
0-100%	Single-Family Attached	WA	Renter	<1940	0	1	0	0	0	21	100993
100-150%	Single-Family Attached	WA	Not Available	<1940	0	0	1	0	0	29	188971
100-150%	Single-Family Attached	WA	Owner	<1940	0.0789925	0.921007	0	0	0	22	155223
100-150%	Single-Family Attached	WA	Renter	<1940	0	1	0	0	0	13	46069.3
150-200%	Single-Family Attached	WA	Not Available	<1940	0	0	1	0	0	20	53394.3
150-200%	Single-Family Attached	WA	Owner	<1940	0	1	0	0	0	14	41072.9
150-200%	Single-Family Attached	WA	Renter	<1940	0	1	0	0	0	13	46069.3
200-300%	Single-Family Attached	WA	Not Available	<1940	0	0	1	0	0	48	228935
200-300%	Single-Family Attached	WA	Owner	<1940	0.0765137	0.923486	0	0	0	35	173310
200-300%	Single-Family Attached	WA	Renter	<1940	0	1	0	0	0	13	55624.4
300-400%	Single-Family Attached	WA	Not Available	<1940	0	0	1	0	0	36	125481
300-400%	Single-Family Attached	WA	Owner	<1940	0.12125	0.87875	0	0	0	30	98016.2
300-400%	Single-Family Attached	WA	Renter	<1940	0	1	0	0	0	19	83089.1
400%+	Single-Family Attached	WA	Not Available	<1940	0	0	1	0	0	109	673298
400%+	Single-Family Attached	WA	Owner	<1940	0.0562518	0.943748	0	0	0	96	591435
400%+	Single-Family Attached	WA	Renter	<1940	0	1	0	0	0	13	81862.8
Not Available	Single-Family Attached	WA	Not Available	<1940	0	1	0	0	0	12	69888.1
Not Available	Single-Family Attached	WA	Owner	<1940	0	0	1	0	0	155	1.09082e+06
Not Available	Single-Family Attached	WA	Renter	<1940	0	0	1	0	0	38	265945
0-100%	Single-Family Attached	WI	Not Available	1940s	0	0	1	0	0	34	95074.6
0-100%	Single-Family Attached	WI	Owner	1940s	0	1	0	0	0	17	46608.5
0-100%	Single-Family Attached	WI	Renter	1940s	0.0400573	0.959943	0	0	0	17	48466.1
100-150%	Single-Family Attached	WI	Not Available	1940s	0	0	1	0	0	48	115499
100-150%	Single-Family Attached	WI	Owner	1940s	0.0994602	0.90054	0	0	0	40	93299.6
100-150%	Single-Family Attached	WI	Renter	1940s	0	1	0	0	0	14	32432.1
150-200%	Single-Family Attached	WI	Not Available	1940s	0	0	1	3	2222.62	52	91291.7
150-200%	Single-Family Attached	WI	Owner	1940s	0.0509661	0.949034	0	2	1175.17	46	81058.7
150-200%	Single-Family Attached	WI	Renter	1940s	0	1	0	1	1047.45	14	32432.1
200-300%	Single-Family Attached	WI	Not Available	1940s	0	0	1	3	1251.51	110	190956
200-300%	Single-Family Attached	WI	Owner	1940s	0.0903382	0.909662	0	3	1251.51	102	172963
200-300%	Single-Family Attached	WI	Renter	1940s	0	1	0	0	0	12	24695.3
300-400%	Single-Family Attached	WI	Not Available	1940s	0	0	1	1	851.931	70	127060
300-400%	Single-Family Attached	WI	Owner	1940s	0.0448567	0.955143	0	1	851.931	66	120358
300-400%	Single-Family Attached	WI	Renter	1940s	0	1	0	0	0	12	24695.3
400%+	Single-Family Attached	WI	Not Available	1940s	0	0	1	0	0	135	301515
400%+	Single-Family Attached	WI	Owner	1940s	0.0584276	0.941572	0	0	0	129	290253
400%+	Single-Family Attached	WI	Renter	1940s	0	1	0	0	0	12	64552.6
Not Available	Single-Family Attached	WI	Not Available	1940s	0.116805	0.883195	0	4	4326.06	12	19327.1
Not Available	Single-Family Attached	WI	Owner	1940s	0	0	1	3	3278.61	289	804541
Not Available	Single-Family Attached	WI	Renter	1940s	0	0	1	1	1047.45	38	116856
0-100%	Single-Family Attached	WI	Not Available	1950s	0	0	1	1	3978.21	34	296445
0-100%	Single-Family Attached	WI	Owner	1950s	0	1	0	0	0	22	196970
0-100%	Single-Family Attached	WI	Renter	1950s	0	1	0	1	3978.21	12	99475
100-150%	Single-Family Attached	WI	Not Available	1950s	0	0	1	1	2881.8	29	146651
100-150%	Single-Family Attached	WI	Owner	1950s	0.199488	0.800512	0	0	0	25	126901
100-150%	Single-Family Attached	WI	Renter	1950s	0	1	0	1	2881.8	19	123892
150-200%	Single-Family Attached	WI	Not Available	1950s	0	0	1	1	307.042	30	189171
150-200%	Single-Family Attached	WI	Owner	1950s	0.0669179	0.933082	0	0	0	27	184504
150-200%	Single-Family Attached	WI	Renter	1950s	0	1	0	1	307.042	19	123892
200-300%	Single-Family Attached	WI	Not Available	1950s	0	0	1	0	0	54	296597
200-300%	Single-Family Attached	WI	Owner	1950s	0.0589012	0.941099	0	0	0	51	280706
200-300%	Single-Family Attached	WI	Renter	1950s	0	1	0	0	0	18	54842.2
300-400%	Single-Family Attached	WI	Not Available	1950s	0	0	1	0	0	50	270671
300-400%	Single-Family Attached	WI	Owner	1950s	0.0652636	0.934736	0	0	0	47	256415
300-400%	Single-Family Attached	WI	Renter	1950s	0	1	0	0	0	18	54842.2
400%+	Single-Family Attached	WI	Not Available	1950s	0	0	1	0	0	107	843948
400%+	Single-Family Attached	WI	Owner	1950s	0.0870565	0.912944	0	0	0	101	790658
400%+	Single-Family Attached	WI	Renter	1950s	0	1	0	0	0	12	64552.6
Not Available	Single-Family Attached	WI	Not Available	1950s	0	1	0	2	7167.06	10	46823.6
Not Available	Single-Family Attached	WI	Owner	1950s	0	0	1	0	0	193	1.83615e+06
Not Available	Single-Family Attached	WI	Renter	1950s	0	0	1	2	7167.06	24	207330
0-100%	Single-Family Attached	WI	Not Available	1960s	0	0	1	1	2886.84	21	176080
0-100%	Single-Family Attached	WI	Owner	1960s	0	1	0	0	0	12	117326
0-100%	Single-Family Attached	WI	Renter	1960s	0	1	0	1	2886.84	10	67558.3
100-150%	Single-Family Attached	WI	Not Available	1960s	0	0	1	1	0.390493	26	118897
100-150%	Single-Family Attached	WI	Owner	1960s	0	1	0	0	0	17	89256.2
100-150%	Single-Family Attached	WI	Renter	1960s	0.0486552	0.951345	0	1	0.390493	17	71377.3
150-200%	Single-Family Attached	WI	Not Available	1960s	0	0	1	0	0	33	184705
150-200%	Single-Family Attached	WI	Owner	1960s	0.00138142	0.998619	0	0	0	25	142968
150-200%	Single-Family Attached	WI	Renter	1960s	0.0486552	0.951345	0	0	0	17	71377.3
200-300%	Single-Family Attached	WI	Not Available	1960s	0	0	1	3	7533.51	57	227064
200-300%	Single-Family Attached	WI	Owner	1960s	0.0444343	0.955566	0	1	2919.49	46	183714
200-300%	Single-Family Attached	WI	Renter	1960s	0.0232981	0.976702	0	2	4614.02	11	43350
300-400%	Single-Family Attached	WI	Not Available	1960s	0	0	1	1	1662.06	46	235840
300-400%	Single-Family Attached	WI	Owner	1960s	0.0514804	0.94852	0	0	0	40	206024
300-400%	Single-Family Attached	WI	Renter	1960s	0.0138038	0.986196	0	1	1662.06	17	73166.1
400%+	Single-Family Attached	WI	Not Available	1960s	0	0	1	1	2878.02	77	478417
400%+	Single-Family Attached	WI	Owner	1960s	0.0367424	0.963258	0	1	2878.02	74	460963
400%+	Single-Family Attached	WI	Renter	1960s	0.0376743	0.962326	0	0	0	25	101671
Not Available	Single-Family Attached	WI	Not Available	1960s	0.0712516	0.928748	0	5	14960.8	23	98840.1
Not Available	Single-Family Attached	WI	Owner	1960s	0	0	1	2	5797.5	10	42944.2
Not Available	Single-Family Attached	WI	Renter	1960s	0	0	1	3	9163.31	13	55895.9
0-100%	Single-Family Attached	WI	Not Available	1970s	0	0	1	3	10465.2	19	97079.8
0-100%	Single-Family Attached	WI	Owner	1970s	0.190208	0.809792	0	0	0	12	74130.5
0-100%	Single-Family Attached	WI	Renter	1970s	0	1	0	3	10465.2	10	56005.4
100-150%	Single-Family Attached	WI	Not Available	1970s	0	0	1	0	0	24	143399
100-150%	Single-Family Attached	WI	Owner	1970s	0	1	0	0	0	15	92370.3
100-150%	Single-Family Attached	WI	Renter	1970s	0.00861477	0.991385	0	0	0	15	76916.6
150-200%	Single-Family Attached	WI	Not Available	1970s	0	0	1	0	0	30	150820
150-200%	Single-Family Attached	WI	Owner	1970s	0.00514304	0.994857	0	0	0	24	124932
150-200%	Single-Family Attached	WI	Renter	1970s	0.00861477	0.991385	0	0	0	15	76916.6
200-300%	Single-Family Attached	WI	Not Available	1970s	0	0	1	2	6046.54	76	330684
200-300%	Single-Family Attached	WI	Owner	1970s	0.0782907	0.921709	0	2	6046.54	65	270212
200-300%	Single-Family Attached	WI	Renter	1970s	0.0831515	0.916849	0	0	0	11	60472.6
300-400%	Single-Family Attached	WI	Not Available	1970s	0	0	1	1	1607.77	67	285967
300-400%	Single-Family Attached	WI	Owner	1970s	0.0945341	0.905466	0	0	0	61	264268
300-400%	Single-Family Attached	WI	Renter	1970s	0.0611936	0.938806	0	1	1607.77	17	82171.8
400%+	Single-Family Attached	WI	Not Available	1970s	0	0	1	1	1395.14	139	896415
400%+	Single-Family Attached	WI	Owner	1970s	0.12522	0.87478	0	0	0	134	877668
400%+	Single-Family Attached	WI	Renter	1970s	0.0376743	0.962326	0	1	1395.14	25	101671
Not Available	Single-Family Attached	WI	Not Available	1970s	0.0536098	0.94639	0	6	19514.6	27	111460
Not Available	Single-Family Attached	WI	Owner	1970s	0	0	1	2	6046.54	11	44260.7
Not Available	Single-Family Attached	WI	Renter	1970s	0	0	1	4	13468.1	16	67199.7
0-100%	Single-Family Attached	WI	Not Available	1980s	0	0	1	0	0	10	74182.6
0-100%	Single-Family Attached	WI	Owner	1980s	0.0010331	0.998967	0	0	0	28	156981
0-100%	Single-Family Attached	WI	Renter	1980s	0	1	0	0	0	13	58636.4
100-150%	Single-Family Attached	WI	Not Available	1980s	0	0	1	2	2775.23	11	62698
100-150%	Single-Family Attached	WI	Owner	1980s	0	1	0	0	0	11	65376.6
100-150%	Single-Family Attached	WI	Renter	1980s	0	1	0	2	2775.23	13	58636.4
150-200%	Single-Family Attached	WI	Not Available	1980s	0	0	1	2	4128.8	16	60315.9
150-200%	Single-Family Attached	WI	Owner	1980s	0.00373363	0.996266	0	0	0	11	43436.9
150-200%	Single-Family Attached	WI	Renter	1980s	0	1	0	2	4128.8	13	58636.4
200-300%	Single-Family Attached	WI	Not Available	1980s	0	0	1	0	0	36	158891
200-300%	Single-Family Attached	WI	Owner	1980s	0.0970693	0.902931	0	0	0	33	145311
200-300%	Single-Family Attached	WI	Renter	1980s	0.0128529	0.987147	0	0	0	21	81139.9
300-400%	Single-Family Attached	WI	Not Available	1980s	0	0	1	1	2927.94	38	172078
300-400%	Single-Family Attached	WI	Owner	1980s	0.220574	0.779426	0	1	2927.94	35	163635
300-400%	Single-Family Attached	WI	Renter	1980s	0.0128529	0.987147	0	0	0	21	81139.9
400%+	Single-Family Attached	WI	Not Available	1980s	0	0	1	2	2914.39	17	61262.4
400%+	Single-Family Attached	WI	Owner	1980s	0	1	0	2	2914.39	14	54481.3
400%+	Single-Family Attached	WI	Renter	1980s	0.167852	0.832148	0	0	0	12	74217
Not Available	Single-Family Attached	WI	Not Available	1980s	0	1	0	4	12746.4	29	127216
Not Available	Single-Family Attached	WI	Owner	1980s	0	0	1	2	5842.34	19	85400.8
Not Available	Single-Family Attached	WI	Renter	1980s	0	0	1	2	6904.02	10	41815.3
0-100%	Single-Family Attached	WI	Not Available	1990s	0	0	1	0	0	38	264100
0-100%	Single-Family Attached	WI	Owner	1990s	0	1	0	0	0	36	252531
0-100%	Single-Family Attached	WI	Renter	1990s	0	1	0	0	0	15	70205.1
100-150%	Single-Family Attached	WI	Not Available	1990s	0	0	1	1	3729.69	12	62228.5
100-150%	Single-Family Attached	WI	Owner	1990s	0	1	0	1	3729.69	12	62228.5
100-150%	Single-Family Attached	WI	Renter	1990s	0	1	0	0	0	15	70205.1
150-200%	Single-Family Attached	WI	Not Available	1990s	0	0	1	0	0	13	78521.4
150-200%	Single-Family Attached	WI	Owner	1990s	0	1	0	0	0	11	66952.7
150-200%	Single-Family Attached	WI	Renter	1990s	0	1	0	0	0	15	70205.1
200-300%	Single-Family Attached	WI	Not Available	1990s	0	0	1	2	7548.34	13	34405.1
200-300%	Single-Family Attached	WI	Owner	1990s	0.042026	0.957974	0	0	0	37	183911
200-300%	Single-Family Attached	WI	Renter	1990s	0	1	0	2	7548.34	10	41570
300-400%	Single-Family Attached	WI	Not Available	1990s	0	0	1	0	0	57	300672
300-400%	Single-Family Attached	WI	Owner	1990s	0.0517927	0.948207	0	0	0	53	284169
300-400%	Single-Family Attached	WI	Renter	1990s	0.0176413	0.982359	0	0	0	15	59116.2
400%+	Single-Family Attached	WI	Not Available	1990s	0	0	1	1	4459.67	21	113030
400%+	Single-Family Attached	WI	Owner	1990s	0.0866434	0.913357	0	0	0	19	100035
400%+	Single-Family Attached	WI	Renter	1990s	0.167852	0.832148	0	1	4459.67	12	74217
Not Available	Single-Family Attached	WI	Not Available	1990s	0.043142	0.956858	0	4	15737.7	38	211313
Not Available	Single-Family Attached	WI	Owner	1990s	0	0	1	1	3729.69	30	165373
Not Available	Single-Family Attached	WI	Renter	1990s	0	0	1	3	12008	16	115986
0-100%	Single-Family Attached	WI	Not Available	2000s	0	0	1	0	0	12	78166.7
0-100%	Single-Family Attached	WI	Owner	2000s	0	1	0	0	0	29	134626
0-100%	Single-Family Attached	WI	Renter	2000s	0	1	0	0	0	13	64873.4
100-150%	Single-Family Attached	WI	Not Available	2000s	0	0	1	1	3140.05	13	55946.3
100-150%	Single-Family Attached	WI	Owner	2000s	0	1	0	0	0	10	53553.7
100-150%	Single-Family Attached	WI	Renter	2000s	0	1	0	1	3140.05	13	64873.4
150-200%	Single-Family Attached	WI	Not Available	2000s	0	0	1	0	0	15	48928.8
150-200%	Single-Family Attached	WI	Owner	2000s	0	1	0	0	0	13	44543.1
150-200%	Single-Family Attached	WI	Renter	2000s	0	1	0	0	0	13	64873.4
200-300%	Single-Family Attached	WI	Not Available	2000s	0	0	1	0	0	46	195071
200-300%	Single-Family Attached	WI	Owner	2000s	0.0763434	0.923657	0	0	0	40	163953
200-300%	Single-Family Attached	WI	Renter	2000s	0	1	0	0	0	10	59273
300-400%	Single-Family Attached	WI	Not Available	2000s	0	0	1	2	1736.82	44	166260
300-400%	Single-Family Attached	WI	Owner	2000s	0.0863032	0.913697	0	2	1736.82	40	138105
300-400%	Single-Family Attached	WI	Renter	2000s	0	1	0	0	0	10	59273
400%+	Single-Family Attached	WI	Not Available	2000s	0	0	1	5	12488	35	123018
400%+	Single-Family Attached	WI	Owner	2000s	0.0404912	0.959509	0	4	9597.68	30	104275
400%+	Single-Family Attached	WI	Renter	2000s	0	1	0	1	2890.36	11	50918
Not Available	Single-Family Attached	WI	Not Available	2000s	0.0228589	0.977141	0	6	17364.9	48	184708
Not Available	Single-Family Attached	WI	Owner	2000s	0	0	1	4	11334.5	40	149109
Not Available	Single-Family Attached	WI	Renter	2000s	0	0	1	2	6030.41	21	142063
0-100%	Single-Family Attached	WI	Not Available	2010s	0	0	1	0	0	22	87958.2
0-100%	Single-Family Attached	WI	Owner	2010s	0.0821401	0.91786	0	0	0	13	54662.4
0-100%	Single-Family Attached	WI	Renter	2010s	0	1	0	0	0	22	98169.2
100-150%	Single-Family Attached	WI	Not Available	2010s	0	0	1	0	0	18	63504.6
100-150%	Single-Family Attached	WI	Owner	2010s	0.0952177	0.904782	0	0	0	11	47154.9
100-150%	Single-Family Attached	WI	Renter	2010s	0	1	0	0	0	22	98169.2
150-200%	Single-Family Attached	WI	Not Available	2010s	0	0	1	0	0	10	30704.6
150-200%	Single-Family Attached	WI	Owner	2010s	0.0952177	0.904782	0	0	0	11	47154.9
150-200%	Single-Family Attached	WI	Renter	2010s	0	1	0	0	0	22	98169.2
200-300%	Single-Family Attached	WI	Not Available	2010s	0	0	1	0	0	18	60842.6
200-300%	Single-Family Attached	WI	Owner	2010s	0	1	0	0	0	17	53797.1
200-300%	Single-Family Attached	WI	Renter	2010s	0	1	0	0	0	12	70952.1
300-400%	Single-Family Attached	WI	Not Available	2010s	0	0	1	0	0	18	56251.2
300-400%	Single-Family Attached	WI	Owner	2010s	0.033419	0.966581	0	0	0	18	56251.2
300-400%	Single-Family Attached	WI	Renter	2010s	0	1	0	0	0	12	70952.1
400%+	Single-Family Attached	WI	Not Available	2010s	0	0	1	1	2697.66	11	41699.4
400%+	Single-Family Attached	WI	Owner	2010s	0.0296295	0.970371	0	1	2697.66	61	358072
400%+	Single-Family Attached	WI	Renter	2010s	0	1	0	0	0	11	50918
Not Available	Single-Family Attached	WI	Not Available	2010s	0	1	0	1	2697.66	14	56120.7
Not Available	Single-Family Attached	WI	Owner	2010s	0	0	1	1	2697.66	10	37076.8
Not Available	Single-Family Attached	WI	Renter	2010s	0	0	1	0	0	11	69510.8
0-100%	Single-Family Attached	WI	Not Available	<1940	0	0	1	0	0	34	245694
0-100%	Single-Family Attached	WI	Owner	<1940	0	1	0	0	0	17	120447
0-100%	Single-Family Attached	WI	Renter	<1940	0.0400573	0.959943	0	0	0	17	125247
100-150%	Single-Family Attached	WI	Not Available	<1940	0	0	1	0	0	48	298475
100-150%	Single-Family Attached	WI	Owner	<1940	0.0994602	0.90054	0	0	0	40	241108
100-150%	Single-Family Attached	WI	Renter	<1940	0	1	0	0	0	14	83812.1
150-200%	Single-Family Attached	WI	Not Available	<1940	0	0	1	3	5743.77	52	235919
150-200%	Single-Family Attached	WI	Owner	<1940	0.0509661	0.949034	0	2	3036.91	46	209474
150-200%	Single-Family Attached	WI	Renter	<1940	0	1	0	1	2706.86	14	83812.1
200-300%	Single-Family Attached	WI	Not Available	<1940	0	0	1	3	3234.18	110	493475
200-300%	Single-Family Attached	WI	Owner	<1940	0.0903382	0.909662	0	3	3234.18	102	446977
200-300%	Single-Family Attached	WI	Renter	<1940	0	1	0	0	0	12	63818.2
300-400%	Single-Family Attached	WI	Not Available	<1940	0	0	1	1	2201.58	70	328352
300-400%	Single-Family Attached	WI	Owner	<1940	0.0448567	0.955143	0	1	2201.58	66	311032
300-400%	Single-Family Attached	WI	Renter	<1940	0	1	0	0	0	12	63818.2
400%+	Single-Family Attached	WI	Not Available	<1940	0	0	1	0	0	135	779185
400%+	Single-Family Attached	WI	Owner	<1940	0.0584276	0.941572	0	0	0	129	750081
400%+	Single-Family Attached	WI	Renter	<1940	0	1	0	0	0	12	93656.9
Not Available	Single-Family Attached	WI	Not Available	<1940	0.116805	0.883195	0	4	11179.5	12	49945.7
Not Available	Single-Family Attached	WI	Owner	<1940	0	0	1	3	8472.67	289	2.07912e+06
Not Available	Single-Family Attached	WI	Renter	<1940	0	0	1	1	2706.86	38	301982
0-100%	Single-Family Attached	WV	Not Available	1940s	0	0	1	1	816.968	30	62119.5
0-100%	Single-Family Attached	WV	Owner	1940s	0	1	0	1	816.968	15	23240.1
0-100%	Single-Family Attached	WV	Renter	1940s	0	1	0	0	0	15	38879.4
100-150%	Single-Family Attached	WV	Not Available	1940s	0	0	1	1	795.058	32	49191
100-150%	Single-Family Attached	WV	Owner	1940s	0.0203847	0.979615	0	1	795.058	25	39002.6
100-150%	Single-Family Attached	WV	Renter	1940s	0.0167628	0.983237	0	0	0	24	54798.7
150-200%	Single-Family Attached	WV	Not Available	1940s	0	0	1	0	0	27	38814.4
150-200%	Single-Family Attached	WV	Owner	1940s	0.0527884	0.947212	0	0	0	26	38484.6
150-200%	Single-Family Attached	WV	Renter	1940s	0.0167628	0.983237	0	0	0	24	54798.7
200-300%	Single-Family Attached	WV	Not Available	1940s	0	0	1	0	0	45	68289.4
200-300%	Single-Family Attached	WV	Owner	1940s	0.0753074	0.924693	0	0	0	40	58610.8
200-300%	Single-Family Attached	WV	Renter	1940s	0.000113088	0.999887	0	0	0	29	110495
300-400%	Single-Family Attached	WV	Not Available	1940s	0	0	1	0	0	28	34543.7
300-400%	Single-Family Attached	WV	Owner	1940s	0.0132173	0.986783	0	0	0	24	30846.9
300-400%	Single-Family Attached	WV	Renter	1940s	0.000113088	0.999887	0	0	0	29	110495
400%+	Single-Family Attached	WV	Not Available	1940s	0	0	1	0	0	51	26366.1
400%+	Single-Family Attached	WV	Owner	1940s	0	1	0	0	0	40	20730.6
400%+	Single-Family Attached	WV	Renter	1940s	0	1	0	0	0	11	5635.5
Not Available	Single-Family Attached	WV	Not Available	1940s	0.0140333	0.985967	0	2	1612.03	69	56654.9
Not Available	Single-Family Attached	WV	Owner	1940s	0	0	1	2	1612.03	50	33689.3
Not Available	Single-Family Attached	WV	Renter	1940s	0	0	1	0	0	19	22965.6
0-100%	Single-Family Attached	WV	Not Available	1950s	0	0	1	0	0	28	198415
0-100%	Single-Family Attached	WV	Owner	1950s	0	1	0	0	0	17	128405
0-100%	Single-Family Attached	WV	Renter	1950s	0	1	0	0	0	11	70010
100-150%	Single-Family Attached	WV	Not Available	1950s	0	0	1	0	0	30	143972
100-150%	Single-Family Attached	WV	Owner	1950s	0.084844	0.915156	0	0	0	23	107828
100-150%	Single-Family Attached	WV	Renter	1950s	0.131956	0.868044	0	0	0	14	79712.7
150-200%	Single-Family Attached	WV	Not Available	1950s	0	0	1	0	0	34	184397
150-200%	Single-Family Attached	WV	Owner	1950s	0.068126	0.931874	0	0	0	28	147012
150-200%	Single-Family Attached	WV	Renter	1950s	0.131956	0.868044	0	0	0	14	79712.7
200-300%	Single-Family Attached	WV	Not Available	1950s	0	0	1	1	2864.87	65	278223
200-300%	Single-Family Attached	WV	Owner	1950s	0.0223985	0.977601	0	1	2864.87	53	225266
200-300%	Single-Family Attached	WV	Renter	1950s	0.00023596	0.999764	0	0	0	12	52956.8
300-400%	Single-Family Attached	WV	Not Available	1950s	0	0	1	0	0	45	228207
300-400%	Single-Family Attached	WV	Owner	1950s	0.0488023	0.951198	0	0	0	37	184044
300-400%	Single-Family Attached	WV	Renter	1950s	0.000128662	0.999871	0	0	0	20	97119.9
400%+	Single-Family Attached	WV	Not Available	1950s	0	0	1	0	0	81	501316
400%+	Single-Family Attached	WV	Owner	1950s	0.115626	0.884374	0	0	0	72	451263
400%+	Single-Family Attached	WV	Renter	1950s	0.191094	0.808906	0	0	0	26	68146.4
Not Available	Single-Family Attached	WV	Not Available	1950s	0	1	0	1	2864.87	17	71492.9
Not Available	Single-Family Attached	WV	Owner	1950s	0	0	1	1	2864.87	12	47843.6
Not Available	Single-Family Attached	WV	Renter	1950s	0	0	1	0	0	36	290711
0-100%	Single-Family Attached	WV	Not Available	1960s	0	0	1	0	0	29	179780
0-100%	Single-Family Attached	WV	Owner	1960s	0.00957285	0.990427	0	0	0	15	94885
0-100%	Single-Family Attached	WV	Renter	1960s	0	1	0	0	0	14	84895.3
100-150%	Single-Family Attached	WV	Not Available	1960s	0	0	1	0	0	29	138783
100-150%	Single-Family Attached	WV	Owner	1960s	0.0289352	0.971065	0	0	0	21	92964.1
100-150%	Single-Family Attached	WV	Renter	1960s	0	1	0	0	0	18	99231.8
150-200%	Single-Family Attached	WV	Not Available	1960s	0	0	1	0	0	31	168832
150-200%	Single-Family Attached	WV	Owner	1960s	0.0500284	0.949972	0	0	0	21	115419
150-200%	Single-Family Attached	WV	Renter	1960s	0	1	0	0	0	10	53413
200-300%	Single-Family Attached	WV	Not Available	1960s	0	0	1	0	0	67	295704
200-300%	Single-Family Attached	WV	Owner	1960s	0.134824	0.865176	0	0	0	54	248017
200-300%	Single-Family Attached	WV	Renter	1960s	0	1	0	0	0	13	47686.4
300-400%	Single-Family Attached	WV	Not Available	1960s	0	0	1	0	0	53	251759
300-400%	Single-Family Attached	WV	Owner	1960s	0.144017	0.855983	0	0	0	43	201975
300-400%	Single-Family Attached	WV	Renter	1960s	0.0611267	0.938873	0	0	0	10	49784.1
400%+	Single-Family Attached	WV	Not Available	1960s	0	0	1	0	0	110	649502
400%+	Single-Family Attached	WV	Owner	1960s	0.165009	0.834991	0	0	0	97	571771
400%+	Single-Family Attached	WV	Renter	1960s	0.0516669	0.948333	0	0	0	13	77731.4
Not Available	Single-Family Attached	WV	Not Available	1960s	0	1	0	0	0	25	122223
Not Available	Single-Family Attached	WV	Owner	1960s	0	0	1	0	0	10	47705
Not Available	Single-Family Attached	WV	Renter	1960s	0	0	1	0	0	15	74518.1
0-100%	Single-Family Attached	WV	Not Available	1970s	0	0	1	2	6956.09	28	185279
0-100%	Single-Family Attached	WV	Owner	1970s	0.335994	0.664006	0	0	0	16	133694
0-100%	Single-Family Attached	WV	Renter	1970s	0	1	0	2	6956.09	12	51584.1
100-150%	Single-Family Attached	WV	Not Available	1970s	0	0	1	0	0	37	164078
100-150%	Single-Family Attached	WV	Owner	1970s	0.145513	0.854487	0	0	0	30	119434
100-150%	Single-Family Attached	WV	Renter	1970s	0	1	0	0	0	12	87056.2
150-200%	Single-Family Attached	WV	Not Available	1970s	0	0	1	0	0	49	225778
150-200%	Single-Family Attached	WV	Owner	1970s	0.159677	0.840323	0	0	0	42	196617
150-200%	Single-Family Attached	WV	Renter	1970s	0.00672733	0.993273	0	0	0	20	118388
200-300%	Single-Family Attached	WV	Not Available	1970s	0	0	1	0	0	10	36944
200-300%	Single-Family Attached	WV	Owner	1970s	0.136452	0.863548	0	0	0	65	281808
200-300%	Single-Family Attached	WV	Renter	1970s	0.0539657	0.946034	0	0	0	13	86865.3
300-400%	Single-Family Attached	WV	Not Available	1970s	0	0	1	0	0	64	317330
300-400%	Single-Family Attached	WV	Owner	1970s	0.221348	0.778652	0	0	0	54	265893
300-400%	Single-Family Attached	WV	Renter	1970s	0	1	0	0	0	10	51437.3
400%+	Single-Family Attached	WV	Not Available	1970s	0	0	1	1	2262.86	17	78331.1
400%+	Single-Family Attached	WV	Owner	1970s	0.172762	0.827238	0	1	2262.86	12	64420.5
400%+	Single-Family Attached	WV	Renter	1970s	0.213456	0.786544	0	0	0	19	111651
Not Available	Single-Family Attached	WV	Not Available	1970s	0.0503642	0.949636	0	3	9218.95	39	220979
Not Available	Single-Family Attached	WV	Owner	1970s	0	0	1	1	2262.86	24	135271
Not Available	Single-Family Attached	WV	Renter	1970s	0	0	1	2	6956.09	15	85708.1
0-100%	Single-Family Attached	WV	Not Available	1980s	0	0	1	1	2329.47	34	227960
0-100%	Single-Family Attached	WV	Owner	1980s	0.0595686	0.940431	0	0	0	21	153444
0-100%	Single-Family Attached	WV	Renter	1980s	0.128474	0.871526	0	1	2329.47	13	74516.2
100-150%	Single-Family Attached	WV	Not Available	1980s	0	0	1	0	0	40	224999
100-150%	Single-Family Attached	WV	Owner	1980s	0.173053	0.826947	0	0	0	30	160605
