Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=State	Dependency=Vintage ACS	Option=Central AC	Option=Ducted Heat Pump	Option=Evaporative or Swamp Cooler	Option=Non-Ducted Heat Pump	Option=None	Option=Room AC	source_count	source_weight	fallback_count	fallback_weight
Single-Family Attached	None	AL	1940-59	0.589407	0	0	0	0.197562	0.213031	0	0	15	153709
Single-Family Attached	Ducted Heat Pump	AL	1960-79	0	1	0	0	0	0	0	0	77	434126
Single-Family Attached	Ducted Heating	AL	1960-79	0.815788	0	0	0	0.132843	0.0513691	1	4043.15	13	28147.5
Single-Family Attached	Non-Ducted Heat Pump	AL	1960-79	0	0	0	1	0	0	0	0	10	72307.2
Single-Family Attached	Non-Ducted Heating	AL	1960-79	0.435367	0	0	0	0.0750263	0.489607	0	0	29	179709
Single-Family Attached	None	AL	1960-79	0.819646	0	0	0	0.0364022	0.143952	0	0	42	422547
Single-Family Attached	Ducted Heat Pump	AL	1980-99	0	1	0	0	0	0	1	3895.3	77	465022
Single-Family Attached	Ducted Heating	AL	1980-99	0.889614	0	0	0	0.110386	0	5	16132.1	24	55370.3
Single-Family Attached	Non-Ducted Heat Pump	AL	1980-99	0	0	0	1	0	0	0	0	13	102400
Single-Family Attached	Non-Ducted Heating	AL	1980-99	0.564527	0	0	0	0.0188254	0.416647	2	6659.83	26	136798
Single-Family Attached	None	AL	1980-99	0.870841	0	0	0	0.0441169	0.0850423	0	0	53	577082
Single-Family Attached	Ducted Heat Pump	AL	2000-09	0	1	0	0	0	0	1	2704.34	67	287282
Single-Family Attached	Ducted Heating	AL	2000-09	1	0	0	0	0	0	0	0	13	22581.2
Single-Family Attached	Non-Ducted Heat Pump	AL	2000-09	0	0	0	1	0	0	0	0	35	266159
Single-Family Attached	Non-Ducted Heating	AL	2000-09	0.706327	0	0	0	0	0.293673	0	0	14	64543.6
Single-Family Attached	None	AL	2000-09	0.882841	0	0	0	0.0913497	0.0258091	0	0	57	529245
Single-Family Attached	Ducted Heat Pump	AL	2010s	0	1	0	0	0	0	0	0	29	159752
Single-Family Attached	Ducted Heating	AL	2010s	1	0	0	0	0	0	0	0	11	20547.4
Single-Family Attached	Non-Ducted Heat Pump	AL	2010s	0	0	0	1	0	0	0	0	35	266159
Single-Family Attached	Non-Ducted Heating	AL	2010s	0.698828	0	0	0	0.225501	0.0756708	1	3161.78	11	59826.6
Single-Family Attached	None	AL	2010s	0.882841	0	0	0	0.0913497	0.0258091	0	0	57	529245
Single-Family Attached	Ducted Heat Pump	AL	<1940	0	1	0	0	0	0	0	0	23	74806.4
Single-Family Attached	Ducted Heating	AL	<1940	0.853203	0	0	0	0.0403707	0.106427	0	0	84	280500
Single-Family Attached	Non-Ducted Heat Pump	AL	<1940	0	0	0	1	0	0	0	0	35	266159
Single-Family Attached	Non-Ducted Heating	AL	<1940	0.210265	0	0	0	0.12816	0.661576	0	0	29	101328
Single-Family Attached	None	AL	<1940	0.589407	0	0	0	0.197562	0.213031	0	0	15	153709
Single-Family Detached	Ducted Heat Pump	AL	1940-59	0	1	0	0	0	0	11	74252.1	11	74252.1
Single-Family Detached	Ducted Heating	AL	1940-59	0.95987	0	0	0	0.0199441	0.0201857	21	100037	21	100037
Single-Family Detached	Non-Ducted Heat Pump	AL	1940-59	0	0	0	1	0	0	0	0	35	266159
Single-Family Detached	Non-Ducted Heating	AL	1940-59	0.182082	0	0	0	0.156715	0.661204	8	21795.1	35	83851.5
Single-Family Detached	None	AL	1940-59	0.589407	0	0	0	0.197562	0.213031	0	0	15	153709
Single-Family Detached	Ducted Heat Pump	AL	1960-79	0	1	0	0	0	0	13	109717	13	109717
Single-Family Detached	Ducted Heating	AL	1960-79	0.947225	0	0	0	0	0.0527746	21	172685	21	172685
Single-Family Detached	Non-Ducted Heat Pump	AL	1960-79	0	0	0	1	0	0	0	0	10	72307.2
Single-Family Detached	Non-Ducted Heating	AL	1960-79	0.42239	0	0	0	0.0926107	0.484999	10	82978.1	10	82978.1
Single-Family Detached	None	AL	1960-79	0.819646	0	0	0	0.0364022	0.143952	0	0	42	422547
Single-Family Detached	Ducted Heat Pump	AL	1980-99	0	1	0	0	0	0	19	169394	19	169394
Single-Family Detached	Ducted Heating	AL	1980-99	0.841705	0	0	0	0	0.158295	14	117213	14	117213
Single-Family Detached	Non-Ducted Heat Pump	AL	1980-99	0	0	0	1	0	0	0	0	13	102400
Single-Family Detached	Non-Ducted Heating	AL	1980-99	0.569227	0	0	0	0	0.430773	3	24551.7	21	123969
Single-Family Detached	None	AL	1980-99	0.870841	0	0	0	0.0441169	0.0850423	0	0	53	577082
Single-Family Detached	Ducted Heat Pump	AL	2000-09	0	1	0	0	0	0	13	73299.6	13	73299.6
Single-Family Detached	Ducted Heating	AL	2000-09	1	0	0	0	0	0	13	72810.2	13	72810.2
Single-Family Detached	Non-Ducted Heat Pump	AL	2000-09	0	0	0	1	0	0	0	0	35	266159
Single-Family Detached	Non-Ducted Heating	AL	2000-09	0.706327	0	0	0	0	0.293673	3	18237.1	14	64543.6
Single-Family Detached	None	AL	2000-09	0.882841	0	0	0	0.0913497	0.0258091	0	0	57	529245
Single-Family Detached	Ducted Heat Pump	AL	2010s	0	1	0	0	0	0	9	68792.5	26	154216
Single-Family Detached	Ducted Heating	AL	2010s	0.9222	0	0	0	0.0349194	0.0428803	9	71259.5	42	227623
Single-Family Detached	Non-Ducted Heat Pump	AL	2010s	0	0	0	1	0	0	0	0	35	266159
Single-Family Detached	Non-Ducted Heating	AL	2010s	0.698828	0	0	0	0.225501	0.0756708	0	0	11	59826.6
Single-Family Detached	None	AL	2010s	0.882841	0	0	0	0.0913497	0.0258091	0	0	57	529245
Single-Family Detached	Ducted Heat Pump	AL	<1940	0	1	0	0	0	0	4	18320.1	21	71593.2
Single-Family Detached	Ducted Heating	AL	<1940	0.859395	0	0	0	0.0698792	0.0707259	14	73783.1	14	73783.1
Single-Family Detached	Non-Ducted Heat Pump	AL	<1940	0	0	0	1	0	0	0	0	35	266159
Single-Family Detached	Non-Ducted Heating	AL	<1940	0.210265	0	0	0	0.12816	0.661576	7	36289.7	29	101328
Single-Family Detached	None	AL	<1940	0.589407	0	0	0	0.197562	0.213031	0	0	15	153709
Mobile Home	Ducted Heat Pump	AR	1940-59	0	1	0	0	0	0	0	0	23	101847
Mobile Home	Ducted Heating	AR	1940-59	0.865751	0	0	0	0.0037307	0.130518	0	0	160	822482
Mobile Home	Non-Ducted Heat Pump	AR	1940-59	0	0	0	1	0	0	0	0	35	266159
Mobile Home	Non-Ducted Heating	AR	1940-59	0.0608238	0	0	0	0.048853	0.890323	0	0	50	303979
Mobile Home	None	AR	1940-59	0.589407	0	0	0	0.197562	0.213031	0	0	15	153709
Mobile Home	Ducted Heat Pump	AR	1960-79	0	1	0	0	0	0	0	0	48	303187
Mobile Home	Ducted Heating	AR	1960-79	0.879556	0	0	0	0.0537882	0.0666554	2	9311.02	272	1.96568e+06
Mobile Home	Non-Ducted Heat Pump	AR	1960-79	0	0	0	1	0	0	0	0	10	72307.2
Mobile Home	Non-Ducted Heating	AR	1960-79	0.399522	0	0	0	0.0115208	0.588957	4	18517	53	373304
Mobile Home	None	AR	1960-79	0.480227	0	0	0	0.131149	0.388625	0	0	14	117284
Mobile Home	Ducted Heat Pump	AR	1980-99	0	1	0	0	0	0	2	9938.89	13	119398
Mobile Home	Ducted Heating	AR	1980-99	0.68053	0	0	0	0.0720014	0.247469	7	34071.8	28	232431
Mobile Home	Non-Ducted Heat Pump	AR	1980-99	0	0	0	1	0	0	0	0	13	102400
Mobile Home	Non-Ducted Heating	AR	1980-99	0.312228	0	0	0	0	0.687772	2	10015.9	20	181819
Mobile Home	None	AR	1980-99	0.870841	0	0	0	0.0441169	0.0850423	1	5000.56	53	577082
Mobile Home	Ducted Heat Pump	AR	2000-09	0	1	0	0	0	0	1	6982.99	58	353933
Mobile Home	Ducted Heating	AR	2000-09	0.94293	0	0	0	0.0570704	0	2	11498.6	16	126208
Mobile Home	Non-Ducted Heat Pump	AR	2000-09	0	0	0	1	0	0	0	0	35	266159
Mobile Home	Non-Ducted Heating	AR	2000-09	0.557627	0	0	0	0	0.442373	1	5602.12	20	128916
Mobile Home	None	AR	2000-09	0.508602	0	0	0	0.353992	0.137406	0	0	11	95724.5
Mobile Home	Ducted Heat Pump	AR	2010s	0	1	0	0	0	0	1	6788.86	41	303052
Mobile Home	Ducted Heating	AR	2010s	0.946195	0	0	0	0.0538052	0	1	4575.77	12	105259
Mobile Home	Non-Ducted Heat Pump	AR	2010s	0	0	0	1	0	0	0	0	35	266159
Mobile Home	Non-Ducted Heating	AR	2010s	0.889773	0	0	0	0.0615117	0.0487153	0	0	11	70253
Mobile Home	None	AR	2010s	0.508602	0	0	0	0.353992	0.137406	0	0	11	95724.5
Mobile Home	Ducted Heat Pump	AR	<1940	0	1	0	0	0	0	0	0	13	64006.1
Mobile Home	Ducted Heating	AR	<1940	0.833219	0	0	0	0.0179018	0.148879	0	0	82	432509
Mobile Home	Non-Ducted Heat Pump	AR	<1940	0	0	0	1	0	0	0	0	35	266159
Mobile Home	Non-Ducted Heating	AR	<1940	0.0855166	0	0	0	0.059554	0.854929	0	0	25	159518
Mobile Home	None	AR	<1940	0.589407	0	0	0	0.197562	0.213031	0	0	15	153709
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AR	1940-59	0	1	0	0	0	0	0	0	31	174958
Multi-Family with 2 - 4 Units	Ducted Heating	AR	1940-59	0.813157	0	0	0	0.076557	0.110286	1	6522.82	50	308552
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AR	1940-59	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AR	1940-59	0.283731	0	0	0	0.0653318	0.650937	0	0	49	262359
Multi-Family with 2 - 4 Units	None	AR	1940-59	0.849495	0	0	0	0.085747	0.0647577	0	0	102	1.39304e+06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AR	1960-79	0	1	0	0	0	0	0	0	16	208392
Multi-Family with 2 - 4 Units	Ducted Heating	AR	1960-79	1	0	0	0	0	0	3	15686.9	11	96206.9
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AR	1960-79	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AR	1960-79	0.721141	0	0	0	0.278859	0	0	0	15	169402
Multi-Family with 2 - 4 Units	None	AR	1960-79	0.693856	0	0	0	0.182979	0.123164	0	0	26	412662
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AR	1980-99	0	1	0	0	0	0	0	0	12	124927
Multi-Family with 2 - 4 Units	Ducted Heating	AR	1980-99	0.69523	0	0	0	0.21916	0.0856107	0	0	13	133939
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AR	1980-99	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AR	1980-99	0.606407	0	0	0	0.146464	0.247129	0	0	26	321273
Multi-Family with 2 - 4 Units	None	AR	1980-99	0.949851	0	0	0	0.0318391	0.0183102	1	6060.71	34	498940
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AR	2000-09	0	1	0	0	0	0	1	3618.97	22	258702
Multi-Family with 2 - 4 Units	Ducted Heating	AR	2000-09	0.884969	0	0	0	0.0575153	0.0575153	1	2960.26	27	293571
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AR	2000-09	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AR	2000-09	0.817058	0	0	0	0.0504412	0.132501	0	0	21	257501
Multi-Family with 2 - 4 Units	None	AR	2000-09	0.890226	0	0	0	0.0695433	0.0402311	0	0	36	416214
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AR	2010s	0	1	0	0	0	0	0	0	14	169970
Multi-Family with 2 - 4 Units	Ducted Heating	AR	2010s	0.953145	0	0	0	0.0468546	0	1	3598.3	18	239378
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AR	2010s	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AR	2010s	1	0	0	0	0	0	0	0	12	144688
Multi-Family with 2 - 4 Units	None	AR	2010s	0.890226	0	0	0	0.0695433	0.0402311	0	0	36	416214
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AR	<1940	0	1	0	0	0	0	0	0	31	174958
Multi-Family with 2 - 4 Units	Ducted Heating	AR	<1940	0.813157	0	0	0	0.076557	0.110286	0	0	50	308552
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AR	<1940	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AR	<1940	0.283731	0	0	0	0.0653318	0.650937	0	0	49	262359
Multi-Family with 2 - 4 Units	None	AR	<1940	0.849495	0	0	0	0.085747	0.0647577	0	0	102	1.39304e+06
Multi-Family with 5+ Units	Ducted Heat Pump	AR	1940-59	0	1	0	0	0	0	1	9156.15	31	174958
Multi-Family with 5+ Units	Ducted Heating	AR	1940-59	0.813157	0	0	0	0.076557	0.110286	0	0	50	308552
Multi-Family with 5+ Units	Non-Ducted Heat Pump	AR	1940-59	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 5+ Units	Non-Ducted Heating	AR	1940-59	0.283731	0	0	0	0.0653318	0.650937	0	0	49	262359
Multi-Family with 5+ Units	None	AR	1940-59	0.849495	0	0	0	0.085747	0.0647577	0	0	102	1.39304e+06
Multi-Family with 5+ Units	Ducted Heat Pump	AR	1960-79	0	1	0	0	0	0	2	13557.2	12	165102
Multi-Family with 5+ Units	Ducted Heating	AR	1960-79	0.879012	0	0	0	0.0757764	0.0452116	1	6259.59	15	210632
Multi-Family with 5+ Units	Non-Ducted Heat Pump	AR	1960-79	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 5+ Units	Non-Ducted Heating	AR	1960-79	0.66661	0	0	0	0.33339	0	2	14965	12	141693
Multi-Family with 5+ Units	None	AR	1960-79	0.693856	0	0	0	0.182979	0.123164	0	0	26	412662
Multi-Family with 5+ Units	Ducted Heat Pump	AR	1980-99	0	1	0	0	0	0	1	8591.6	18	273355
Multi-Family with 5+ Units	Ducted Heating	AR	1980-99	0.926163	0	0	0	0.073837	0	3	23559.1	19	235892
Multi-Family with 5+ Units	Non-Ducted Heat Pump	AR	1980-99	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 5+ Units	Non-Ducted Heating	AR	1980-99	0.591792	0	0	0	0.151362	0.256846	0	0	17	238152
Multi-Family with 5+ Units	None	AR	1980-99	0.949851	0	0	0	0.0318391	0.0183102	1	8937.95	34	498940
Multi-Family with 5+ Units	Ducted Heat Pump	AR	2000-09	0	1	0	0	0	0	0	0	22	258702
Multi-Family with 5+ Units	Ducted Heating	AR	2000-09	0.846914	0	0	0	0.076543	0.076543	1	8589.29	18	220593
Multi-Family with 5+ Units	Non-Ducted Heat Pump	AR	2000-09	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 5+ Units	Non-Ducted Heating	AR	2000-09	0.817058	0	0	0	0.0504412	0.132501	1	8629.66	21	257501
Multi-Family with 5+ Units	None	AR	2000-09	0.890226	0	0	0	0.0695433	0.0402311	0	0	36	416214
Multi-Family with 5+ Units	Ducted Heat Pump	AR	2010s	0	1	0	0	0	0	1	7155.68	12	152546
Multi-Family with 5+ Units	Ducted Heating	AR	2010s	0.950316	0	0	0	0.0496843	0	0	0	16	225744
Multi-Family with 5+ Units	Non-Ducted Heat Pump	AR	2010s	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 5+ Units	Non-Ducted Heating	AR	2010s	1	0	0	0	0	0	0	0	11	139254
Multi-Family with 5+ Units	None	AR	2010s	0.890226	0	0	0	0.0695433	0.0402311	0	0	36	416214
Multi-Family with 5+ Units	Ducted Heat Pump	AR	<1940	0	1	0	0	0	0	0	0	31	174958
Multi-Family with 5+ Units	Ducted Heating	AR	<1940	0.813157	0	0	0	0.076557	0.110286	0	0	50	308552
Multi-Family with 5+ Units	Non-Ducted Heat Pump	AR	<1940	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 5+ Units	Non-Ducted Heating	AR	<1940	0.283731	0	0	0	0.0653318	0.650937	0	0	49	262359
Multi-Family with 5+ Units	None	AR	<1940	0.849495	0	0	0	0.085747	0.0647577	0	0	102	1.39304e+06
Single-Family Attached	Ducted Heat Pump	AR	1940-59	0	1	0	0	0	0	0	0	22	90026.1
Single-Family Attached	Ducted Heating	AR	1940-59	0.733076	0	0	0	0	0.266924	1	2879.62	17	42911
Single-Family Attached	Non-Ducted Heat Pump	AR	1940-59	0	0	0	1	0	0	0	0	35	266159
Single-Family Attached	Non-Ducted Heating	AR	1940-59	0.0608238	0	0	0	0.048853	0.890323	0	0	50	303979
Single-Family Attached	None	AR	1940-59	0.589407	0	0	0	0.197562	0.213031	0	0	15	153709
Single-Family Attached	Ducted Heat Pump	AR	1960-79	0	1	0	0	0	0	1	2054.03	47	297475
Single-Family Attached	Ducted Heating	AR	1960-79	0.802588	0	0	0	0.131214	0.0661976	1	2794.92	15	60029.8
Single-Family Attached	Non-Ducted Heat Pump	AR	1960-79	0	0	0	1	0	0	0	0	10	72307.2
Single-Family Attached	Non-Ducted Heating	AR	1960-79	0.435097	0	0	0	0.0135067	0.551396	1	2905.41	44	318418
Single-Family Attached	None	AR	1960-79	0.560123	0	0	0	0.0577313	0.382145	0	0	12	100554
Single-Family Attached	Ducted Heat Pump	AR	1980-99	0	1	0	0	0	0	0	0	71	547082
Single-Family Attached	Ducted Heating	AR	1980-99	0.946544	0	0	0	0	0.0534561	2	3241.3	15	53632.8
Single-Family Attached	Non-Ducted Heat Pump	AR	1980-99	0	0	0	1	0	0	0	0	13	102400
Single-Family Attached	Non-Ducted Heating	AR	1980-99	0.498193	0	0	0	0.0751947	0.426613	3	6230.08	43	303270
Single-Family Attached	None	AR	1980-99	0.870841	0	0	0	0.0441169	0.0850423	0	0	53	577082
Single-Family Attached	Ducted Heat Pump	AR	2000-09	0	1	0	0	0	0	0	0	53	318528
Single-Family Attached	Ducted Heating	AR	2000-09	1	0	0	0	0	0	4	9454.62	14	45444.2
Single-Family Attached	Non-Ducted Heat Pump	AR	2000-09	0	0	0	1	0	0	0	0	35	266159
Single-Family Attached	Non-Ducted Heating	AR	2000-09	0.742488	0	0	0	0	0.257512	0	0	14	88345.7
Single-Family Attached	None	AR	2000-09	0.508602	0	0	0	0.353992	0.137406	0	0	11	95724.5
Single-Family Attached	Ducted Heat Pump	AR	2010s	0	1	0	0	0	0	1	2713.18	34	234991
Single-Family Attached	Ducted Heating	AR	2010s	0.970382	0	0	0	0.0222934	0.00732425	1	2636.63	139	950804
Single-Family Attached	Non-Ducted Heat Pump	AR	2010s	0	0	0	1	0	0	0	0	35	266159
Single-Family Attached	Non-Ducted Heating	AR	2010s	0.86354	0	0	0	0.0761509	0.0603091	0	0	10	56747.6
Single-Family Attached	None	AR	2010s	0.508602	0	0	0	0.353992	0.137406	0	0	11	95724.5
Single-Family Attached	Ducted Heat Pump	AR	<1940	0	1	0	0	0	0	0	0	13	64006.1
Single-Family Attached	Ducted Heating	AR	<1940	0.831228	0	0	0	0.0181156	0.150657	0	0	81	427426
Single-Family Attached	Non-Ducted Heat Pump	AR	<1940	0	0	0	1	0	0	0	0	35	266159
Single-Family Attached	Non-Ducted Heating	AR	<1940	0.0855166	0	0	0	0.059554	0.854929	0	0	25	159518
Single-Family Attached	None	AR	<1940	0.589407	0	0	0	0.197562	0.213031	0	0	15	153709
Single-Family Detached	Ducted Heat Pump	AR	1940-59	0	1	0	0	0	0	7	21908.3	21	89223.8
Single-Family Detached	Ducted Heating	AR	1940-59	0.639845	0	0	0	0.0615085	0.298646	21	48523.6	21	48523.6
Single-Family Detached	Non-Ducted Heat Pump	AR	1940-59	0	0	0	1	0	0	0	0	35	266159
Single-Family Detached	Non-Ducted Heating	AR	1940-59	0.0608238	0	0	0	0.048853	0.890323	8	18633.7	50	303979
Single-Family Detached	None	AR	1940-59	0.589407	0	0	0	0.197562	0.213031	0	0	15	153709
Single-Family Detached	Ducted Heat Pump	AR	1960-79	0	1	0	0	0	0	10	40243.6	10	40243.6
Single-Family Detached	Ducted Heating	AR	1960-79	0.882958	0	0	0	0.071654	0.0453883	45	187454	45	187454
Single-Family Detached	Non-Ducted Heat Pump	AR	1960-79	0	0	0	1	0	0	2	8082.64	10	72307.2
Single-Family Detached	Non-Ducted Heating	AR	1960-79	0.444053	0	0	0	0	0.555947	8	39564.1	41	305454
Single-Family Detached	None	AR	1960-79	0.608132	0	0	0	0.0626795	0.329188	0	0	10	92616.3
Single-Family Detached	Ducted Heat Pump	AR	1980-99	0	1	0	0	0	0	7	26522.4	65	527593
Single-Family Detached	Ducted Heating	AR	1980-99	0.913558	0	0	0	0.0250872	0.0613544	37	147504	37	147504
Single-Family Detached	Non-Ducted Heat Pump	AR	1980-99	0	0	0	1	0	0	0	0	13	102400
Single-Family Detached	Non-Ducted Heating	AR	1980-99	0.391936	0	0	0	0.104027	0.504038	10	41914.4	10	41914.4
Single-Family Detached	None	AR	1980-99	0.870841	0	0	0	0.0441169	0.0850423	0	0	53	577082
Single-Family Detached	Ducted Heat Pump	AR	2000-09	0	1	0	0	0	0	10	34413.5	10	34413.5
Single-Family Detached	Ducted Heating	AR	2000-09	0.901841	0	0	0	0.0403661	0.0577932	20	69367.5	20	69367.5
Single-Family Detached	Non-Ducted Heat Pump	AR	2000-09	0	0	0	1	0	0	0	0	35	266159
Single-Family Detached	Non-Ducted Heating	AR	2000-09	0.742488	0	0	0	0	0.257512	2	7234.96	14	88345.7
Single-Family Detached	None	AR	2000-09	0.508602	0	0	0	0.353992	0.137406	0	0	11	95724.5
Single-Family Detached	Ducted Heat Pump	AR	2010s	0	1	0	0	0	0	4	13263.7	30	223690
Single-Family Detached	Ducted Heating	AR	2010s	0.830125	0	0	0	0	0.169875	12	40607.1	12	40607.1
Single-Family Detached	Non-Ducted Heat Pump	AR	2010s	0	0	0	1	0	0	0	0	35	266159
Single-Family Detached	Non-Ducted Heating	AR	2010s	0.86354	0	0	0	0.0761509	0.0603091	3	11003.7	10	56747.6
Single-Family Detached	None	AR	2010s	0.508602	0	0	0	0.353992	0.137406	1	2897.38	11	95724.5
Single-Family Detached	Ducted Heat Pump	AR	<1940	0	1	0	0	0	0	3	9765.17	12	61932.8
Single-Family Detached	Ducted Heating	AR	<1940	0.699744	0	0	0	0.160248	0.140008	15	48131.2	15	48131.2
Single-Family Detached	Non-Ducted Heat Pump	AR	<1940	0	0	0	1	0	0	0	0	35	266159
Single-Family Detached	Non-Ducted Heating	AR	<1940	0.0855166	0	0	0	0.059554	0.854929	6	21534.1	25	159518
Single-Family Detached	None	AR	<1940	0.589407	0	0	0	0.197562	0.213031	0	0	15	153709
Mobile Home	Ducted Heat Pump	AZ	1940-59	0	1	0	0	0	0	0	0	21	155899
Mobile Home	Ducted Heating	AZ	1940-59	0.886236	0	0	0	0.046158	0.0676065	0	0	36	144232
Mobile Home	Non-Ducted Heat Pump	AZ	1940-59	0	0	0	1	0	0	0	0	17	123868
Mobile Home	Non-Ducted Heating	AZ	1940-59	0.128471	0	0	0	0.296318	0.575211	1	8835.86	18	70253.8
Mobile Home	None	AZ	1940-59	0.0802227	0	0	0	0.683634	0.236143	0	0	53	290807
Mobile Home	Ducted Heat Pump	AZ	1960-79	0	1	0	0	0	0	0	0	24	101983
Mobile Home	Ducted Heating	AZ	1960-79	0.919374	0	0	0	0.0806255	0	5	32043.7	11	60351.9
Mobile Home	Non-Ducted Heat Pump	AZ	1960-79	0	0	0	1	0	0	0	0	10	56246.4
Mobile Home	Non-Ducted Heating	AZ	1960-79	0.203609	0	0	0	0.302815	0.493576	2	13737.7	20	92721.5
Mobile Home	None	AZ	1960-79	0.280618	0	0	0	0.469829	0.249553	3	18381.1	93	360065
Mobile Home	Ducted Heat Pump	AZ	1980-99	0	1	0	0	0	0	3	19161.3	53	276512
Mobile Home	Ducted Heating	AZ	1980-99	0.743352	0	0	0	0	0.256648	10	68211.8	10	68211.8
Mobile Home	Non-Ducted Heat Pump	AZ	1980-99	0	0	0	1	0	0	2	13270.2	41	254095
Mobile Home	Non-Ducted Heating	AZ	1980-99	0.405068	0	0	0	0.248573	0.346359	1	5680.96	34	175125
Mobile Home	None	AZ	1980-99	0.315065	0	0	0	0.431939	0.252996	2	12604.3	86	266121
Mobile Home	Ducted Heat Pump	AZ	2000-09	0	1	0	0	0	0	1	5506.81	20	85819.3
Mobile Home	Ducted Heating	AZ	2000-09	0.954739	0	0	0	0.0350876	0.0101734	4	20519.9	138	597726
Mobile Home	Non-Ducted Heat Pump	AZ	2000-09	0	0	0	1	0	0	0	0	41	254095
Mobile Home	Non-Ducted Heating	AZ	2000-09	0.696324	0	0	0	0.303676	0	0	0	16	65970.5
Mobile Home	None	AZ	2000-09	1	0	0	0	0	0	0	0	10	50202
Mobile Home	Ducted Heat Pump	AZ	2010s	0	1	0	0	0	0	1	6677.7	13	55779.4
Mobile Home	Ducted Heating	AZ	2010s	0.9908	0	0	0	0.0092	0	3	15491.9	76	293283
Mobile Home	Non-Ducted Heat Pump	AZ	2010s	0	0	0	1	0	0	0	0	41	254095
Mobile Home	Non-Ducted Heating	AZ	2010s	0.660833	0	0	0	0.339167	0	0	0	20	81698.2
Mobile Home	None	AZ	2010s	1	0	0	0	0	0	0	0	13	65533.7
Mobile Home	Ducted Heat Pump	AZ	<1940	0	1	0	0	0	0	0	0	21	155899
Mobile Home	Ducted Heating	AZ	<1940	1	0	0	0	0	0	0	0	12	43296.9
Mobile Home	Non-Ducted Heat Pump	AZ	<1940	0	0	0	1	0	0	0	0	17	123868
Mobile Home	Non-Ducted Heating	AZ	<1940	0.142647	0	0	0	0.321625	0.535728	0	0	18	95343.3
Mobile Home	None	AZ	<1940	0.0802227	0	0	0	0.683634	0.236143	0	0	53	290807
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AZ	1940-59	0	1	0	0	0	0	0	0	52	484136
Multi-Family with 2 - 4 Units	Ducted Heating	AZ	1940-59	0.285055	0	0	0	0.264458	0.450487	0	0	27	339330
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AZ	1940-59	0	0	0	1	0	0	0	0	5	34138.9
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AZ	1940-59	0	0	0	0	0.52517	0.47483	0	0	62	682729
Multi-Family with 2 - 4 Units	None	AZ	1940-59	0.195983	0	0	0	0.406398	0.397619	1	9536.69	20	205986
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AZ	1960-79	0	1	0	0	0	0	2	17097.1	11	82212.5
Multi-Family with 2 - 4 Units	Ducted Heating	AZ	1960-79	0.721528	0	0	0	0.210863	0.0676081	2	17627.4	18	139319
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AZ	1960-79	0	0	0	1	0	0	0	0	9	91399.8
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AZ	1960-79	0.130801	0	0	0	0.384166	0.485034	0	0	107	966931
Multi-Family with 2 - 4 Units	None	AZ	1960-79	0.153227	0	0	0	0.315039	0.531733	2	16724.4	63	450133
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AZ	1980-99	0	1	0	0	0	0	2	18510.3	14	135196
Multi-Family with 2 - 4 Units	Ducted Heating	AZ	1980-99	0.916783	0	0	0	0.0444439	0.0387735	3	32866.5	23	195111
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AZ	1980-99	0	0	0	1	0	0	0	0	9	91680
