Dependency=Electric Vehicle Charger	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=No	Option=Yes	Option=Void	source_count	source_weight	fallback_count	fallback_weight
None	150-200%	Mobile Home	Owner	1960-79	0.372269	0.627731	0	1.97432	8947.04	1.97432	8947.04
None	150-200%	Mobile Home	Owner	1980-99	0.371662	0.628338	0	3.40806	17127.1	3.40806	17127.1
None	150-200%	Mobile Home	Owner	2000-09	0.444913	0.555087	0	1.2457	5131.92	1.2457	5131.92
None	150-200%	Mobile Home	Owner	2010s	0.296181	0.703819	0	0.705116	3330.02	0.705116	3330.02
None	150-200%	Mobile Home	Owner	<1940	0.519161	0.480839	0	0.0783462	358.587	0.0783462	358.587
None	150-200%	Mobile Home	Renter	1940-59	0.852349	0.147651	0	0.0167983	58.6791	0.0167983	58.6791
None	150-200%	Mobile Home	Renter	1960-79	0.771981	0.228019	0	0.136554	520.984	0.136554	520.984
None	150-200%	Mobile Home	Renter	1980-99	0.771524	0.228476	0	0.235718	997.306	0.235718	997.306
None	150-200%	Mobile Home	Renter	2000-09	0.820654	0.179346	0	0.0861589	298.831	0.0861589	298.831
None	150-200%	Mobile Home	Renter	2010s	0.706092	0.293908	0	0.0487692	193.906	0.0487692	193.906
None	150-200%	Mobile Home	Renter	<1940	0.860411	0.139589	0	0.0054188	20.8804	0.0054188	20.8804
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	2.63756	8103.32	2.63756	8103.32
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	2.42054	15291.3	2.42054	15291.3
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	2.08667	13663.7	2.08667	13663.7
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	0.751203	4126.09	0.751203	4126.09
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.517495	2470.23	0.517495	2470.23
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	2.01155	9674.75	2.01155	9674.75
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.677638	0.322362	0	0.0201782	54.1721	0.0201782	54.1721
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.702385	0.297615	0	0.0185179	102.225	0.0185179	102.225
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.717753	0.282247	0	0.0159637	91.3444	0.0159637	91.3444
None	150-200%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.644648	0.355352	0	0.00574695	27.5836	0.00574695	27.5836
None	150-200%	Multi-Family with 2 - 4 Units	Owner	2010s	0.65476	0.34524	0	0.00395901	16.5139	0.00395901	16.5139
None	150-200%	Multi-Family with 2 - 4 Units	Owner	<1940	0.656736	0.343264	0	0.0153891	64.6773	0.0153891	64.6773
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.773474	0.226526	0	2.19529	6832.39	2.19529	6832.39
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.79311	0.20689	0	2.01467	12893	2.01467	12893
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.805093	0.194907	0	1.73678	11520.7	1.73678	11520.7
None	150-200%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.746625	0.253375	0	0.625241	3478.95	0.625241	3478.95
None	150-200%	Multi-Family with 2 - 4 Units	Renter	2010s	0.754937	0.245063	0	0.430722	2082.8	0.430722	2082.8
None	150-200%	Multi-Family with 2 - 4 Units	Renter	<1940	0.756554	0.243446	0	1.67426	8157.35	1.67426	8157.35
None	150-200%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	2.69099	8926.49	2.69099	8926.49
None	150-200%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	4.13149	27019.7	4.13149	27019.7
None	150-200%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	3.75144	26098.6	3.75144	26098.6
None	150-200%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	2.12704	13156.4	2.12704	13156.4
None	150-200%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	2.1393	11673.9	2.1393	11673.9
None	150-200%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	1.86346	9376.75	1.86346	9376.75
None	150-200%	Multi-Family with 5+ Units	Owner	1940-59	0.715633	0.284367	0	0.0165379	61.4451	0.0165379	61.4451
None	150-200%	Multi-Family with 5+ Units	Owner	1960-79	0.719833	0.280167	0	0.0253908	185.989	0.0253908	185.989
None	150-200%	Multi-Family with 5+ Units	Owner	1980-99	0.721251	0.278749	0	0.0230552	179.649	0.0230552	179.649
None	150-200%	Multi-Family with 5+ Units	Owner	2000-09	0.719255	0.280745	0	0.0130721	90.5613	0.0130721	90.5613
None	150-200%	Multi-Family with 5+ Units	Owner	2010s	0.751455	0.248545	0	0.0131475	80.3568	0.0131475	80.3568
None	150-200%	Multi-Family with 5+ Units	Owner	<1940	0.707775	0.292225	0	0.0114522	64.5445	0.0114522	64.5445
None	150-200%	Multi-Family with 5+ Units	Renter	1940-59	0.875324	0.124676	0	2.28493	7506.73	2.28493	7506.73
None	150-200%	Multi-Family with 5+ Units	Renter	1960-79	0.877569	0.122431	0	3.50807	22722.2	3.50807	22722.2
None	150-200%	Multi-Family with 5+ Units	Renter	1980-99	0.878324	0.121676	0	3.18537	21947.7	3.18537	21947.7
None	150-200%	Multi-Family with 5+ Units	Renter	2000-09	0.87726	0.12274	0	1.80608	11063.8	1.80608	11063.8
None	150-200%	Multi-Family with 5+ Units	Renter	2010s	0.894009	0.105991	0	1.81649	9817.17	1.81649	9817.17
None	150-200%	Multi-Family with 5+ Units	Renter	<1940	0.871084	0.128916	0	1.58228	7885.38	1.58228	7885.38
None	150-200%	Single-Family Attached	Not Available	1940-59	0	0	1	1.29478	1889.38	1.29478	1889.38
None	150-200%	Single-Family Attached	Not Available	1960-79	0	0	1	1.54594	4098.22	1.54594	4098.22
None	150-200%	Single-Family Attached	Not Available	1980-99	0	0	1	2.36871	6156	2.36871	6156
None	150-200%	Single-Family Attached	Not Available	2000-09	0	0	1	1.41603	3365.29	1.41603	3365.29
None	150-200%	Single-Family Attached	Not Available	2010s	0	0	1	0.83576	1679.22	0.83576	1679.22
None	150-200%	Single-Family Attached	Not Available	<1940	0	0	1	0.931028	2167.33	0.931028	2167.33
None	150-200%	Single-Family Attached	Owner	1940-59	0.600564	0.399436	0	0.342144	465.955	0.342144	465.955
None	150-200%	Single-Family Attached	Owner	1960-79	0.480765	0.519235	0	0.408513	1010.69	0.408513	1010.69
None	150-200%	Single-Family Attached	Owner	1980-99	0.383944	0.616056	0	0.625929	1518.18	0.625929	1518.18
None	150-200%	Single-Family Attached	Owner	2000-09	0.257966	0.742034	0	0.374184	829.938	0.374184	829.938
None	150-200%	Single-Family Attached	Owner	2010s	0.15441	0.84559	0	0.220849	414.125	0.220849	414.125
None	150-200%	Single-Family Attached	Owner	<1940	0.646666	0.353334	0	0.246023	534.501	0.246023	534.501
None	150-200%	Single-Family Attached	Renter	1940-59	0.794578	0.205422	0	0.304963	478.781	0.304963	478.781
None	150-200%	Single-Family Attached	Renter	1960-79	0.704319	0.295681	0	0.36412	1038.51	0.36412	1038.51
None	150-200%	Single-Family Attached	Renter	1980-99	0.615878	0.384122	0	0.557909	1559.97	0.557909	1559.97
None	150-200%	Single-Family Attached	Renter	2000-09	0.47212	0.52788	0	0.333522	852.783	0.333522	852.783
None	150-200%	Single-Family Attached	Renter	2010s	0.319626	0.680374	0	0.196849	425.524	0.196849	425.524
None	150-200%	Single-Family Attached	Renter	<1940	0.824819	0.175181	0	0.219288	549.213	0.219288	549.213
None	150-200%	Single-Family Detached	Not Available	1940-59	0	0	1	11.4335	33148.5	11.4335	33148.5
None	150-200%	Single-Family Detached	Not Available	1960-79	0	0	1	10.7033	45413.3	10.7033	45413.3
None	150-200%	Single-Family Detached	Not Available	1980-99	0	0	1	10.4646	46770.7	10.4646	46770.7
None	150-200%	Single-Family Detached	Not Available	2000-09	0	0	1	6.21348	24062	6.21348	24062
None	150-200%	Single-Family Detached	Not Available	2010s	0	0	1	3.62979	13316.6	3.62979	13316.6
None	150-200%	Single-Family Detached	Not Available	<1940	0	0	1	6.70494	23682.5	6.70494	23682.5
None	150-200%	Single-Family Detached	Owner	1940-59	0.42864	0.57136	0	8.16603	23747.1	8.16603	23747.1
None	150-200%	Single-Family Detached	Owner	1960-79	0.315153	0.684847	0	7.64453	32533.3	7.64453	32533.3
None	150-200%	Single-Family Detached	Owner	1980-99	0.231134	0.768866	0	7.47403	33505.8	7.47403	33505.8
None	150-200%	Single-Family Detached	Owner	2000-09	0.195226	0.804774	0	4.43779	17237.6	4.43779	17237.6
None	150-200%	Single-Family Detached	Owner	2010s	0.163006	0.836994	0	2.59247	9539.8	2.59247	9539.8
None	150-200%	Single-Family Detached	Owner	<1940	0.450711	0.549289	0	4.7888	16965.8	4.7888	16965.8
None	150-200%	Single-Family Detached	Renter	1940-59	0.625359	0.374641	0	0.27426	782.125	0.27426	782.125
None	150-200%	Single-Family Detached	Renter	1960-79	0.505905	0.494095	0	0.256745	1071.51	0.256745	1071.51
None	150-200%	Single-Family Detached	Renter	1980-99	0.400793	0.599207	0	0.251019	1103.53	0.251019	1103.53
None	150-200%	Single-Family Detached	Renter	2000-09	0.350544	0.649456	0	0.149045	567.733	0.149045	567.733
None	150-200%	Single-Family Detached	Renter	2010s	0.30232	0.69768	0	0.0870692	314.199	0.0870692	314.199
None	150-200%	Single-Family Detached	Renter	<1940	0.646104	0.353896	0	0.160834	558.778	0.160834	558.778
None	200-300%	Mobile Home	Not Available	1940-59	0	0	1	0.682987	2694.49	0.682987	2694.49
None	200-300%	Mobile Home	Not Available	1960-79	0	0	1	5.55203	23923.1	5.55203	23923.1
None	200-300%	Mobile Home	Not Available	1980-99	0	0	1	9.58385	45795.4	9.58385	45795.4
None	200-300%	Mobile Home	Not Available	2000-09	0	0	1	3.50306	13722	3.50306	13722
None	200-300%	Mobile Home	Not Available	2010s	0	0	1	1.98287	8903.99	1.98287	8903.99
None	200-300%	Mobile Home	Not Available	<1940	0	0	1	0.220318	958.808	0.220318	958.808
None	200-300%	Mobile Home	Owner	1940-59	0.594607	0.405393	0	0.484733	1870.37	0.484733	1870.37
None	200-300%	Mobile Home	Owner	1960-79	0.462429	0.537571	0	3.94041	16606.2	3.94041	16606.2
None	200-300%	Mobile Home	Owner	1980-99	0.461783	0.538217	0	6.8019	31788.8	6.8019	31788.8
None	200-300%	Mobile Home	Owner	2000-09	0.5376	0.4624	0	2.48621	9525.12	2.48621	9525.12
None	200-300%	Mobile Home	Owner	2010s	0.37904	0.62096	0	1.40729	6180.69	1.40729	6180.69
None	200-300%	Mobile Home	Owner	<1940	0.610308	0.389692	0	0.156366	665.555	0.156366	665.555
None	200-300%	Mobile Home	Renter	1940-59	0.666356	0.333644	0	0.0168818	75.0064	0.0168818	75.0064
None	200-300%	Mobile Home	Renter	1960-79	0.539452	0.460548	0	0.137233	665.947	0.137233	665.947
None	200-300%	Mobile Home	Renter	1980-99	0.538806	0.461194	0	0.23689	1274.81	0.23689	1274.81
None	200-300%	Mobile Home	Renter	2000-09	0.612869	0.387131	0	0.0865875	381.98	0.0865875	381.98
None	200-300%	Mobile Home	Renter	2010s	0.453902	0.546098	0	0.0490118	247.86	0.0490118	247.86
None	200-300%	Mobile Home	Renter	<1940	0.68077	0.31923	0	0.00544576	26.6903	0.00544576	26.6903
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	5.94629	16643.3	5.94629	16643.3
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	5.45704	31406.5	5.45704	31406.5
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	4.70434	28063.8	4.70434	28063.8
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	1.69356	8474.51	1.69356	8474.51
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	1.16668	5073.57	1.16668	5073.57
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	4.53499	19870.8	4.53499	19870.8
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.449674	0.550326	0	0.108046	343.964	0.108046	343.964
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.478453	0.521547	0	0.0991563	649.072	0.0991563	649.072
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.497105	0.502895	0	0.0854796	579.988	0.0854796	579.988
None	200-300%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.413546	0.586454	0	0.0307726	175.141	0.0307726	175.141
None	200-300%	Multi-Family with 2 - 4 Units	Owner	2010s	0.424361	0.575639	0	0.0211989	104.854	0.0211989	104.854
None	200-300%	Multi-Family with 2 - 4 Units	Owner	<1940	0.426501	0.573499	0	0.0824023	410.666	0.0824023	410.666
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.827502	0.172498	0	4.44793	12202	4.44793	12202
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.843403	0.156597	0	4.08196	23025.6	4.08196	23025.6
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.853013	0.146987	0	3.51893	20574.9	3.51893	20574.9
None	200-300%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.805446	0.194554	0	1.26681	6213.07	1.26681	6213.07
None	200-300%	Multi-Family with 2 - 4 Units	Renter	2010s	0.812314	0.187686	0	0.872694	3719.67	0.872694	3719.67
None	200-300%	Multi-Family with 2 - 4 Units	Renter	<1940	0.813645	0.186355	0	3.39225	14568.3	3.39225	14568.3
None	200-300%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	6.78142	20833.2	6.78142	20833.2
None	200-300%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	10.4116	63060.4	10.4116	63060.4
None	200-300%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	9.45383	60910.7	9.45383	60910.7
None	200-300%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	5.36026	30705.2	5.36026	30705.2
None	200-300%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	5.39115	27245.3	5.39115	27245.3
None	200-300%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	4.69602	21884.1	4.69602	21884.1
None	200-300%	Multi-Family with 5+ Units	Owner	1940-59	0.715633	0.284367	0	0.101222	291.995	0.101222	291.995
None	200-300%	Multi-Family with 5+ Units	Owner	1960-79	0.719833	0.280167	0	0.155407	883.844	0.155407	883.844
None	200-300%	Multi-Family with 5+ Units	Owner	1980-99	0.721251	0.278749	0	0.141111	853.714	0.141111	853.714
None	200-300%	Multi-Family with 5+ Units	Owner	2000-09	0.719255	0.280745	0	0.0800091	430.359	0.0800091	430.359
None	200-300%	Multi-Family with 5+ Units	Owner	2010s	0.751455	0.248545	0	0.0804703	381.866	0.0804703	381.866
None	200-300%	Multi-Family with 5+ Units	Owner	<1940	0.707775	0.292225	0	0.0700945	306.723	0.0700945	306.723
None	200-300%	Multi-Family with 5+ Units	Renter	1940-59	0.877704	0.122296	0	5.22481	16192.4	5.22481	16192.4
None	200-300%	Multi-Family with 5+ Units	Renter	1960-79	0.879912	0.120088	0	8.02168	49013	8.02168	49013
None	200-300%	Multi-Family with 5+ Units	Renter	1980-99	0.880655	0.119345	0	7.28378	47342.2	7.28378	47342.2
None	200-300%	Multi-Family with 5+ Units	Renter	2000-09	0.879609	0.120391	0	4.12986	23865.3	4.12986	23865.3
None	200-300%	Multi-Family with 5+ Units	Renter	2010s	0.896075	0.103925	0	4.15366	21176.1	4.15366	21176.1
None	200-300%	Multi-Family with 5+ Units	Renter	<1940	0.873534	0.126466	0	3.61809	17009.1	3.61809	17009.1
None	200-300%	Single-Family Attached	Not Available	1940-59	0	0	1	5.47765	8571.47	5.47765	8571.47
None	200-300%	Single-Family Attached	Not Available	1960-79	0	0	1	6.54021	18592.2	6.54021	18592.2
None	200-300%	Single-Family Attached	Not Available	1980-99	0	0	1	10.021	27927.6	10.021	27927.6
None	200-300%	Single-Family Attached	Not Available	2000-09	0	0	1	5.99061	15267.1	5.99061	15267.1
None	200-300%	Single-Family Attached	Not Available	2010s	0	0	1	3.53574	7618.04	3.53574	7618.04
None	200-300%	Single-Family Attached	Not Available	<1940	0	0	1	3.93878	9832.41	3.93878	9832.41
None	200-300%	Single-Family Attached	Owner	1940-59	0.592618	0.407382	0	2.01536	3006.36	2.01536	3006.36
None	200-300%	Single-Family Attached	Owner	1960-79	0.472529	0.527471	0	2.40629	6521.03	2.40629	6521.03
None	200-300%	Single-Family Attached	Owner	1980-99	0.376165	0.623835	0	3.68696	9795.34	3.68696	9795.34
None	200-300%	Single-Family Attached	Owner	2000-09	0.251697	0.748303	0	2.20408	5354.79	2.20408	5354.79
None	200-300%	Single-Family Attached	Owner	2010s	0.150148	0.849852	0	1.30088	2671.95	1.30088	2671.95
None	200-300%	Single-Family Attached	Owner	<1940	0.639086	0.360914	0	1.44917	3448.62	1.44917	3448.62
None	200-300%	Single-Family Attached	Renter	1940-59	0.761225	0.238775	0	0.845985	1425.21	0.845985	1425.21
None	200-300%	Single-Family Attached	Renter	1960-79	0.662536	0.337464	0	1.01009	3091.39	1.01009	3091.39
None	200-300%	Single-Family Attached	Renter	1980-99	0.569241	0.430759	0	1.54767	4643.64	1.54767	4643.64
None	200-300%	Single-Family Attached	Renter	2000-09	0.424342	0.575658	0	0.925207	2538.52	0.925207	2538.52
None	200-300%	Single-Family Attached	Renter	2010s	0.279121	0.720879	0	0.54607	1266.68	0.54607	1266.68
None	200-300%	Single-Family Attached	Renter	<1940	0.795111	0.204889	0	0.608317	1634.87	0.608317	1634.87
None	200-300%	Single-Family Detached	Not Available	1940-59	0	0	1	53.489	143308	53.489	143308
None	200-300%	Single-Family Detached	Not Available	1960-79	0	0	1	50.0731	196331	50.0731	196331
None	200-300%	Single-Family Detached	Not Available	1980-99	0	0	1	48.9563	202199	48.9563	202199
None	200-300%	Single-Family Detached	Not Available	2000-09	0	0	1	29.0683	104025	29.0683	104025
None	200-300%	Single-Family Detached	Not Available	2010s	0	0	1	16.9812	57570.4	16.9812	57570.4
None	200-300%	Single-Family Detached	Not Available	<1940	0	0	1	31.3675	102384	31.3675	102384
None	200-300%	Single-Family Detached	Owner	1940-59	0.392442	0.607558	0	41.2851	108127	41.2851	108127
None	200-300%	Single-Family Detached	Owner	1960-79	0.283779	0.716221	0	38.6485	148134	38.6485	148134
None	200-300%	Single-Family Detached	Owner	1980-99	0.205613	0.794387	0	37.7865	152562	37.7865	152562
None	200-300%	Single-Family Detached	Owner	2000-09	0.172779	0.827221	0	22.4362	78488.1	22.4362	78488.1
None	200-300%	Single-Family Detached	Owner	2010s	0.143602	0.856398	0	13.1068	43437.5	13.1068	43437.5
None	200-300%	Single-Family Detached	Owner	<1940	0.414	0.586	0	24.2108	77250.2	24.2108	77250.2
None	200-300%	Single-Family Detached	Renter	1940-59	0.5561	0.4439	0	0.782969	2473.35	0.782969	2473.35
None	200-300%	Single-Family Detached	Renter	1960-79	0.434532	0.565468	0	0.732967	3388.48	0.732967	3388.48
None	200-300%	Single-Family Detached	Renter	1980-99	0.334218	0.665782	0	0.71662	3489.76	0.71662	3489.76
None	200-300%	Single-Family Detached	Renter	2000-09	0.2883	0.7117	0	0.425501	1795.37	0.425501	1795.37
None	200-300%	Single-Family Detached	Renter	2010s	0.245403	0.754597	0	0.248569	993.608	0.248569	993.608
None	200-300%	Single-Family Detached	Renter	<1940	0.578094	0.421906	0	0.459156	1767.05	0.459156	1767.05
None	300-400%	Mobile Home	Not Available	1940-59	0	0	1	0.169641	717.06	0.169641	717.06
None	300-400%	Mobile Home	Not Available	1960-79	0	0	1	1.37902	6366.44	1.37902	6366.44
None	300-400%	Mobile Home	Not Available	1980-99	0	0	1	2.38045	12187.1	2.38045	12187.1
None	300-400%	Mobile Home	Not Available	2000-09	0	0	1	0.870097	3651.72	0.870097	3651.72
None	300-400%	Mobile Home	Not Available	2010s	0	0	1	0.492508	2369.54	0.492508	2369.54
None	300-400%	Mobile Home	Not Available	<1940	0	0	1	0.0547231	255.159	0.0547231	255.159
None	300-400%	Mobile Home	Owner	1940-59	0.520693	0.479307	0	0.136249	591.083	0.136249	591.083
None	300-400%	Mobile Home	Owner	1960-79	0.389172	0.610828	0	1.10757	5247.95	1.10757	5247.95
None	300-400%	Mobile Home	Owner	1980-99	0.388555	0.611445	0	1.91188	10046	1.91188	10046
None	300-400%	Mobile Home	Owner	2000-09	0.462684	0.537316	0	0.698825	3010.16	0.698825	3010.16
None	300-400%	Mobile Home	Owner	2010s	0.311343	0.688657	0	0.395561	1953.25	0.395561	1953.25
None	300-400%	Mobile Home	Owner	<1940	0.537028	0.462972	0	0.0439512	210.331	0.0439512	210.331
None	300-400%	Mobile Home	Renter	1940-59	0.481863	0.518137	0	0.00180243	6.08012	0.00180243	6.08012
None	300-400%	Mobile Home	Renter	1960-79	0.352929	0.647071	0	0.014652	53.9825	0.014652	53.9825
None	300-400%	Mobile Home	Renter	1980-99	0.352335	0.647665	0	0.0252921	103.337	0.0252921	103.337
None	300-400%	Mobile Home	Renter	2000-09	0.424351	0.575649	0	0.00924471	30.9638	0.00924471	30.9638
None	300-400%	Mobile Home	Renter	2010s	0.279037	0.720963	0	0.00523286	20.0919	0.00523286	20.0919
None	300-400%	Mobile Home	Renter	<1940	0.498247	0.501753	0	0.000581429	2.16355	0.000581429	2.16355
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	2.44657	6891.45	2.44657	6891.45
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	2.24527	13004.4	2.24527	13004.4
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	1.93558	11620.3	1.93558	11620.3
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	0.696808	3509.02	0.696808	3509.02
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.480024	2100.8	0.480024	2100.8
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	1.8659	8227.87	1.8659	8227.87
None	300-400%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.548214	0.451786	0	0.0564053	138.221	0.0564053	138.221
None	300-400%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.57669	0.42331	0	0.0517643	260.829	0.0517643	260.829
None	300-400%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.594804	0.405196	0	0.0446244	233.067	0.0446244	233.067
None	300-400%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.511527	0.488473	0	0.0160648	70.3802	0.0160648	70.3802
None	300-400%	Multi-Family with 2 - 4 Units	Owner	2010s	0.522621	0.477379	0	0.0110669	42.1356	0.0110669	42.1356
None	300-400%	Multi-Family with 2 - 4 Units	Owner	<1940	0.524805	0.475195	0	0.0430179	165.026	0.0430179	165.026
None	300-400%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.7852	0.2148	0	1.75821	5077.7	1.75821	5077.7
None	300-400%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.804077	0.195923	0	1.61355	9581.81	1.61355	9581.81
None	300-400%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.815573	0.184427	0	1.39099	8561.97	1.39099	8561.97
None	300-400%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.759308	0.240692	0	0.500756	2585.49	0.500756	2585.49
None	300-400%	Multi-Family with 2 - 4 Units	Renter	2010s	0.767334	0.232666	0	0.344965	1547.89	0.344965	1547.89
None	300-400%	Multi-Family with 2 - 4 Units	Renter	<1940	0.768894	0.231106	0	1.34091	6062.39	1.34091	6062.39
None	300-400%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	3.39905	12345.3	3.39905	12345.3
None	300-400%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	5.21858	37368.3	5.21858	37368.3
None	300-400%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	4.73853	36094.5	4.73853	36094.5
None	300-400%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	2.68672	18195.3	2.68672	18195.3
None	300-400%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	2.7022	16145	2.7022	16145
None	300-400%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	2.35378	12968.1	2.35378	12968.1
None	300-400%	Multi-Family with 5+ Units	Owner	1940-59	0.715633	0.284367	0	0.0764229	282.841	0.0764229	282.841
None	300-400%	Multi-Family with 5+ Units	Owner	1960-79	0.719833	0.280167	0	0.117333	856.135	0.117333	856.135
None	300-400%	Multi-Family with 5+ Units	Owner	1980-99	0.721251	0.278749	0	0.106539	826.951	0.106539	826.951
None	300-400%	Multi-Family with 5+ Units	Owner	2000-09	0.719255	0.280745	0	0.0604071	416.867	0.0604071	416.867
None	300-400%	Multi-Family with 5+ Units	Owner	2010s	0.751455	0.248545	0	0.0607553	369.894	0.0607553	369.894
None	300-400%	Multi-Family with 5+ Units	Owner	<1940	0.707775	0.292225	0	0.0529215	297.108	0.0529215	297.108
None	300-400%	Multi-Family with 5+ Units	Renter	1940-59	0.877704	0.122296	0	2.45608	8890.93	2.45608	8890.93
None	300-400%	Multi-Family with 5+ Units	Renter	1960-79	0.879912	0.120088	0	3.77084	26912.1	3.77084	26912.1
None	300-400%	Multi-Family with 5+ Units	Renter	1980-99	0.880655	0.119345	0	3.42397	25994.7	3.42397	25994.7
None	300-400%	Multi-Family with 5+ Units	Renter	2000-09	0.879609	0.120391	0	1.94137	13104	1.94137	13104
None	300-400%	Multi-Family with 5+ Units	Renter	2010s	0.896075	0.103925	0	1.95256	11627.4	1.95256	11627.4
None	300-400%	Multi-Family with 5+ Units	Renter	<1940	0.873534	0.126466	0	1.70079	9339.4	1.70079	9339.4
None	300-400%	Single-Family Attached	Not Available	1940-59	0	0	1	3.89437	6164.57	3.89437	6164.57
None	300-400%	Single-Family Attached	Not Available	1960-79	0	0	1	4.6498	13371.4	4.6498	13371.4
None	300-400%	Single-Family Attached	Not Available	1980-99	0	0	1	7.12448	20085.5	7.12448	20085.5
None	300-400%	Single-Family Attached	Not Available	2000-09	0	0	1	4.25906	10980.1	4.25906	10980.1
None	300-400%	Single-Family Attached	Not Available	2010s	0	0	1	2.51376	5478.87	2.51376	5478.87
None	300-400%	Single-Family Attached	Not Available	<1940	0	0	1	2.8003	7071.43	2.8003	7071.43
None	300-400%	Single-Family Attached	Owner	1940-59	0.590633	0.409367	0	1.5617	2426.94	1.5617	2426.94
None	300-400%	Single-Family Attached	Owner	1960-79	0.470482	0.529518	0	1.86463	5264.22	1.86463	5264.22
None	300-400%	Single-Family Attached	Owner	1980-99	0.374239	0.625761	0	2.85702	7907.48	2.85702	7907.48
None	300-400%	Single-Family Attached	Owner	2000-09	0.250153	0.749847	0	1.70794	4322.76	1.70794	4322.76
None	300-400%	Single-Family Attached	Owner	2010s	0.149103	0.850897	0	1.00805	2156.99	1.00805	2156.99
None	300-400%	Single-Family Attached	Owner	<1940	0.63719	0.36281	0	1.12296	2783.97	1.12296	2783.97
None	300-400%	Single-Family Attached	Renter	1940-59	0.696212	0.303788	0	0.523586	855.608	0.523586	855.608
None	300-400%	Single-Family Attached	Renter	1960-79	0.585291	0.414709	0	0.625151	1855.88	0.625151	1855.88
None	300-400%	Single-Family Attached	Renter	1980-99	0.48717	0.51283	0	0.957864	2787.75	0.957864	2787.75
