Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Tenure	Option=Electricity	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Void	source_count	source_weight	fallback_count	fallback_weight
400%+	Mobile Home	Natural Gas	WV	Owner	0	0	1	0	0	5.73395e-39	6.36268e-39	1.56142e-21	9.57067e-18
400%+	Mobile Home	Natural Gas	WV	Renter	0	0	1	0	0	5.73395e-39	6.36268e-39	8.80073e-21	5.27322e-17
400%+	Mobile Home	Natural Gas	WY	Not Available	0	0	0	0	1	0.521546	429.887	0.606526	537.183
400%+	Mobile Home	Natural Gas	WY	Owner	0	0	1	0	0	0.376015	304.14	0.478278	433.956
400%+	Mobile Home	Natural Gas	WY	Renter	0	0	1	0	0	0.0118374	10.8513	0.271022	467.352
400%+	Mobile Home	None	AK	Not Available	0	0	0	0	1	3.12324e-54	3.30566e-57	1.07526e-18	3.85753e-15
400%+	Mobile Home	None	AK	Owner	0.173449	0.029213	0.796647	0.000691364	0	3.12324e-54	3.30566e-57	9.26648e-19	3.35233e-15
400%+	Mobile Home	None	AK	Renter	0	0	0.999207	0.000792934	0	3.12324e-54	3.30566e-57	1.48613e-19	5.05196e-16
400%+	Mobile Home	None	AL	Not Available	0	0	0	0	1	0.0037402	17.2405	2.16807	11998.6
400%+	Mobile Home	None	AL	Owner	0.0590896	0.00180476	0.936638	0.00246799	0	0.0037402	17.2405	2.05967	11997
400%+	Mobile Home	None	AL	Renter	0	0.00183509	0.995655	0.00250947	0	5.4869e-40	5.93654e-40	2.35362e-20	1.33057e-16
400%+	Mobile Home	None	AR	Not Available	0	0	0	0	1	0.000819863	4.0368	0.279026	2962.33
400%+	Mobile Home	None	AR	Owner	0	0.0105031	0.989497	0	0	0.000819863	4.0368	0.263524	2962.33
400%+	Mobile Home	None	AR	Renter	0	1	0	0	0	1.71824e-39	1.77305e-39	1.46193e-20	1.13299e-16
400%+	Mobile Home	None	AZ	Not Available	0	0	0	0	1	0.0360313	148.873	0.416337	1567.59
400%+	Mobile Home	None	AZ	Owner	0.270106	0	0.729894	0	0	0.0360313	148.873	0.416337	1567.59
400%+	Mobile Home	None	AZ	Renter	0.151911	0.21375	0.634339	0	0	2.55655e-39	2.69816e-39	5.86267e-21	1.78468e-17
400%+	Mobile Home	None	CA	Not Available	0	0	0	0	1	0.0454691	490.281	1.25369	8779.64
400%+	Mobile Home	None	CA	Owner	0.0756931	0	0.924307	0	0	0.0454691	490.281	1.25369	8779.64
400%+	Mobile Home	None	CA	Renter	0.0913737	0.175209	0.733417	0	0	7.9153e-40	9.50883e-40	9.21475e-21	6.90074e-17
400%+	Mobile Home	None	CO	Not Available	0	0	0	0	1	2.82653e-19	1.46827e-19	3.33775	4956.69
400%+	Mobile Home	None	CO	Owner	0	0	0.999319	0.000681221	0	2.82653e-19	1.46827e-19	3.12914	4760.55
400%+	Mobile Home	None	CO	Renter	0	0	0.999319	0.000681221	0	2.48043e-55	4.52283e-59	1.64758e-19	4.7638e-16
400%+	Mobile Home	None	CT	Not Available	0	0	0	0	1	6.43845e-54	1.16069e-57	1.08089e-19	4.8647e-16
400%+	Mobile Home	None	CT	Owner	0	0	0.998218	0.00178179	0	6.43845e-54	1.16069e-57	9.82629e-20	4.53779e-16
400%+	Mobile Home	None	CT	Renter	0.404002	0.000143254	0.594727	0.00112729	0	6.43845e-54	1.16069e-57	3.93051e-19	3.06081e-15
400%+	Mobile Home	None	DC	Not Available	0	0	0	0	1	4.7619e-18	4.7619e-18	2.68245	22431.5
400%+	Mobile Home	None	DC	Owner	0.210037	0	0.786564	0.00339854	0	4.7619e-18	4.7619e-18	2.03496	17283
400%+	Mobile Home	None	DC	Renter	0.0911613	0	0.905141	0.00369768	0	4.7619e-18	4.7619e-18	11.4698	95225.2
400%+	Mobile Home	None	DE	Not Available	0	0	0	0	1	3.71998e-18	3.22086e-18	3.78724	28568.9
400%+	Mobile Home	None	DE	Owner	0.24401	0	0.753351	0.00263837	0	2.01019e-18	1.67203e-18	2.07007	15859.5
400%+	Mobile Home	None	DE	Renter	0.108544	0	0.888513	0.0029421	0	2.5993e-19	2.51607e-19	4.52608	33897.1
400%+	Mobile Home	None	FL	Not Available	0	0	0	0	1	0.0217268	92.7551	1.55411	8056.26
400%+	Mobile Home	None	FL	Owner	0.205167	0	0.792071	0.00276247	0	0.0217268	92.7551	1.17898	6207.17
400%+	Mobile Home	None	FL	Renter	0.0887343	0	0.908271	0.00299505	0	1.00147e-39	9.65655e-40	2.14411e-20	1.10349e-16
400%+	Mobile Home	None	GA	Not Available	0	0	0	0	1	0.00556534	32.6171	2.13342	14472
400%+	Mobile Home	None	GA	Owner	0.1542	0	0.842886	0.0029146	0	0.00126133	6.70158	0.733611	5054.23
400%+	Mobile Home	None	GA	Renter	0.0643492	0	0.932602	0.00304903	0	0.00152134	9.74936	4.98729	33588.3
400%+	Mobile Home	None	HI	Not Available	0	0	0	0	1	4.7619e-18	4.7619e-18	19.6287	33336.5
400%+	Mobile Home	None	HI	Owner	0.0392558	0	0.914996	0.0457482	0	4.7619e-18	4.7619e-18	15.6267	26625.6
400%+	Mobile Home	None	HI	Renter	0.0653768	0	0.934623	0	0	4.7619e-18	4.7619e-18	4.00196	6710.82
400%+	Mobile Home	None	IA	Not Available	0	0	0	0	1	1.50229e-19	5.70978e-20	1.2832	4146.02
400%+	Mobile Home	None	IA	Owner	0	0	0.998357	0.00164262	0	1.50229e-19	5.70978e-20	1.2832	4146.02
400%+	Mobile Home	None	IA	Renter	0.0496791	0	0.948753	0.0015676	0	7.66361e-55	1.48585e-58	3.60027e-19	1.6751e-15
400%+	Mobile Home	None	ID	Not Available	0	0	0	0	1	8.26594e-19	4.89455e-19	6.78217	16635.7
400%+	Mobile Home	None	ID	Owner	0	0	0.999332	0.000668492	0	8.26594e-19	4.89455e-19	6.35829	15977.4
400%+	Mobile Home	None	ID	Renter	0	0	0.999332	0.000668492	0	4.11313e-55	1.93907e-58	3.79666e-19	1.81318e-15
400%+	Mobile Home	None	IL	Not Available	0	0	0	0	1	1.31749e-18	8.10512e-19	136.303	770138
400%+	Mobile Home	None	IL	Owner	0.184426	0.00639094	0.74708	0.0621028	0	4.5133e-19	3.80462e-19	88.9193	506440
400%+	Mobile Home	None	IL	Renter	0.0944356	0	0.905564	0	0	2.07417e-19	8.03544e-20	2.05277	9746.41
400%+	Mobile Home	None	IN	Not Available	0	0	0	0	1	4.17346e-55	6.96754e-59	6.20681e-18	4.10877e-14
400%+	Mobile Home	None	IN	Owner	0	0	0	1	0	4.17346e-55	6.96754e-59	5.90993e-18	3.94363e-14
400%+	Mobile Home	None	IN	Renter	0.0309834	0	0.967304	0.00171239	0	4.17346e-55	6.96754e-59	2.96878e-19	1.65144e-15
400%+	Mobile Home	None	KS	Not Available	0	0	0	0	1	7.51123e-19	5.8946e-19	3.23979	9460.75
400%+	Mobile Home	None	KS	Owner	0	0	0.998318	0.00168152	0	7.51123e-19	5.8946e-19	3.23979	9460.75
400%+	Mobile Home	None	KS	Renter	0.0304501	0	0.967913	0.0016372	0	1.59544e-54	2.65946e-58	3.78485e-19	1.59157e-15
400%+	Mobile Home	None	KY	Not Available	0	0	0	0	1	8.52554e-19	6.3081e-19	3.26948	27399
400%+	Mobile Home	None	KY	Owner	0.129957	0.00170962	0.865995	0.00233789	0	8.52554e-19	6.3081e-19	3.106	27395.5
400%+	Mobile Home	None	KY	Renter	0	0.00187996	0.995549	0.00257083	0	1.21857e-55	3.22179e-59	4.32265e-20	3.70042e-16
400%+	Mobile Home	None	LA	Not Available	0	0	0	0	1	9.81387e-19	7.62743e-19	0.741176	7458.49
400%+	Mobile Home	None	LA	Owner	0	0	1	0	0	8.4118e-19	7.62727e-19	0.699993	7458.4
400%+	Mobile Home	None	LA	Renter	2.82738e-06	0.999969	2.80326e-05	0	0	1.41067e-24	7.72228e-29	1.86443e-05	0.136957
400%+	Mobile Home	None	MA	Not Available	0	0	0	0	1	5.12049e-54	1.16165e-57	1.77389e-19	6.8844e-16
400%+	Mobile Home	None	MA	Owner	0	0	0.99821	0.00179043	0	5.12049e-54	1.16165e-57	1.61262e-19	6.42176e-16
400%+	Mobile Home	None	MA	Renter	0.787568	0.000130446	0.211898	0.0004036	0	5.12049e-54	1.16165e-57	6.4505e-19	4.33159e-15
400%+	Mobile Home	None	MD	Not Available	0	0	0	0	1	1.04837e-53	1.45104e-57	5.20917e-20	3.42896e-16
400%+	Mobile Home	None	MD	Owner	0.190991	0	0.806202	0.00280633	0	1.04837e-53	1.45104e-57	3.95179e-20	2.64194e-16
400%+	Mobile Home	None	MD	Renter	0.0817756	0	0.915212	0.00301212	0	1.04837e-53	1.45104e-57	2.22737e-19	1.45565e-15
400%+	Mobile Home	None	ME	Not Available	0	0	0	0	1	4.14031e-19	2.97461e-19	3.11135	14303.1
400%+	Mobile Home	None	ME	Owner	0	0	1	0	0	4.14031e-19	2.97461e-19	2.8285	13341.9
400%+	Mobile Home	None	ME	Renter	0.503496	0.000113517	0.49639	0	0	5.71322e-55	2.26561e-58	3.12244e-19	2.48363e-15
400%+	Mobile Home	None	MI	Not Available	0	0	0	0	1	7.83759e-19	5.32436e-19	143.438	896042
400%+	Mobile Home	None	MI	Owner	0.000823542	7.32119e-06	0.00241104	0.996758	0	4.61362e-23	1.66046e-26	0.0241191	151.877
400%+	Mobile Home	None	MI	Renter	0.126097	0	0.873903	0	0	5.22414e-19	5.32248e-19	6.85958	36008.3
400%+	Mobile Home	None	MN	Not Available	0	0	0	0	1	1.09057e-54	1.73452e-58	4.47746e-20	1.40625e-16
400%+	Mobile Home	None	MN	Owner	0	0	0.998329	0.0016711	0	1.09057e-54	1.73452e-58	4.47746e-20	1.40625e-16
400%+	Mobile Home	None	MN	Renter	0.0287031	0	0.969667	0.00162998	0	1.09057e-54	1.73452e-58	2.4626e-19	1.11377e-15
400%+	Mobile Home	None	MO	Not Available	0	0	0	0	1	2.93548e-19	1.6119e-19	2.47599	6800.1
400%+	Mobile Home	None	MO	Owner	0	0	0.998323	0.00167654	0	2.93548e-19	1.6119e-19	2.47599	6800.1
400%+	Mobile Home	None	MO	Renter	0.0331457	0	0.965226	0.00162781	0	1.60293e-55	1.92251e-59	1.48722e-19	5.88182e-16
400%+	Mobile Home	None	MS	Not Available	0	0	0	0	1	1.68255e-19	1.27868e-19	1.87224	12316.8
400%+	Mobile Home	None	MS	Owner	0.0686303	0.00179739	0.927114	0.00245791	0	1.68255e-19	1.27868e-19	1.77862	12315.2
400%+	Mobile Home	None	MS	Renter	0	0.00184633	0.995629	0.00252483	0	9.36889e-56	1.58585e-59	3.85728e-20	2.59217e-16
400%+	Mobile Home	None	MT	Not Available	0	0	0	0	1	3.91261e-19	3.38178e-19	5.03558	12372.2
400%+	Mobile Home	None	MT	Owner	0	0	0.999329	0.000671203	0	3.91261e-19	3.38178e-19	4.72086	11882.6
400%+	Mobile Home	None	MT	Renter	0	0	0.999329	0.000671203	0	5.612e-55	2.78296e-58	4.06278e-19	1.94351e-15
400%+	Mobile Home	None	NC	Not Available	0	0	0	0	1	4.02274e-19	3.3437e-19	2.34442	16066.5
400%+	Mobile Home	None	NC	Owner	0.201793	0	0.795434	0.002773	0	1.11051e-19	1.01927e-19	0.981955	6834.58
400%+	Mobile Home	None	NC	Renter	0.0870653	0	0.909935	0.00299923	0	9.00858e-20	6.70742e-20	4.48977	30547.7
400%+	Mobile Home	None	ND	Not Available	0	0	0	0	1	3.75442e-18	3.559e-18	6.95353	36080.1
400%+	Mobile Home	None	ND	Owner	0	0	0.998245	0.00175477	0	3.75442e-18	3.559e-18	6.95353	36080.1
400%+	Mobile Home	None	ND	Renter	0.0410816	0	0.957229	0.00168979	0	1.70618e-54	1.83751e-57	8.68999e-19	6.49308e-15
400%+	Mobile Home	None	NE	Not Available	0	0	0	0	1	8.35233e-54	1.57744e-57	1.56771e-19	4.7174e-16
400%+	Mobile Home	None	NE	Owner	0	0	0.998283	0.00171717	0	8.35233e-54	1.57744e-57	1.56771e-19	4.7174e-16
400%+	Mobile Home	None	NE	Renter	0.029596	0	0.968731	0.00167338	0	8.35233e-54	1.57744e-57	8.62241e-19	3.73624e-15
400%+	Mobile Home	None	NH	Not Available	0	0	0	0	1	6.88232e-19	7.70519e-19	2.59664	11782.7
400%+	Mobile Home	None	NH	Owner	0	0	1	0	0	6.88232e-19	7.70519e-19	2.36058	10990.9
400%+	Mobile Home	None	NH	Renter	0.335794	0.000100513	0.664105	0	0	1.88023e-54	5.75088e-58	2.57962e-19	2.02535e-15
400%+	Mobile Home	None	NJ	Not Available	0	0	0	0	1	2.55382e-54	3.73352e-58	8.20529e-18	4.71178e-14
400%+	Mobile Home	None	NJ	Owner	0	0	0	1	0	2.55382e-54	3.73352e-58	7.80751e-18	4.47023e-14
400%+	Mobile Home	None	NJ	Renter	0.535222	0	0.463922	0.000856799	0	2.55382e-54	3.73352e-58	3.97776e-19	2.41556e-15
400%+	Mobile Home	None	NM	Not Available	0	0	0	0	1	2.58425e-19	2.01965e-19	0.354071	1638.81
400%+	Mobile Home	None	NM	Owner	0.101692	0	0.898308	0	0	2.58425e-19	2.01965e-19	0.354071	1638.81
400%+	Mobile Home	None	NM	Renter	0.0552483	0.19059	0.754162	0	0	1.77276e-55	3.80163e-59	1.6068e-20	6.01278e-17
400%+	Mobile Home	None	NV	Not Available	0	0	0	0	1	0.0441872	155.443	1.91203	8387.37
400%+	Mobile Home	None	NV	Owner	0.0634506	0.0134713	0.923078	0	0	0.0441872	155.443	1.91203	8387.37
400%+	Mobile Home	None	NV	Renter	0	1	0	0	0	4.08999e-39	3.32937e-39	2.92695e-20	1.03806e-16
400%+	Mobile Home	None	NY	Not Available	0	0	0	0	1	0.00515585	50.1131	138.517	869277
400%+	Mobile Home	None	NY	Owner	0.309377	0.0167229	0.631446	0.0424539	0	0.00515585	50.1131	131.801	824712
400%+	Mobile Home	None	NY	Renter	0.186533	0	0.813467	0	0	9.28139e-40	1.46157e-39	3.62644e-20	2.40671e-16
400%+	Mobile Home	None	OH	Not Available	0	0	0	0	1	1.59829e-18	1.37912e-18	176.213	1.02122e+06
400%+	Mobile Home	None	OH	Owner	0.256763	0.0219141	0.691807	0.0295162	0	1.59829e-18	1.37912e-18	167.785	980174
400%+	Mobile Home	None	OH	Renter	0.135536	0	0.864464	0	0	1.44407e-55	1.01323e-59	2.28455e-20	1.11256e-16
400%+	Mobile Home	None	OK	Not Available	0	0	0	0	1	1.84608e-39	1.90894e-39	5.16148e-21	4.62121e-17
400%+	Mobile Home	None	OK	Owner	0	0.0106001	0.9894	0	0	1.84608e-39	1.90894e-39	4.87473e-21	4.6212e-17
400%+	Mobile Home	None	OK	Renter	0	1	0	0	0	1.84608e-39	1.90894e-39	1.29037e-20	8.43343e-17
400%+	Mobile Home	None	OR	Not Available	0	0	0	0	1	9.35439e-19	9.4895e-19	2.06565	25620.1
400%+	Mobile Home	None	OR	Owner	0.0287872	0.00669609	0.964517	0	0	9.35439e-19	9.4895e-19	2.06565	25620.1
400%+	Mobile Home	None	OR	Renter	0	1	0	0	0	1.1207e-55	2.17927e-59	5.22448e-20	6.92936e-16
400%+	Mobile Home	None	PA	Not Available	0	0	0	0	1	6.67361e-19	2.55265e-19	119.86	763531
400%+	Mobile Home	None	PA	Owner	0.306306	0.0418575	0.609965	0.0418709	0	6.67361e-19	2.55265e-19	114.049	724388
400%+	Mobile Home	None	PA	Renter	0.1903	0	0.8097	0	0	2.39783e-55	2.96584e-59	6.26321e-20	4.21927e-16
400%+	Mobile Home	None	RI	Not Available	0	0	0	0	1	4.45029e-18	4.71735e-18	13.9469	53735.1
400%+	Mobile Home	None	RI	Owner	0.0234963	0.00339377	0.971365	0.00174511	0	4.45029e-18	4.71735e-18	12.679	50124.1
400%+	Mobile Home	None	RI	Renter	0.999832	0.00016777	0	0	0	2.26944e-53	1.22676e-56	2.58627e-18	1.72413e-14
400%+	Mobile Home	None	SC	Not Available	0	0	0	0	1	2.65118e-19	1.59799e-19	1.56685	13878.7
400%+	Mobile Home	None	SC	Owner	0.426519	0	0.57146	0.00202037	0	8.06016e-20	5.90803e-20	0.722746	6501.96
400%+	Mobile Home	None	SC	Renter	0.219096	0	0.778303	0.00260165	0	5.19575e-20	2.45501e-20	2.62597	23093.1
400%+	Mobile Home	None	SD	Not Available	0	0	0	0	1	6.73341e-19	6.1998e-19	2.81963	8421.11
400%+	Mobile Home	None	SD	Owner	0	0	0.998306	0.00169428	0	6.73341e-19	6.1998e-19	2.81963	8421.11
400%+	Mobile Home	None	SD	Renter	0.0314512	0	0.966901	0.00164791	0	3.81448e-54	1.98966e-57	8.78527e-19	3.77835e-15
400%+	Mobile Home	None	TN	Not Available	0	0	0	0	1	1.36329e-18	9.05849e-19	3.90036	29268.2
400%+	Mobile Home	None	TN	Owner	0.0895711	0.00177269	0.906232	0.00242413	0	1.21145e-18	9.05298e-19	3.70421	29255.6
400%+	Mobile Home	None	TN	Renter	0	0.00186284	0.99559	0.00254741	0	4.60514e-23	8.37236e-26	0.00219367	16.8154
400%+	Mobile Home	None	TX	Not Available	0	0	0	0	1	0.0377492	339.524	0.428635	2967.66
400%+	Mobile Home	None	TX	Owner	0	0.010066	0.989934	0	0	0.0377492	339.524	0.428635	2967.66
400%+	Mobile Home	None	TX	Renter	0	1	0	0	0	4.23767e-40	4.27867e-40	2.16531e-21	8.55602e-18
400%+	Mobile Home	None	UT	Not Available	0	0	0	0	1	7.17307e-19	3.70324e-19	2.44395	4613.05
400%+	Mobile Home	None	UT	Owner	0	0	0.99932	0.000679745	0	7.17307e-19	3.70324e-19	2.2912	4430.5
400%+	Mobile Home	None	UT	Renter	0	0	0.99932	0.000679745	0	2.97159e-54	6.35551e-58	2.84753e-19	1.04648e-15
400%+	Mobile Home	None	VA	Not Available	0	0	0	0	1	2.01625e-18	1.83549e-18	5.61348	44521.4
400%+	Mobile Home	None	VA	Owner	0.134368	0	0.862665	0.00296794	0	2.01625e-18	1.83549e-18	4.2585	34302.8
400%+	Mobile Home	None	VA	Renter	0.0553173	0	0.94162	0.00306298	0	7.19451e-56	8.41334e-60	5.13883e-20	4.04643e-16
400%+	Mobile Home	None	VT	Not Available	0	0	0	0	1	5.13537e-18	4.57266e-18	13.561	78039.8
400%+	Mobile Home	None	VT	Owner	0	0	1	0	0	3.70959e-18	3.24766e-18	10.3897	61348.7
400%+	Mobile Home	None	VT	Renter	0.49301	0.020607	0.486383	0	0	1.15359e-19	1.13065e-19	7.75425	77210.5
400%+	Mobile Home	None	WA	Not Available	0	0	0	0	1	1.4304e-18	1.07205e-18	1.46938	14032.5
400%+	Mobile Home	None	WA	Owner	0.0152496	0	0.98475	0	0	1.4304e-18	1.07205e-18	1.46938	14032.5
400%+	Mobile Home	None	WA	Renter	0.0187431	0.185682	0.795575	0	0	8.10656e-56	1.23957e-59	2.63703e-20	2.69303e-16
400%+	Mobile Home	None	WI	Not Available	0	0	0	0	1	5.40502e-19	6.68798e-19	127.062	726908
400%+	Mobile Home	None	WI	Owner	0.168304	0.00593788	0.780228	0.0455297	0	5.40502e-19	6.68798e-19	120.985	697692
400%+	Mobile Home	None	WI	Renter	0.0835139	0	0.916486	0	0	6.90137e-55	1.09036e-58	7.76001e-20	3.73051e-16
400%+	Mobile Home	None	WV	Not Available	0	0	0	0	1	1.43349e-55	3.73394e-59	2.1783e-20	2.09359e-16
400%+	Mobile Home	None	WV	Owner	0.507485	0	0.490776	0.00173864	0	1.43349e-55	3.73394e-59	1.6525e-20	1.61306e-16
400%+	Mobile Home	None	WV	Renter	0.279905	0	0.717691	0.00240391	0	1.43349e-55	3.73394e-59	9.31411e-20	8.88762e-16
400%+	Mobile Home	None	WY	Not Available	0	0	0	0	1	5.21546e-18	3.87826e-18	17.5286	53390.5
400%+	Mobile Home	None	WY	Owner	0	0	0.999317	0.00068342	0	3.76015e-18	2.74382e-18	13.8222	43130.9
400%+	Mobile Home	None	WY	Renter	0	0	0.999317	0.00068342	0	1.18374e-19	9.78956e-20	7.83254	46450.1
400%+	Mobile Home	Other Fuel	AK	Not Available	0	0	0	0	1	3.12324e-54	3.30566e-57	3.37582e-19	2.87994e-16
400%+	Mobile Home	Other Fuel	AK	Owner	0.178656	0	0.821344	0	0	3.12324e-54	3.30566e-57	2.90925e-19	2.50277e-16
400%+	Mobile Home	Other Fuel	AK	Renter	0	0	1	0	0	3.12324e-54	3.30566e-57	4.66577e-20	3.77167e-17
400%+	Mobile Home	Other Fuel	AL	Not Available	0	0	0	0	1	3.7402e-19	2.15896e-19	0.194737	740.765
400%+	Mobile Home	Other Fuel	AL	Owner	0	0	1	0	0	3.7402e-19	2.15896e-19	0.185	740.67
400%+	Mobile Home	Other Fuel	AL	Renter	0	0	1	0	0	5.4869e-56	7.43408e-60	2.11403e-21	8.21463e-18
400%+	Mobile Home	Other Fuel	AR	Not Available	0	0	0	0	1	8.19863e-20	8.07269e-20	0.0775072	725.619
400%+	Mobile Home	Other Fuel	AR	Owner	0	0	1	0	0	8.19863e-20	8.07269e-20	0.0732012	725.617
400%+	Mobile Home	Other Fuel	AR	Renter	0	0.030188	0.969812	0	0	1.71824e-55	3.5457e-59	4.06092e-21	2.77523e-17
400%+	Mobile Home	Other Fuel	AZ	Not Available	0	0	0	0	1	7.20627e-19	4.80462e-19	0.658081	2314.8
400%+	Mobile Home	Other Fuel	AZ	Owner	0.377489	0	0.622511	0	0	7.20627e-19	4.80462e-19	0.658081	2314.8
400%+	Mobile Home	Other Fuel	AZ	Renter	0.281826	0	0.718174	0	0	5.11311e-56	8.70784e-60	9.2668e-21	2.63536e-17
400%+	Mobile Home	Other Fuel	CA	Not Available	0	0	0	0	1	1.51564e-18	1.19795e-18	0.218899	1066.56
400%+	Mobile Home	Other Fuel	CA	Owner	0.310654	0	0.689346	0	0	1.51564e-18	1.19795e-18	0.218899	1066.56
400%+	Mobile Home	Other Fuel	CA	Renter	0.406739	0	0.593261	0	0	2.63843e-56	2.32337e-60	1.60892e-21	8.38306e-18
400%+	Mobile Home	Other Fuel	CO	Not Available	0	0	0	0	1	2.82653e-19	1.46827e-19	0.184789	158.493
400%+	Mobile Home	Other Fuel	CO	Owner	0	0	1	0	0	2.82653e-19	1.46827e-19	0.173239	152.221
400%+	Mobile Home	Other Fuel	CO	Renter	0	0	1	0	0	2.48043e-55	4.52283e-59	9.12157e-21	1.52325e-17
400%+	Mobile Home	Other Fuel	CT	Not Available	0	0	0	0	1	6.43845e-54	1.16069e-57	3.24036e-21	7.76128e-18
400%+	Mobile Home	Other Fuel	CT	Owner	0	0	1	0	0	6.43845e-54	1.16069e-57	2.94578e-21	7.23972e-18
400%+	Mobile Home	Other Fuel	CT	Renter	0	0	1	0	0	6.43845e-54	1.16069e-57	1.17831e-20	4.88331e-17
400%+	Mobile Home	Other Fuel	DC	Not Available	0	0	0	0	1	4.7619e-18	4.7619e-18	0.464676	2867.86
400%+	Mobile Home	Other Fuel	DC	Owner	0	0	1	0	0	4.7619e-18	4.7619e-18	0.352513	2209.63
400%+	Mobile Home	Other Fuel	DC	Renter	0	0	1	0	0	4.7619e-18	4.7619e-18	1.98689	12174.5
400%+	Mobile Home	Other Fuel	DE	Not Available	0	0	0	0	1	3.71998e-18	3.22086e-18	0.656058	3652.53
400%+	Mobile Home	Other Fuel	DE	Owner	0	0	1	0	0	2.01019e-18	1.67203e-18	0.358594	2027.64
400%+	Mobile Home	Other Fuel	DE	Renter	0	0	1	0	0	2.5993e-19	2.51607e-19	0.784046	4333.75
400%+	Mobile Home	Other Fuel	FL	Not Available	0	0	0	0	1	4.34536e-19	1.40966e-19	0.269216	1029.99
400%+	Mobile Home	Other Fuel	FL	Owner	0	0	1	0	0	4.34536e-19	1.40966e-19	0.204233	793.587
400%+	Mobile Home	Other Fuel	FL	Renter	0	0	1	0	0	2.00295e-56	1.46756e-60	3.71421e-21	1.41082e-17
400%+	Mobile Home	Other Fuel	GA	Not Available	0	0	0	0	1	5.56534e-19	2.89841e-19	0.369568	1850.25
400%+	Mobile Home	Other Fuel	GA	Owner	0	0	1	0	0	1.26133e-19	5.95515e-20	0.127082	646.183
400%+	Mobile Home	Other Fuel	GA	Renter	0	0	1	0	0	1.52134e-19	8.66346e-20	0.86394	4294.27
400%+	Mobile Home	Other Fuel	HI	Not Available	0	0	0	0	1	4.7619e-18	4.7619e-18	18.5157	99781.1
400%+	Mobile Home	Other Fuel	HI	Owner	0.0497202	0	0.65498	0.295299	0	4.7619e-18	4.7619e-18	14.7407	79694.6
400%+	Mobile Home	Other Fuel	HI	Renter	0.110136	0	0.889864	0	0	4.7619e-18	4.7619e-18	3.77505	20086.5
400%+	Mobile Home	Other Fuel	IA	Not Available	0	0	0	0	1	1.50229e-19	5.70978e-20	0.0494595	109.755
400%+	Mobile Home	Other Fuel	IA	Owner	0	0	1	0	0	1.50229e-19	5.70978e-20	0.0494595	109.755
400%+	Mobile Home	Other Fuel	IA	Renter	0.0328981	0	0.967102	0	0	7.66361e-55	1.48585e-58	1.38768e-20	4.43438e-17
400%+	Mobile Home	Other Fuel	ID	Not Available	0	0	0	0	1	8.26594e-19	4.89455e-19	0.375484	531.936
400%+	Mobile Home	Other Fuel	ID	Owner	0	0	1	0	0	8.26594e-19	4.89455e-19	0.352016	510.886
400%+	Mobile Home	Other Fuel	ID	Renter	0	0	1	0	0	4.11313e-55	1.93907e-58	2.10196e-20	5.79773e-17
400%+	Mobile Home	Other Fuel	IL	Not Available	0	0	0	0	1	1.31749e-18	8.10512e-19	4.08618	41185.5
400%+	Mobile Home	Other Fuel	IL	Owner	0	0	1	0	0	4.5133e-19	3.80462e-19	2.66568	27083.4
400%+	Mobile Home	Other Fuel	IL	Renter	0	0	1	0	0	2.07417e-19	8.03544e-20	0.0615391	521.219
400%+	Mobile Home	Other Fuel	IN	Not Available	0	0	0	0	1	4.17346e-55	6.96754e-59	1.86071e-19	2.19729e-15
400%+	Mobile Home	Other Fuel	IN	Owner	0	0	0.998258	0.00174164	0	4.17346e-55	6.96754e-59	1.77171e-19	2.10898e-15
400%+	Mobile Home	Other Fuel	IN	Renter	0	0	1	0	0	4.17346e-55	6.96754e-59	8.89997e-21	8.83159e-17
400%+	Mobile Home	Other Fuel	KS	Not Available	0	0	0	0	1	7.51123e-19	5.8946e-19	0.124874	250.447
400%+	Mobile Home	Other Fuel	KS	Owner	0	0	1	0	0	7.51123e-19	5.8946e-19	0.124874	250.447
400%+	Mobile Home	Other Fuel	KS	Renter	0.0200283	0	0.979972	0	0	1.59544e-54	2.65946e-58	1.45883e-20	4.21325e-17
400%+	Mobile Home	Other Fuel	KY	Not Available	0	0	0	0	1	0.00852554	29.6879	0.293666	1691.55
400%+	Mobile Home	Other Fuel	KY	Owner	0	0	1	0	0	0.00852554	29.6879	0.278982	1691.34
400%+	Mobile Home	Other Fuel	KY	Renter	0	0	1	0	0	1.21857e-39	1.51628e-39	3.88262e-21	2.28456e-17
400%+	Mobile Home	Other Fuel	LA	Not Available	0	0	0	0	1	9.81387e-19	7.62743e-19	0.205882	1826.95
400%+	Mobile Home	Other Fuel	LA	Owner	0	0	1	0	0	8.4118e-19	7.62727e-19	0.194442	1826.92
400%+	Mobile Home	Other Fuel	LA	Renter	0	1.64533e-10	1	0	0	1.41067e-24	7.72228e-29	5.17896e-06	0.0335474
400%+	Mobile Home	Other Fuel	MA	Not Available	0	0	0	0	1	5.12049e-54	1.16165e-57	5.31786e-21	1.09836e-17
400%+	Mobile Home	Other Fuel	MA	Owner	0	0	1	0	0	5.12049e-54	1.16165e-57	4.83442e-21	1.02455e-17
