Dependency=Census Division RECS	Dependency=Geometry Building Type RECS	Dependency=Geometry Stories Low Rise	Dependency=Vintage ACS	Option=Finished Attic or Cathedral Ceilings	Option=None	Option=Unvented Attic	Option=Vented Attic	source_count	source_weight	fallback_count	fallback_weight
South Atlantic	Multi-Family with 5+ Units	1	1960-79	0	1	0	0	118	318332	118	318332
South Atlantic	Multi-Family with 5+ Units	2	1960-79	0	1	0	0	118	318332	118	318332
South Atlantic	Multi-Family with 5+ Units	3	1960-79	0	1	0	0	118	318332	118	318332
South Atlantic	Multi-Family with 5+ Units	4+	1960-79	0	1	0	0	118	318332	118	318332
South Atlantic	Single-Family Attached	1	1960-79	0	0.65871	0	0.34129	22	149611	22	149611
South Atlantic	Single-Family Attached	2	1960-79	0.0471064	0.312532	0.0152767	0.625085	38	175708	38	175708
South Atlantic	Single-Family Attached	3	1960-79	0.0340805	0.388298	0.0929849	0.484636	4	17883.9	62	237629
South Atlantic	Single-Family Attached	4+	1960-79	0	1	0	0	0	0	11	42818.1
South Atlantic	Single-Family Detached	1	1960-79	0	0.345695	0.0377823	0.616523	323	2.62689e+06	323	2.62689e+06
South Atlantic	Single-Family Detached	2	1960-79	0.0555515	0.211533	0.0510545	0.681861	124	783973	124	783973
South Atlantic	Single-Family Detached	3	1960-79	0.160071	0.229452	0.0650899	0.545386	5	29866.6	55	345745
South Atlantic	Single-Family Detached	4+	1960-79	0	1	0	0	0	0	11	42818.1
South Atlantic	Mobile Home	1	1980-99	0	1	0	0	112	269044	112	269044
South Atlantic	Mobile Home	2	1980-99	0	1	0	0	112	269044	112	269044
South Atlantic	Mobile Home	3	1980-99	0	1	0	0	112	269044	112	269044
South Atlantic	Mobile Home	4+	1980-99	0	1	0	0	112	269044	112	269044
South Atlantic	Multi-Family with 2 - 4 Units	1	1980-99	0	1	0	0	43	92411.7	43	92411.7
South Atlantic	Multi-Family with 2 - 4 Units	2	1980-99	0	1	0	0	43	92411.7	43	92411.7
South Atlantic	Multi-Family with 2 - 4 Units	3	1980-99	0	1	0	0	43	92411.7	43	92411.7
South Atlantic	Multi-Family with 2 - 4 Units	4+	1980-99	0	1	0	0	43	92411.7	43	92411.7
South Atlantic	Multi-Family with 5+ Units	1	1980-99	0	1	0	0	127	361120	127	361120
South Atlantic	Multi-Family with 5+ Units	2	1980-99	0	1	0	0	127	361120	127	361120
South Atlantic	Multi-Family with 5+ Units	3	1980-99	0	1	0	0	127	361120	127	361120
South Atlantic	Multi-Family with 5+ Units	4+	1980-99	0	1	0	0	127	361120	127	361120
South Atlantic	Single-Family Attached	1	1980-99	0	0.379492	0.122793	0.497714	29	200365	29	200365
South Atlantic	Single-Family Attached	2	1980-99	0.0323929	0.383141	0.0605363	0.52393	68	374833	68	374833
South Atlantic	Single-Family Attached	3	1980-99	0	0.371382	0.107476	0.521142	10	41926.3	10	41926.3
South Atlantic	Single-Family Attached	4+	1980-99	0	1	0	0	2	1685.9	11	42818.1
South Atlantic	Single-Family Detached	1	1980-99	0	0.243151	0.0331832	0.723666	305	2.74523e+06	305	2.74523e+06
South Atlantic	Single-Family Detached	2	1980-99	0.0580661	0.183058	0.0641385	0.694738	295	2.10714e+06	295	2.10714e+06
South Atlantic	Single-Family Detached	3	1980-99	0.0458728	0.246992	0.0458728	0.661263	16	104027	16	104027
South Atlantic	Single-Family Detached	4+	1980-99	0	1	0	0	0	0	11	42818.1
South Atlantic	Mobile Home	1	2000-09	0	1	0	0	35	69082.3	35	69082.3
South Atlantic	Mobile Home	2	2000-09	0	1	0	0	35	69082.3	35	69082.3
South Atlantic	Mobile Home	3	2000-09	0	1	0	0	35	69082.3	35	69082.3
South Atlantic	Mobile Home	4+	2000-09	0	1	0	0	35	69082.3	35	69082.3
South Atlantic	Multi-Family with 2 - 4 Units	1	2000-09	0	1	0	0	19	35635.3	19	35635.3
South Atlantic	Multi-Family with 2 - 4 Units	2	2000-09	0	1	0	0	19	35635.3	19	35635.3
South Atlantic	Multi-Family with 2 - 4 Units	3	2000-09	0	1	0	0	19	35635.3	19	35635.3
South Atlantic	Multi-Family with 2 - 4 Units	4+	2000-09	0	1	0	0	19	35635.3	19	35635.3
South Atlantic	Multi-Family with 5+ Units	1	2000-09	0	1	0	0	91	213021	91	213021
South Atlantic	Multi-Family with 5+ Units	2	2000-09	0	1	0	0	91	213021	91	213021
South Atlantic	Multi-Family with 5+ Units	3	2000-09	0	1	0	0	91	213021	91	213021
South Atlantic	Multi-Family with 5+ Units	4+	2000-09	0	1	0	0	91	213021	91	213021
South Atlantic	Single-Family Attached	1	2000-09	0	0.441881	0.0445025	0.513617	26	155289	26	155289
South Atlantic	Single-Family Attached	2	2000-09	0.0630934	0.424316	0.0434718	0.469119	50	270736	50	270736
South Atlantic	Single-Family Attached	3	2000-09	0	0.0853194	0.0810269	0.833654	10	46444.5	10	46444.5
South Atlantic	Single-Family Attached	4+	2000-09	0	1	0	0	1	3426	11	42818.1
South Atlantic	Single-Family Detached	1	2000-09	0	0.237364	0.0564349	0.706201	155	1.19977e+06	155	1.19977e+06
South Atlantic	Single-Family Detached	2	2000-09	0.0619604	0.158945	0.0669031	0.712192	184	1.19489e+06	184	1.19489e+06
South Atlantic	Single-Family Detached	3	2000-09	0.230694	0.245842	0	0.523464	8	46177.1	10	54472
South Atlantic	Single-Family Detached	4+	2000-09	0	1	0	0	0	0	11	42818.1
South Atlantic	Mobile Home	1	2010s	0	1	0	0	19	40624	19	40624
South Atlantic	Mobile Home	2	2010s	0	1	0	0	19	40624	19	40624
South Atlantic	Mobile Home	3	2010s	0	1	0	0	19	40624	19	40624
South Atlantic	Mobile Home	4+	2010s	0	1	0	0	19	40624	19	40624
South Atlantic	Multi-Family with 2 - 4 Units	1	2010s	0	1	0	0	12	22766.7	12	22766.7
South Atlantic	Multi-Family with 2 - 4 Units	2	2010s	0	1	0	0	12	22766.7	12	22766.7
South Atlantic	Multi-Family with 2 - 4 Units	3	2010s	0	1	0	0	12	22766.7	12	22766.7
South Atlantic	Multi-Family with 2 - 4 Units	4+	2010s	0	1	0	0	12	22766.7	12	22766.7
South Atlantic	Multi-Family with 5+ Units	1	2010s	0	1	0	0	74	148286	74	148286
South Atlantic	Multi-Family with 5+ Units	2	2010s	0	1	0	0	74	148286	74	148286
South Atlantic	Multi-Family with 5+ Units	3	2010s	0	1	0	0	74	148286	74	148286
South Atlantic	Multi-Family with 5+ Units	4+	2010s	0	1	0	0	74	148286	74	148286
South Atlantic	Single-Family Attached	1	2010s	0	0.412228	0.0724537	0.515319	7	32368.9	33	187657
South Atlantic	Single-Family Attached	2	2010s	0.0427186	0.571916	0	0.385366	23	106183	23	106183
South Atlantic	Single-Family Attached	3	2010s	0.0662744	0.496367	0.141901	0.295458	15	70928.4	15	70928.4
South Atlantic	Single-Family Attached	4+	2010s	0	1	0	0	2	1566.59	11	42818.1
South Atlantic	Single-Family Detached	1	2010s	0	0.323151	0.0576737	0.619176	111	802164	111	802164
South Atlantic	Single-Family Detached	2	2010s	0.0547603	0.120985	0.0550695	0.769186	110	652488	110	652488
South Atlantic	Single-Family Detached	3	2010s	0.230694	0.245842	0	0.523464	2	8294.84	10	54472
South Atlantic	Single-Family Detached	4+	2010s	0	1	0	0	1	2878.32	11	42818.1
South Atlantic	Mobile Home	1	<1940	0	1	0	0	1	3489.51	14	34841.4
South Atlantic	Mobile Home	2	<1940	0	1	0	0	1	3489.51	14	34841.4
South Atlantic	Mobile Home	3	<1940	0	1	0	0	1	3489.51	14	34841.4
South Atlantic	Mobile Home	4+	<1940	0	1	0	0	1	3489.51	14	34841.4
South Atlantic	Multi-Family with 2 - 4 Units	1	<1940	0	1	0	0	23	21021.9	23	21021.9
South Atlantic	Multi-Family with 2 - 4 Units	2	<1940	0	1	0	0	23	21021.9	23	21021.9
South Atlantic	Multi-Family with 2 - 4 Units	3	<1940	0	1	0	0	23	21021.9	23	21021.9
South Atlantic	Multi-Family with 2 - 4 Units	4+	<1940	0	1	0	0	23	21021.9	23	21021.9
South Atlantic	Multi-Family with 5+ Units	1	<1940	0	1	0	0	45	32484.4	45	32484.4
South Atlantic	Multi-Family with 5+ Units	2	<1940	0	1	0	0	45	32484.4	45	32484.4
South Atlantic	Multi-Family with 5+ Units	3	<1940	0	1	0	0	45	32484.4	45	32484.4
South Atlantic	Multi-Family with 5+ Units	4+	<1940	0	1	0	0	45	32484.4	45	32484.4
South Atlantic	Single-Family Attached	1	<1940	0	0.595458	0.0791264	0.325416	6	36523.3	26	124657
South Atlantic	Single-Family Attached	2	<1940	0.0554024	0.533064	0.054382	0.357152	50	91346.2	50	91346.2
South Atlantic	Single-Family Attached	3	<1940	0.138448	0.761654	0.0191332	0.0807647	12	17694.7	12	17694.7
South Atlantic	Single-Family Attached	4+	<1940	0	1	0	0	1	845.253	11	42818.1
South Atlantic	Single-Family Detached	1	<1940	0	0.297874	0.0540146	0.648112	77	539187	77	539187
South Atlantic	Single-Family Detached	2	<1940	0.113769	0.212818	0.0831735	0.590239	106	490145	106	490145
South Atlantic	Single-Family Detached	3	<1940	0.156637	0.283075	0.0942007	0.466088	6	37258.9	14	96936.2
South Atlantic	Single-Family Detached	4+	<1940	0	1	0	0	0	0	11	42818.1
West North Central	Mobile Home	1	1940-59	0	1	0	0	2	874.587	131	243453
West North Central	Mobile Home	2	1940-59	0	1	0	0	2	874.587	131	243453
West North Central	Mobile Home	3	1940-59	0	1	0	0	2	874.587	131	243453
West North Central	Mobile Home	4+	1940-59	0	1	0	0	2	874.587	131	243453
West North Central	Multi-Family with 2 - 4 Units	1	1940-59	0	1	0	0	16	12074.3	16	12074.3
West North Central	Multi-Family with 2 - 4 Units	2	1940-59	0	1	0	0	16	12074.3	16	12074.3
West North Central	Multi-Family with 2 - 4 Units	3	1940-59	0	1	0	0	16	12074.3	16	12074.3
West North Central	Multi-Family with 2 - 4 Units	4+	1940-59	0	1	0	0	16	12074.3	16	12074.3
West North Central	Multi-Family with 5+ Units	1	1940-59	0	1	0	0	30	25948.1	30	25948.1
West North Central	Multi-Family with 5+ Units	2	1940-59	0	1	0	0	30	25948.1	30	25948.1
West North Central	Multi-Family with 5+ Units	3	1940-59	0	1	0	0	30	25948.1	30	25948.1
West North Central	Multi-Family with 5+ Units	4+	1940-59	0	1	0	0	30	25948.1	30	25948.1
West North Central	Single-Family Attached	1	1940-59	0	0.459913	0.121323	0.418765	6	19430.5	10	48227.4
West North Central	Single-Family Attached	2	1940-59	0.167478	0.200208	0.0847772	0.547538	7	12231.2	22	97839.7
West North Central	Single-Family Attached	3	1940-59	0	0.797091	0.0305212	0.172388	0	0	25	106776
West North Central	Single-Family Attached	4+	1940-59	0	1	0	0	0	0	11	36137.3
West North Central	Single-Family Detached	1	1940-59	0	0.356586	0.0454832	0.597931	241	752715	241	752715
West North Central	Single-Family Detached	2	1940-59	0.0743012	0.310174	0.0420073	0.573518	183	370089	183	370089
West North Central	Single-Family Detached	3	1940-59	0.141831	0.766666	0.00804005	0.0834628	7	21976.2	10	52722.8
West North Central	Single-Family Detached	4+	1940-59	0	1	0	0	0	0	11	36137.3
West North Central	Mobile Home	1	1960-79	0	1	0	0	17	17744.2	17	17744.2
West North Central	Mobile Home	2	1960-79	0	1	0	0	17	17744.2	17	17744.2
West North Central	Mobile Home	3	1960-79	0	1	0	0	17	17744.2	17	17744.2
West North Central	Mobile Home	4+	1960-79	0	1	0	0	17	17744.2	17	17744.2
West North Central	Multi-Family with 2 - 4 Units	1	1960-79	0	1	0	0	25	47865.5	25	47865.5
West North Central	Multi-Family with 2 - 4 Units	2	1960-79	0	1	0	0	25	47865.5	25	47865.5
West North Central	Multi-Family with 2 - 4 Units	3	1960-79	0	1	0	0	25	47865.5	25	47865.5
West North Central	Multi-Family with 2 - 4 Units	4+	1960-79	0	1	0	0	25	47865.5	25	47865.5
West North Central	Multi-Family with 5+ Units	1	1960-79	0	1	0	0	52	78709.1	52	78709.1
West North Central	Multi-Family with 5+ Units	2	1960-79	0	1	0	0	52	78709.1	52	78709.1
West North Central	Multi-Family with 5+ Units	3	1960-79	0	1	0	0	52	78709.1	52	78709.1
West North Central	Multi-Family with 5+ Units	4+	1960-79	0	1	0	0	52	78709.1	52	78709.1
West North Central	Single-Family Attached	1	1960-79	0	0.897757	0	0.102243	10	30343.7	10	30343.7
West North Central	Single-Family Attached	2	1960-79	0	0.515481	0	0.484519	10	31460.6	10	31460.6
West North Central	Single-Family Attached	3	1960-79	0	0.797091	0.0305212	0.172388	3	9593.51	25	106776
West North Central	Single-Family Attached	4+	1960-79	0	1	0	0	0	0	11	36137.3
West North Central	Single-Family Detached	1	1960-79	0	0.435823	0.0307332	0.533444	228	980370	228	980370
West North Central	Single-Family Detached	2	1960-79	0.0466951	0.367089	0.0421825	0.544033	114	496713	114	496713
West North Central	Single-Family Detached	3	1960-79	0	0.649182	0	0.350818	10	29124.3	10	29124.3
West North Central	Single-Family Detached	4+	1960-79	0	1	0	0	3	8385.72	11	36137.3
West North Central	Mobile Home	1	1980-99	0	1	0	0	27	38992.2	27	38992.2
West North Central	Mobile Home	2	1980-99	0	1	0	0	27	38992.2	27	38992.2
West North Central	Mobile Home	3	1980-99	0	1	0	0	27	38992.2	27	38992.2
West North Central	Mobile Home	4+	1980-99	0	1	0	0	27	38992.2	27	38992.2
West North Central	Multi-Family with 2 - 4 Units	1	1980-99	0	1	0	0	13	19892.7	13	19892.7
West North Central	Multi-Family with 2 - 4 Units	2	1980-99	0	1	0	0	13	19892.7	13	19892.7
West North Central	Multi-Family with 2 - 4 Units	3	1980-99	0	1	0	0	13	19892.7	13	19892.7
West North Central	Multi-Family with 2 - 4 Units	4+	1980-99	0	1	0	0	13	19892.7	13	19892.7
West North Central	Multi-Family with 5+ Units	1	1980-99	0	1	0	0	55	104386	55	104386
West North Central	Multi-Family with 5+ Units	2	1980-99	0	1	0	0	55	104386	55	104386
West North Central	Multi-Family with 5+ Units	3	1980-99	0	1	0	0	55	104386	55	104386
West North Central	Multi-Family with 5+ Units	4+	1980-99	0	1	0	0	55	104386	55	104386
West North Central	Single-Family Attached	1	1980-99	0	0.464472	0	0.535528	30	101084	30	101084
West North Central	Single-Family Attached	2	1980-99	0.0698326	0.516217	0	0.41395	20	55680.1	20	55680.1
West North Central	Single-Family Attached	3	1980-99	0	0.797091	0.0305212	0.172388	4	15686.6	25	106776
West North Central	Single-Family Attached	4+	1980-99	0	1	0	0	0	0	11	36137.3
West North Central	Single-Family Detached	1	1980-99	0	0.369354	0.0230497	0.607596	133	614405	133	614405
West North Central	Single-Family Detached	2	1980-99	0	0.280667	0.00628836	0.713044	117	559704	117	559704
West North Central	Single-Family Detached	3	1980-99	0.00409357	0.680344	0.00409357	0.311469	6	24437.8	15	110881
West North Central	Single-Family Detached	4+	1980-99	0	1	0	0	4	9646.44	11	36137.3
West North Central	Mobile Home	1	2000-09	0	1	0	0	14	19636.6	14	19636.6
West North Central	Mobile Home	2	2000-09	0	1	0	0	14	19636.6	14	19636.6
West North Central	Mobile Home	3	2000-09	0	1	0	0	14	19636.6	14	19636.6
West North Central	Mobile Home	4+	2000-09	0	1	0	0	14	19636.6	14	19636.6
West North Central	Multi-Family with 2 - 4 Units	1	2000-09	0	1	0	0	11	12144.7	11	12144.7
West North Central	Multi-Family with 2 - 4 Units	2	2000-09	0	1	0	0	11	12144.7	11	12144.7
West North Central	Multi-Family with 2 - 4 Units	3	2000-09	0	1	0	0	11	12144.7	11	12144.7
West North Central	Multi-Family with 2 - 4 Units	4+	2000-09	0	1	0	0	11	12144.7	11	12144.7
West North Central	Multi-Family with 5+ Units	1	2000-09	0	1	0	0	29	36504	29	36504
West North Central	Multi-Family with 5+ Units	2	2000-09	0	1	0	0	29	36504	29	36504
West North Central	Multi-Family with 5+ Units	3	2000-09	0	1	0	0	29	36504	29	36504
West North Central	Multi-Family with 5+ Units	4+	2000-09	0	1	0	0	29	36504	29	36504
West North Central	Single-Family Attached	1	2000-09	0	0.595537	0	0.404463	14	32484.2	14	32484.2
West North Central	Single-Family Attached	2	2000-09	0.0455443	0.374404	0.129082	0.45097	17	39450.1	17	39450.1
West North Central	Single-Family Attached	3	2000-09	0	0.780928	0	0.219072	1	848.661	10	37287.4
West North Central	Single-Family Attached	4+	2000-09	0	1	0	0	0	0	11	36137.3
West North Central	Single-Family Detached	1	2000-09	0	0.351206	0.0112638	0.63753	104	399655	104	399655
West North Central	Single-Family Detached	2	2000-09	0.0291959	0.355057	0.0291959	0.586551	65	248618	65	248618
West North Central	Single-Family Detached	3	2000-09	0.106387	0.537958	0	0.355655	4	7469.21	12	54564.7
West North Central	Single-Family Detached	4+	2000-09	0	1	0	0	0	0	11	36137.3
West North Central	Mobile Home	1	2010s	0	1	0	0	8	7676.56	22	27313.2
West North Central	Mobile Home	2	2010s	0	1	0	0	8	7676.56	22	27313.2
West North Central	Mobile Home	3	2010s	0	1	0	0	8	7676.56	22	27313.2
West North Central	Mobile Home	4+	2010s	0	1	0	0	8	7676.56	22	27313.2
West North Central	Multi-Family with 2 - 4 Units	1	2010s	0	1	0	0	6	4397.72	17	16542.5
West North Central	Multi-Family with 2 - 4 Units	2	2010s	0	1	0	0	6	4397.72	17	16542.5
West North Central	Multi-Family with 2 - 4 Units	3	2010s	0	1	0	0	6	4397.72	17	16542.5
West North Central	Multi-Family with 2 - 4 Units	4+	2010s	0	1	0	0	6	4397.72	17	16542.5
West North Central	Multi-Family with 5+ Units	1	2010s	0	1	0	0	37	45655.4	37	45655.4
West North Central	Multi-Family with 5+ Units	2	2010s	0	1	0	0	37	45655.4	37	45655.4
West North Central	Multi-Family with 5+ Units	3	2010s	0	1	0	0	37	45655.4	37	45655.4
West North Central	Multi-Family with 5+ Units	4+	2010s	0	1	0	0	37	45655.4	37	45655.4
West North Central	Single-Family Attached	1	2010s	0	0.705152	0.0711177	0.22373	17	41832	17	41832
West North Central	Single-Family Attached	2	2010s	0	0.416235	0	0.583765	11	14446.3	11	14446.3
West North Central	Single-Family Attached	3	2010s	0	0.780928	0	0.219072	1	4478.7	10	37287.4
West North Central	Single-Family Attached	4+	2010s	0	1	0	0	0	0	11	36137.3
West North Central	Single-Family Detached	1	2010s	0	0.341057	0.0388185	0.620125	70	255888	70	255888
West North Central	Single-Family Detached	2	2010s	0	0.427131	0	0.572869	34	122736	34	122736
West North Central	Single-Family Detached	3	2010s	0.106387	0.537958	0	0.355655	2	6588.53	12	54564.7
West North Central	Single-Family Detached	4+	2010s	0	1	0	0	0	0	11	36137.3
West North Central	Mobile Home	1	<1940	0	1	0	0	2	2260.13	131	243453
West North Central	Mobile Home	2	<1940	0	1	0	0	2	2260.13	131	243453
West North Central	Mobile Home	3	<1940	0	1	0	0	2	2260.13	131	243453
West North Central	Mobile Home	4+	<1940	0	1	0	0	2	2260.13	131	243453
West North Central	Multi-Family with 2 - 4 Units	1	<1940	0	1	0	0	11	19978.8	11	19978.8
West North Central	Multi-Family with 2 - 4 Units	2	<1940	0	1	0	0	11	19978.8	11	19978.8
West North Central	Multi-Family with 2 - 4 Units	3	<1940	0	1	0	0	11	19978.8	11	19978.8
West North Central	Multi-Family with 2 - 4 Units	4+	<1940	0	1	0	0	11	19978.8	11	19978.8
West North Central	Multi-Family with 5+ Units	1	<1940	0	1	0	0	20	24961.9	20	24961.9
West North Central	Multi-Family with 5+ Units	2	<1940	0	1	0	0	20	24961.9	20	24961.9
West North Central	Multi-Family with 5+ Units	3	<1940	0	1	0	0	20	24961.9	20	24961.9
West North Central	Multi-Family with 5+ Units	4+	<1940	0	1	0	0	20	24961.9	20	24961.9
West North Central	Single-Family Attached	1	<1940	0	0.459913	0.121323	0.418765	3	13771.5	10	48227.4
West North Central	Single-Family Attached	2	<1940	0.167478	0.200208	0.0847772	0.547538	4	5421.16	22	97839.7
West North Central	Single-Family Attached	3	<1940	0	0.797091	0.0305212	0.172388	0	0	25	106776
West North Central	Single-Family Attached	4+	<1940	0	1	0	0	0	0	11	36137.3
West North Central	Single-Family Detached	1	<1940	0	0.289151	0.0850272	0.625822	119	472544	119	472544
West North Central	Single-Family Detached	2	<1940	0.0722715	0.331289	0.0363265	0.560113	153	598584	153	598584
West North Central	Single-Family Detached	3	<1940	0.141831	0.766666	0.00804005	0.0834628	3	9111.7	10	52722.8
West North Central	Single-Family Detached	4+	<1940	0	1	0	0	0	0	11	36137.3
West South Central	Mobile Home	1	1940-59	0	1	0	0	2	3447	14	34841.4
West South Central	Mobile Home	2	1940-59	0	1	0	0	2	3447	14	34841.4
West South Central	Mobile Home	3	1940-59	0	1	0	0	2	3447	14	34841.4
West South Central	Mobile Home	4+	1940-59	0	1	0	0	2	3447	14	34841.4
West South Central	Multi-Family with 2 - 4 Units	1	1940-59	0	1	0	0	5	7581.44	45	68681.8
West South Central	Multi-Family with 2 - 4 Units	2	1940-59	0	1	0	0	5	7581.44	45	68681.8
West South Central	Multi-Family with 2 - 4 Units	3	1940-59	0	1	0	0	5	7581.44	45	68681.8
West South Central	Multi-Family with 2 - 4 Units	4+	1940-59	0	1	0	0	5	7581.44	45	68681.8
West South Central	Multi-Family with 5+ Units	1	1940-59	0	1	0	0	13	21596.8	13	21596.8
West South Central	Multi-Family with 5+ Units	2	1940-59	0	1	0	0	13	21596.8	13	21596.8
West South Central	Multi-Family with 5+ Units	3	1940-59	0	1	0	0	13	21596.8	13	21596.8
West South Central	Multi-Family with 5+ Units	4+	1940-59	0	1	0	0	13	21596.8	13	21596.8
West South Central	Single-Family Attached	1	1940-59	0	0.783232	0.0327938	0.183974	14	35399.9	14	35399.9
West South Central	Single-Family Attached	2	1940-59	0.0490557	0.502562	0.0484081	0.399974	4	8313.37	68	199609
West South Central	Single-Family Attached	3	1940-59	0.113654	0.625252	0.0157067	0.245388	0	0	13	29895.8
West South Central	Single-Family Attached	4+	1940-59	0	1	0	0	0	0	11	42818.1
West South Central	Single-Family Detached	1	1940-59	0	0.368036	0.0517161	0.580248	194	1.11568e+06	194	1.11568e+06
West South Central	Single-Family Detached	2	1940-59	0.118935	0.402601	0.0908645	0.3876	21	90952.7	21	90952.7
West South Central	Single-Family Detached	3	1940-59	0.156637	0.283075	0.0942007	0.466088	3	5133.12	14	96936.2
West South Central	Single-Family Detached	4+	1940-59	0	1	0	0	0	0	11	42818.1
West South Central	Mobile Home	1	1960-79	0	1	0	0	21	37069.7	21	37069.7
West South Central	Mobile Home	2	1960-79	0	1	0	0	21	37069.7	21	37069.7
West South Central	Mobile Home	3	1960-79	0	1	0	0	21	37069.7	21	37069.7
West South Central	Mobile Home	4+	1960-79	0	1	0	0	21	37069.7	21	37069.7
West South Central	Multi-Family with 2 - 4 Units	1	1960-79	0	1	0	0	21	50050.3	21	50050.3
West South Central	Multi-Family with 2 - 4 Units	2	1960-79	0	1	0	0	21	50050.3	21	50050.3
West South Central	Multi-Family with 2 - 4 Units	3	1960-79	0	1	0	0	21	50050.3	21	50050.3
West South Central	Multi-Family with 2 - 4 Units	4+	1960-79	0	1	0	0	21	50050.3	21	50050.3
West South Central	Multi-Family with 5+ Units	1	1960-79	0	1	0	0	42	138822	42	138822
West South Central	Multi-Family with 5+ Units	2	1960-79	0	1	0	0	42	138822	42	138822
West South Central	Multi-Family with 5+ Units	3	1960-79	0	1	0	0	42	138822	42	138822
West South Central	Multi-Family with 5+ Units	4+	1960-79	0	1	0	0	42	138822	42	138822
West South Central	Single-Family Attached	1	1960-79	0	0.563004	0.196081	0.240916	16	59230.5	16	59230.5
West South Central	Single-Family Attached	2	1960-79	0.0381281	0.383747	0.012365	0.565759	8	35044.4	49	217083
West South Central	Single-Family Attached	3	1960-79	0.0340805	0.388298	0.0929849	0.484636	0	0	62	237629
West South Central	Single-Family Attached	4+	1960-79	0	1	0	0	0	0	11	42818.1
West South Central	Single-Family Detached	1	1960-79	0	0.25387	0.0569474	0.689183	309	2.27766e+06	309	2.27766e+06
West South Central	Single-Family Detached	2	1960-79	0.0471508	0.0988847	0.0471508	0.806814	37	257494	37	257494
West South Central	Single-Family Detached	3	1960-79	0.160071	0.229452	0.0650899	0.545386	1	8499.12	55	345745
West South Central	Single-Family Detached	4+	1960-79	0	1	0	0	1	10247.3	11	42818.1
West South Central	Mobile Home	1	1980-99	0	1	0	0	63	137531	63	137531
West South Central	Mobile Home	2	1980-99	0	1	0	0	63	137531	63	137531
West South Central	Mobile Home	3	1980-99	0	1	0	0	63	137531	63	137531
West South Central	Mobile Home	4+	1980-99	0	1	0	0	63	137531	63	137531
West South Central	Multi-Family with 2 - 4 Units	1	1980-99	0	1	0	0	38	94943.1	38	94943.1
West South Central	Multi-Family with 2 - 4 Units	2	1980-99	0	1	0	0	38	94943.1	38	94943.1
West South Central	Multi-Family with 2 - 4 Units	3	1980-99	0	1	0	0	38	94943.1	38	94943.1
West South Central	Multi-Family with 2 - 4 Units	4+	1980-99	0	1	0	0	38	94943.1	38	94943.1
West South Central	Multi-Family with 5+ Units	1	1980-99	0	1	0	0	58	201214	58	201214
West South Central	Multi-Family with 5+ Units	2	1980-99	0	1	0	0	58	201214	58	201214
West South Central	Multi-Family with 5+ Units	3	1980-99	0	1	0	0	58	201214	58	201214
West South Central	Multi-Family with 5+ Units	4+	1980-99	0	1	0	0	58	201214	58	201214
West South Central	Single-Family Attached	1	1980-99	0	0.519239	0.112104	0.368658	15	48615.7	15	48615.7
West South Central	Single-Family Attached	2	1980-99	0.0314319	0.382746	0.0507816	0.53504	8	27494.6	96	446836
West South Central	Single-Family Attached	3	1980-99	0	0.377417	0.138998	0.483585	3	9313.18	15	56103.5
West South Central	Single-Family Attached	4+	1980-99	0	1	0	0	0	0	11	42818.1
West South Central	Single-Family Detached	1	1980-99	0	0.212882	0.110407	0.67671	242	1.82475e+06	242	1.82475e+06
West South Central	Single-Family Detached	2	1980-99	0.103103	0.101635	0.0993605	0.695901	99	751612	99	751612
West South Central	Single-Family Detached	3	1980-99	0.0402998	0.216985	0.0402998	0.702415	0	0	19	118413
West South Central	Single-Family Detached	4+	1980-99	0	1	0	0	0	0	11	42818.1
West South Central	Mobile Home	1	2000-09	0	1	0	0	27	50546	27	50546
West South Central	Mobile Home	2	2000-09	0	1	0	0	27	50546	27	50546
West South Central	Mobile Home	3	2000-09	0	1	0	0	27	50546	27	50546
West South Central	Mobile Home	4+	2000-09	0	1	0	0	27	50546	27	50546
West South Central	Multi-Family with 2 - 4 Units	1	2000-09	0	1	0	0	14	29437.1	14	29437.1
West South Central	Multi-Family with 2 - 4 Units	2	2000-09	0	1	0	0	14	29437.1	14	29437.1
West South Central	Multi-Family with 2 - 4 Units	3	2000-09	0	1	0	0	14	29437.1	14	29437.1
West South Central	Multi-Family with 2 - 4 Units	4+	2000-09	0	1	0	0	14	29437.1	14	29437.1
West South Central	Multi-Family with 5+ Units	1	2000-09	0	1	0	0	34	105670	34	105670
West South Central	Multi-Family with 5+ Units	2	2000-09	0	1	0	0	34	105670	34	105670
West South Central	Multi-Family with 5+ Units	3	2000-09	0	1	0	0	34	105670	34	105670
West South Central	Multi-Family with 5+ Units	4+	2000-09	0	1	0	0	34	105670	34	105670
West South Central	Single-Family Attached	1	2000-09	0	0.233314	0.0595735	0.707113	9	26233.9	15	44600.1
West South Central	Single-Family Attached	2	2000-09	0.0435382	0.4447	0.0833111	0.428451	8	32239.6	14	56703
West South Central	Single-Family Attached	3	2000-09	0.0357304	0.342313	0.105107	0.516849	2	8322.24	29	131561
West South Central	Single-Family Attached	4+	2000-09	0	1	0	0	0	0	11	42818.1
West South Central	Single-Family Detached	1	2000-09	0	0.088556	0.0827336	0.82871	150	995978	150	995978
West South Central	Single-Family Detached	2	2000-09	0.0953688	0.118222	0.0950923	0.691317	87	648109	87	648109
