Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Vintage	Option=Ducted Heat Pump	Option=Ducted Heating	Option=Non-Ducted Heat Pump	Option=Non-Ducted Heating	Option=None	source_count	source_weight	fallback_count	fallback_weight
Single-Family Detached	None	MN	2010s	0	0	0	0	1	0	0	115	716729
Single-Family Detached	Other Fuel	MN	2010s	0	0.201339	0	0.798661	0	0	0	13	76043
Single-Family Detached	Propane	MN	2010s	0	0.568991	0	0.431009	0	3	17960	16	52647
Single-Family Detached	Wood	MN	2010s	0	0.201339	0	0.798661	0	1	6023.48	13	76043
Single-Family Detached	Electricity	MN	<1940	0.23903	0.269147	0.128328	0.363495	0	1	5525.28	21	65837
Single-Family Detached	Fuel Oil	MN	<1940	0	0.841802	0	0.158198	0	2	11753.6	53	188589
Single-Family Detached	Natural Gas	MN	<1940	0	0.79093	0	0.20907	0	37	202803	37	202803
Single-Family Detached	None	MN	<1940	0	0	0	0	1	0	0	77	520210
Single-Family Detached	Other Fuel	MN	<1940	0	0.144735	0	0.855265	0	0	0	22	135204
Single-Family Detached	Propane	MN	<1940	0	1	0	0	0	14	75403.3	14	75403.3
Single-Family Detached	Wood	MN	<1940	0	0.144735	0	0.855265	0	0	0	22	135204
Mobile Home	Electricity	MO	1940s	0.222519	0.312799	0.119464	0.345218	0	0	0	24	27366.8
Mobile Home	Fuel Oil	MO	1940s	0	0.841802	0	0.158198	0	0	0	53	72976.8
Mobile Home	Natural Gas	MO	1940s	0	0.870692	0	0.129308	0	0	0	197	311619
Mobile Home	None	MO	1940s	0	0	0	0	1	0	0	77	520210
Mobile Home	Other Fuel	MO	1940s	0	0.144735	0	0.855265	0	0	0	22	52318.9
Mobile Home	Propane	MO	1940s	0	0.837078	0	0.162922	0	0	0	48	67308.4
Mobile Home	Wood	MO	1940s	0	0.144735	0	0.855265	0	0	0	22	52318.9
Mobile Home	Electricity	MO	1950s	0.172437	0.390234	0	0.437329	0	0	0	12	37422
Mobile Home	Fuel Oil	MO	1950s	0	0.5805	0	0.4195	0	0	0	13	47976.3
Mobile Home	Natural Gas	MO	1950s	0	0.971628	0	0.0283723	0	0	0	136	660595
Mobile Home	None	MO	1950s	0	0	0	0	1	0	0	77	520210
Mobile Home	Other Fuel	MO	1950s	0	0.13651	0	0.86349	0	0	0	23	198821
Mobile Home	Propane	MO	1950s	0	0.640099	0	0.359901	0	0	0	12	43509.2
Mobile Home	Wood	MO	1950s	0	0.13651	0	0.86349	0	0	0	23	198821
Mobile Home	Electricity	MO	1960s	0.268154	0.201221	0	0.530625	0	1	8456.09	14	65064.8
Mobile Home	Fuel Oil	MO	1960s	0	0.60627	0	0.39373	0	0	0	18	62980.7
Mobile Home	Natural Gas	MO	1960s	0	0.931189	0	0.0688113	0	0	0	115	531795
Mobile Home	None	MO	1960s	0	0	0	0	1	0	0	136	786693
Mobile Home	Other Fuel	MO	1960s	0	0.091797	0	0.908203	0	0	0	16	110762
Mobile Home	Propane	MO	1960s	0	0.600844	0	0.399156	0	0	0	17	62124.7
Mobile Home	Wood	MO	1960s	0	0.091797	0	0.908203	0	0	0	16	110762
Mobile Home	Electricity	MO	1970s	0.249102	0.454078	0	0.296819	0	1	11012.2	49	213734
Mobile Home	Fuel Oil	MO	1970s	0	0.754292	0	0.245708	0	0	0	31	124157
Mobile Home	Natural Gas	MO	1970s	0	0.980897	0	0.0191031	0	0	0	160	610723
Mobile Home	None	MO	1970s	0	0	0	0	1	0	0	136	786693
Mobile Home	Other Fuel	MO	1970s	0	0.0189361	0	0.981064	0	0	0	13	87544.5
Mobile Home	Propane	MO	1970s	0	0.7394	0	0.2606	0	0	0	29	117062
Mobile Home	Wood	MO	1970s	0	0.0189361	0	0.981064	0	0	0	13	87544.5
Mobile Home	Electricity	MO	1980s	0.297354	0.560029	0	0.142617	0	3	23552.8	35	118437
Mobile Home	Fuel Oil	MO	1980s	0	0.708579	0	0.291421	0	0	0	15	41079.8
Mobile Home	Natural Gas	MO	1980s	0	0.998011	0	0.00198889	0	0	0	90	390528
Mobile Home	None	MO	1980s	0	0	0	0	1	0	0	139	843203
Mobile Home	Other Fuel	MO	1980s	0	0.256606	0	0.743394	0	0	0	15	116132
Mobile Home	Propane	MO	1980s	0	0.750393	0	0.249607	0	0	0	14	38790.7
Mobile Home	Wood	MO	1980s	0	0.256606	0	0.743394	0	0	0	15	116132
Mobile Home	Electricity	MO	1990s	0.276414	0.528703	0	0.194883	0	4	40992.4	30	166408
Mobile Home	Fuel Oil	MO	1990s	0	0.902981	0	0.0970191	0	0	0	29	128735
Mobile Home	Natural Gas	MO	1990s	0	0.984629	0	0.0153713	0	1	10479.5	137	666223
Mobile Home	None	MO	1990s	0	0	0	0	1	0	0	139	843203
Mobile Home	Other Fuel	MO	1990s	0	0.256606	0	0.743394	0	0	0	15	116132
Mobile Home	Propane	MO	1990s	0	0.902292	0	0.0977081	0	1	10136.2	28	127827
Mobile Home	Wood	MO	1990s	0	0.256606	0	0.743394	0	0	0	15	116132
Mobile Home	Electricity	MO	2000s	0.36534	0.434995	0	0.199665	0	3	26147.2	48	202240
Mobile Home	Fuel Oil	MO	2000s	0	0.897007	0	0.102993	0	0	0	25	108110
Mobile Home	Natural Gas	MO	2000s	0	1	0	0	0	0	0	142	475638
Mobile Home	None	MO	2000s	0	0	0	0	1	0	0	115	716729
Mobile Home	Other Fuel	MO	2000s	0	0.201339	0	0.798661	0	0	0	13	76043
Mobile Home	Propane	MO	2000s	0	0.891428	0	0.108572	0	1	8160.94	24	102555
Mobile Home	Wood	MO	2000s	0	0.201339	0	0.798661	0	0	0	13	76043
Mobile Home	Electricity	MO	2010s	0.381934	0.454452	0.0232411	0.140372	0	1	7851.36	39	152110
Mobile Home	Fuel Oil	MO	2010s	0	0.57574	0	0.42426	0	0	0	19	55367.9
Mobile Home	Natural Gas	MO	2010s	0	0.949237	0	0.0507628	0	1	8890.96	82	252507
Mobile Home	None	MO	2010s	0	0	0	0	1	0	0	115	716729
Mobile Home	Other Fuel	MO	2010s	0	0.201339	0	0.798661	0	0	0	13	76043
Mobile Home	Propane	MO	2010s	0	0.584171	0	0.415829	0	0	0	18	54568.9
Mobile Home	Wood	MO	2010s	0	0.201339	0	0.798661	0	0	0	13	76043
Mobile Home	Electricity	MO	<1940	0.222519	0.312799	0.119464	0.345218	0	0	0	24	70722
Mobile Home	Fuel Oil	MO	<1940	0	0.841802	0	0.158198	0	0	0	53	188589
Mobile Home	Natural Gas	MO	<1940	0	0.870692	0	0.129308	0	0	0	197	805296
Mobile Home	None	MO	<1940	0	0	0	0	1	0	0	77	520210
Mobile Home	Other Fuel	MO	<1940	0	0.144735	0	0.855265	0	0	0	22	135204
Mobile Home	Propane	MO	<1940	0	0.837078	0	0.162922	0	0	0	48	173940
Mobile Home	Wood	MO	<1940	0	0.144735	0	0.855265	0	0	0	22	135204
Multi-Family with 2 - 4 Units	Electricity	MO	1940s	0	0.560681	0	0.439319	0	1	3264.28	12	27796.3
Multi-Family with 2 - 4 Units	Fuel Oil	MO	1940s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Natural Gas	MO	1940s	0	0.772063	0	0.227937	0	6	18544.6	17	38170.5
Multi-Family with 2 - 4 Units	None	MO	1940s	0	0	0	0	1	0	0	32	344131
Multi-Family with 2 - 4 Units	Other Fuel	MO	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Propane	MO	1940s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Wood	MO	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Electricity	MO	1950s	0.176435	0.428172	0	0.395393	0	0	0	18	178981
Multi-Family with 2 - 4 Units	Fuel Oil	MO	1950s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Natural Gas	MO	1950s	0	0.693613	0	0.306387	0	0	0	14	177362
Multi-Family with 2 - 4 Units	None	MO	1950s	0	0	0	0	1	0	0	32	344131
Multi-Family with 2 - 4 Units	Other Fuel	MO	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Propane	MO	1950s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Wood	MO	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Electricity	MO	1960s	0.159168	0.240458	0	0.600374	0	2	28223.9	26	314394
Multi-Family with 2 - 4 Units	Fuel Oil	MO	1960s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Natural Gas	MO	1960s	0	0.742138	0	0.257862	0	2	28024.4	10	75763.9
Multi-Family with 2 - 4 Units	None	MO	1960s	0	0	0	0	1	0	0	92	888481
Multi-Family with 2 - 4 Units	Other Fuel	MO	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Propane	MO	1960s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Wood	MO	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Electricity	MO	1970s	0.119041	0.336953	0	0.544006	0	0	0	29	152499
Multi-Family with 2 - 4 Units	Fuel Oil	MO	1970s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Natural Gas	MO	1970s	0	0.645348	0	0.354652	0	1	11194.6	18	156069
Multi-Family with 2 - 4 Units	None	MO	1970s	0	0	0	0	1	0	0	92	888481
Multi-Family with 2 - 4 Units	Other Fuel	MO	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Propane	MO	1970s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Wood	MO	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Electricity	MO	1980s	0.156459	0.33457	0.082227	0.426744	0	1	10598.5	28	223064
Multi-Family with 2 - 4 Units	Fuel Oil	MO	1980s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Natural Gas	MO	1980s	0	0.709592	0	0.290408	0	0	0	19	140492
Multi-Family with 2 - 4 Units	None	MO	1980s	0	0	0	0	1	0	0	84	965118
Multi-Family with 2 - 4 Units	Other Fuel	MO	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Propane	MO	1980s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Wood	MO	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Electricity	MO	1990s	0.32478	0.397866	0	0.277354	0	0	0	10	66909.3
Multi-Family with 2 - 4 Units	Fuel Oil	MO	1990s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Natural Gas	MO	1990s	0	0.908466	0	0.0915341	0	0	0	26	308002
Multi-Family with 2 - 4 Units	None	MO	1990s	0	0	0	0	1	0	0	84	965118
Multi-Family with 2 - 4 Units	Other Fuel	MO	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Propane	MO	1990s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Wood	MO	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Electricity	MO	2000s	0.121477	0.640895	0	0.237627	0	0	0	21	100241
Multi-Family with 2 - 4 Units	Fuel Oil	MO	2000s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Natural Gas	MO	2000s	0	0.887732	0	0.112268	0	0	0	18	93205.6
Multi-Family with 2 - 4 Units	None	MO	2000s	0	0	0	0	1	0	0	76	725667
Multi-Family with 2 - 4 Units	Other Fuel	MO	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Propane	MO	2000s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Wood	MO	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Electricity	MO	2010s	0.320607	0.564501	0	0.114892	0	1	6830.85	23	93929.9
Multi-Family with 2 - 4 Units	Fuel Oil	MO	2010s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Natural Gas	MO	2010s	0	0.882298	0	0.117702	0	0	0	15	89610.9
Multi-Family with 2 - 4 Units	None	MO	2010s	0	0	0	0	1	0	0	76	725667
Multi-Family with 2 - 4 Units	Other Fuel	MO	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Propane	MO	2010s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Wood	MO	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Electricity	MO	<1940	0	0.560681	0	0.439319	0	1	8435.65	12	71832
Multi-Family with 2 - 4 Units	Fuel Oil	MO	<1940	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Natural Gas	MO	<1940	0	0.772063	0	0.227937	0	6	47923.4	17	98641.3
Multi-Family with 2 - 4 Units	None	MO	<1940	0	0	0	0	1	0	0	32	344131
Multi-Family with 2 - 4 Units	Other Fuel	MO	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Propane	MO	<1940	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 2 - 4 Units	Wood	MO	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Electricity	MO	1940s	0	0.560681	0	0.439319	0	1	3786.47	12	27796.3
Multi-Family with 5+ Units	Fuel Oil	MO	1940s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Natural Gas	MO	1940s	0	0.772063	0	0.227937	0	1	3564.11	17	38170.5
Multi-Family with 5+ Units	None	MO	1940s	0	0	0	0	1	0	0	32	344131
Multi-Family with 5+ Units	Other Fuel	MO	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Propane	MO	1940s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Wood	MO	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Electricity	MO	1950s	0.176435	0.428172	0	0.395393	0	1	13051.1	18	178981
Multi-Family with 5+ Units	Fuel Oil	MO	1950s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Natural Gas	MO	1950s	0	0.693613	0	0.306387	0	0	0	14	177362
Multi-Family with 5+ Units	None	MO	1950s	0	0	0	0	1	0	0	32	344131
Multi-Family with 5+ Units	Other Fuel	MO	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Propane	MO	1950s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Wood	MO	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Electricity	MO	1960s	0.159168	0.240458	0	0.600374	0	0	0	26	314394
Multi-Family with 5+ Units	Fuel Oil	MO	1960s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Natural Gas	MO	1960s	0	0.644238	0	0.355762	0	0	0	17	131336
Multi-Family with 5+ Units	None	MO	1960s	0	0	0	0	1	0	0	92	888481
Multi-Family with 5+ Units	Other Fuel	MO	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Propane	MO	1960s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Wood	MO	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Electricity	MO	1970s	0.107424	0.25571	0	0.636866	0	0	0	21	105527
Multi-Family with 5+ Units	Fuel Oil	MO	1970s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Natural Gas	MO	1970s	0	0.620036	0	0.379964	0	1	11502	14	116741
Multi-Family with 5+ Units	None	MO	1970s	0	0	0	0	1	0	0	92	888481
Multi-Family with 5+ Units	Other Fuel	MO	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Propane	MO	1970s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Wood	MO	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Electricity	MO	1980s	0.178585	0.234138	0.108041	0.479236	0	7	86233.6	20	169768
Multi-Family with 5+ Units	Fuel Oil	MO	1980s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Natural Gas	MO	1980s	0	0.689992	0	0.310008	0	3	34181.1	17	131609
Multi-Family with 5+ Units	None	MO	1980s	0	0	0	0	1	0	0	84	965118
Multi-Family with 5+ Units	Other Fuel	MO	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Propane	MO	1980s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Wood	MO	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Electricity	MO	1990s	0.32478	0.397866	0	0.277354	0	1	11935.7	10	66909.3
Multi-Family with 5+ Units	Fuel Oil	MO	1990s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Natural Gas	MO	1990s	0	0.908466	0	0.0915341	0	0	0	26	308002
Multi-Family with 5+ Units	None	MO	1990s	0	0	0	0	1	0	0	84	965118
Multi-Family with 5+ Units	Other Fuel	MO	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Propane	MO	1990s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Wood	MO	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Electricity	MO	2000s	0	0.735582	0	0.264418	0	3	32176.6	16	82384.5
Multi-Family with 5+ Units	Fuel Oil	MO	2000s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Natural Gas	MO	2000s	0	0.832532	0	0.167468	0	0	0	12	62483.6
Multi-Family with 5+ Units	None	MO	2000s	0	0	0	0	1	0	0	76	725667
Multi-Family with 5+ Units	Other Fuel	MO	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Propane	MO	2000s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Wood	MO	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Electricity	MO	2010s	0.350112	0.537035	0	0.112853	0	3	34075	21	86014.2
Multi-Family with 5+ Units	Fuel Oil	MO	2010s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Natural Gas	MO	2010s	0	0.868052	0	0.131948	0	1	9380.92	11	79935.6
Multi-Family with 5+ Units	None	MO	2010s	0	0	0	0	1	0	0	76	725667
Multi-Family with 5+ Units	Other Fuel	MO	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Propane	MO	2010s	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Wood	MO	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Electricity	MO	<1940	0	0.560681	0	0.439319	0	1	9785.1	12	71832
Multi-Family with 5+ Units	Fuel Oil	MO	<1940	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Natural Gas	MO	<1940	0	0.772063	0	0.227937	0	1	9210.47	17	98641.3
Multi-Family with 5+ Units	None	MO	<1940	0	0	0	0	1	0	0	32	344131
Multi-Family with 5+ Units	Other Fuel	MO	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Propane	MO	<1940	0	0.333146	0	0.666854	0	0	0	19	118077
Multi-Family with 5+ Units	Wood	MO	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Single-Family Attached	Electricity	MO	1940s	0.222519	0.312799	0.119464	0.345218	0	0	0	24	27366.8
Single-Family Attached	Fuel Oil	MO	1940s	0	0.841802	0	0.158198	0	0	0	53	72976.8
Single-Family Attached	Natural Gas	MO	1940s	0	0.873613	0	0.126387	0	2	3581.38	195	308121
Single-Family Attached	None	MO	1940s	0	0	0	0	1	0	0	77	520210
Single-Family Attached	Other Fuel	MO	1940s	0	0.144735	0	0.855265	0	0	0	22	52318.9
Single-Family Attached	Propane	MO	1940s	0	0.837078	0	0.162922	0	0	0	48	67308.4
Single-Family Attached	Wood	MO	1940s	0	0.144735	0	0.855265	0	0	0	22	52318.9
Single-Family Attached	Electricity	MO	1950s	0.172437	0.390234	0	0.437329	0	0	0	12	37422
Single-Family Attached	Fuel Oil	MO	1950s	0	0.5805	0	0.4195	0	0	0	13	47976.3
Single-Family Attached	Natural Gas	MO	1950s	0	0.971628	0	0.0283723	0	1	5851.07	136	660595
Single-Family Attached	None	MO	1950s	0	0	0	0	1	0	0	77	520210
Single-Family Attached	Other Fuel	MO	1950s	0	0.13651	0	0.86349	0	0	0	23	198821
Single-Family Attached	Propane	MO	1950s	0	0.640099	0	0.359901	0	0	0	12	43509.2
Single-Family Attached	Wood	MO	1950s	0	0.13651	0	0.86349	0	0	0	23	198821
Single-Family Attached	Electricity	MO	1960s	0.30821	0.231279	0	0.46051	0	0	0	13	56608.7
Single-Family Attached	Fuel Oil	MO	1960s	0	0.60627	0	0.39373	0	0	0	18	62980.7
Single-Family Attached	Natural Gas	MO	1960s	0	0.929729	0	0.0702708	0	2	10726	113	520750
Single-Family Attached	None	MO	1960s	0	0	0	0	1	0	0	136	786693
Single-Family Attached	Other Fuel	MO	1960s	0	0.091797	0	0.908203	0	0	0	16	110762
Single-Family Attached	Propane	MO	1960s	0	0.594108	0	0.405892	0	0	0	16	61093.7
Single-Family Attached	Wood	MO	1960s	0	0.091797	0	0.908203	0	0	0	16	110762
Single-Family Attached	Electricity	MO	1970s	0.265195	0.418811	0	0.315994	0	2	12858.3	46	200765
Single-Family Attached	Fuel Oil	MO	1970s	0	0.754292	0	0.245708	0	0	0	31	124157
Single-Family Attached	Natural Gas	MO	1970s	0	0.9287	0	0.0713003	0	2	9293.66	13	37856.5
Single-Family Attached	None	MO	1970s	0	0	0	0	1	0	0	136	786693
Single-Family Attached	Other Fuel	MO	1970s	0	0.0189361	0	0.981064	0	0	0	13	87544.5
Single-Family Attached	Propane	MO	1970s	0	0.741087	0	0.258913	0	0	0	27	110348
Single-Family Attached	Wood	MO	1970s	0	0.0189361	0	0.981064	0	0	0	13	87544.5
Single-Family Attached	Electricity	MO	1980s	0.29362	0.526445	0	0.179935	0	1	5938.82	31	93873.3
Single-Family Attached	Fuel Oil	MO	1980s	0	0.708579	0	0.291421	0	0	0	15	41079.8
Single-Family Attached	Natural Gas	MO	1980s	0	1	0	0	0	1	4678.56	16	52161.1
Single-Family Attached	None	MO	1980s	0	0	0	0	1	0	0	139	843203
Single-Family Attached	Other Fuel	MO	1980s	0	0.256606	0	0.743394	0	0	0	15	116132
Single-Family Attached	Propane	MO	1980s	0	0.685652	0	0.314348	0	1	5384.49	12	30801.6
Single-Family Attached	Wood	MO	1980s	0	0.256606	0	0.743394	0	0	0	15	116132
Single-Family Attached	Electricity	MO	1990s	0.279432	0.538478	0	0.182089	0	1	6922.48	24	122434
Single-Family Attached	Fuel Oil	MO	1990s	0	0.902981	0	0.0970191	0	0	0	29	128735
Single-Family Attached	Natural Gas	MO	1990s	0	1	0	0	0	3	17283.4	27	95024.6
Single-Family Attached	None	MO	1990s	0	0	0	0	1	0	0	139	843203
Single-Family Attached	Other Fuel	MO	1990s	0	0.256606	0	0.743394	0	0	0	15	116132
Single-Family Attached	Propane	MO	1990s	0	0.933576	0	0.0664244	0	0	0	23	101249
Single-Family Attached	Wood	MO	1990s	0	0.256606	0	0.743394	0	0	0	15	116132
Single-Family Attached	Electricity	MO	2000s	0.356087	0.465143	0	0.17877	0	1	4827.9	44	171587
Single-Family Attached	Fuel Oil	MO	2000s	0	0.897007	0	0.102993	0	0	0	25	108110
Single-Family Attached	Natural Gas	MO	2000s	0	1	0	0	0	1	3787.82	25	55426.1
Single-Family Attached	None	MO	2000s	0	0	0	0	1	0	0	115	716729
Single-Family Attached	Other Fuel	MO	2000s	0	0.201339	0	0.798661	0	0	0	13	76043
Single-Family Attached	Propane	MO	2000s	0	0.915101	0	0.084899	0	1	4091.61	18	70897.2
Single-Family Attached	Wood	MO	2000s	0	0.201339	0	0.798661	0	0	0	13	76043
Single-Family Attached	Electricity	MO	2010s	0.371509	0.444476	0.0261392	0.157876	0	2	11331.9	36	135245
Single-Family Attached	Fuel Oil	MO	2010s	0	0.57574	0	0.42426	0	0	0	19	55367.9
Single-Family Attached	Natural Gas	MO	2010s	0	0.882692	0	0.117308	0	1	4390.67	20	34242.9
Single-Family Attached	None	MO	2010s	0	0	0	0	1	0	0	115	716729
Single-Family Attached	Other Fuel	MO	2010s	0	0.201339	0	0.798661	0	0	0	13	76043
Single-Family Attached	Propane	MO	2010s	0	0.568991	0	0.431009	0	0	0	16	52647
Single-Family Attached	Wood	MO	2010s	0	0.201339	0	0.798661	0	0	0	13	76043
Single-Family Attached	Electricity	MO	<1940	0.222519	0.312799	0.119464	0.345218	0	0	0	24	70722
Single-Family Attached	Fuel Oil	MO	<1940	0	0.841802	0	0.158198	0	0	0	53	188589
Single-Family Attached	Natural Gas	MO	<1940	0	0.873613	0	0.126387	0	2	9255.11	195	796255
Single-Family Attached	None	MO	<1940	0	0	0	0	1	0	0	77	520210
Single-Family Attached	Other Fuel	MO	<1940	0	0.144735	0	0.855265	0	0	0	22	135204
Single-Family Attached	Propane	MO	<1940	0	0.837078	0	0.162922	0	0	0	48	173940
Single-Family Attached	Wood	MO	<1940	0	0.144735	0	0.855265	0	0	0	22	135204
Single-Family Detached	Electricity	MO	1940s	0.23903	0.269147	0.128328	0.363495	0	3	8819.69	21	25476.4
Single-Family Detached	Fuel Oil	MO	1940s	0	0.841802	0	0.158198	0	0	0	53	72976.8
Single-Family Detached	Natural Gas	MO	1940s	0	0.924314	0	0.0756861	0	26	70534.2	26	70534.2
Single-Family Detached	None	MO	1940s	0	0	0	0	1	1	4280.71	77	520210
Single-Family Detached	Other Fuel	MO	1940s	0	0.144735	0	0.855265	0	0	0	22	52318.9
Single-Family Detached	Propane	MO	1940s	0	0.836574	0	0.163426	0	5	13249.5	47	67101
Single-Family Detached	Wood	MO	1940s	0	0.144735	0	0.855265	0	2	5394.77	22	52318.9
Single-Family Detached	Electricity	MO	1950s	0.106718	0.421224	0	0.472058	0	1	7676.17	11	34668.9
Single-Family Detached	Fuel Oil	MO	1950s	0	0.5805	0	0.4195	0	0	0	13	47976.3
Single-Family Detached	Natural Gas	MO	1950s	0	1	0	0	0	24	190298	24	190298
Single-Family Detached	None	MO	1950s	0	0	0	0	1	0	0	77	520210
Single-Family Detached	Other Fuel	MO	1950s	0	0.13651	0	0.86349	0	0	0	23	198821
Single-Family Detached	Propane	MO	1950s	0	0.640099	0	0.359901	0	1	8245.6	12	43509.2
Single-Family Detached	Wood	MO	1950s	0	0.13651	0	0.86349	0	0	0	23	198821
Single-Family Detached	Electricity	MO	1960s	0.30821	0.231279	0	0.46051	0	3	22823.7	13	56608.7
Single-Family Detached	Fuel Oil	MO	1960s	0	0.60627	0	0.39373	0	0	0	18	62980.7
Single-Family Detached	Natural Gas	MO	1960s	0	0.889964	0	0.110036	0	18	145631	18	145631
