Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage	Option=EnergyStar	Option=None	Option=Standard	Option=Void	source_count	source_weight	fallback_count	fallback_weight
Yes	200-300%	Single-Family Attached	Owner	1980s	0.449696	0	0.550304	0	1.95469	4805.26	1.95469	4805.26
Yes	200-300%	Single-Family Attached	Owner	1990s	0.446497	0	0.553503	0	1.50983	4167.02	1.50983	4167.02
Yes	200-300%	Single-Family Attached	Owner	2000s	0.448833	0	0.551167	0	2.17038	5291.88	2.17038	5291.88
Yes	200-300%	Single-Family Attached	Owner	2010s	0.445094	0	0.554906	0	1.32784	2726.49	1.32784	2726.49
Yes	200-300%	Single-Family Attached	Owner	<1940	0.435638	0	0.564362	0	1.3211	3005.28	1.3211	3005.28
Yes	200-300%	Single-Family Attached	Renter	1940s	0.380309	0	0.619691	0	0.554559	551.305	0.554559	551.305
Yes	200-300%	Single-Family Attached	Renter	1950s	0.368405	0	0.631595	0	0.200886	680.161	0.200886	680.161
Yes	200-300%	Single-Family Attached	Renter	1960s	0.37441	0	0.62559	0	0.31972	1024.91	0.31972	1024.91
Yes	200-300%	Single-Family Attached	Renter	1970s	0.378428	0	0.621572	0	0.608317	1746.52	0.608317	1746.52
Yes	200-300%	Single-Family Attached	Renter	1980s	0.393827	0	0.606173	0	0.82052	2278.01	0.82052	2278.01
Yes	200-300%	Single-Family Attached	Renter	1990s	0.390743	0	0.609257	0	0.633781	1975.44	0.633781	1975.44
Yes	200-300%	Single-Family Attached	Renter	2000s	0.392995	0	0.607005	0	0.911061	2508.7	0.911061	2508.7
Yes	200-300%	Single-Family Attached	Renter	2010s	0.389392	0	0.610608	0	0.557388	1292.54	0.557388	1292.54
Yes	200-300%	Single-Family Attached	Renter	<1940	0.380309	0	0.619691	0	0.554559	1424.7	0.554559	1424.7
Yes	200-300%	Single-Family Detached	Not Available	1940s	0	0	0	1	30.6613	38538.5	30.6613	38538.5
Yes	200-300%	Single-Family Detached	Not Available	1950s	0	0	0	1	21.908	102531	21.908	102531
Yes	200-300%	Single-Family Detached	Not Available	1960s	0	0	0	1	21.1197	86050.4	21.1197	86050.4
Yes	200-300%	Single-Family Detached	Not Available	1970s	0	0	0	1	28.7235	109134	28.7235	109134
Yes	200-300%	Single-Family Detached	Not Available	1980s	0	0	0	1	23.0412	90392.9	23.0412	90392.9
Yes	200-300%	Single-Family Detached	Not Available	1990s	0	0	0	1	25.948	111799	25.948	111799
Yes	200-300%	Single-Family Detached	Not Available	2000s	0	0	0	1	29.4461	105373	29.4461	105373
Yes	200-300%	Single-Family Detached	Not Available	2010s	0	0	0	1	17.2768	58758.1	17.2768	58758.1
Yes	200-300%	Single-Family Detached	Not Available	<1940	0	0	0	1	30.6613	99592.3	30.6613	99592.3
Yes	200-300%	Single-Family Detached	Owner	1940s	0.435967	0	0.564033	0	23.6657	29077.8	23.6657	29077.8
Yes	200-300%	Single-Family Detached	Owner	1950s	0.431473	0	0.568527	0	16.9095	77360.9	16.9095	77360.9
Yes	200-300%	Single-Family Detached	Owner	1960s	0.438354	0	0.561646	0	16.3011	64926.1	16.3011	64926.1
Yes	200-300%	Single-Family Detached	Owner	1970s	0.440997	0	0.559003	0	22.17	82342.9	22.17	82342.9
Yes	200-300%	Single-Family Detached	Owner	1980s	0.440186	0	0.559814	0	17.7841	68202.5	17.7841	68202.5
Yes	200-300%	Single-Family Detached	Owner	1990s	0.449718	0	0.550282	0	20.0278	84353.5	20.0278	84353.5
Yes	200-300%	Single-Family Detached	Owner	2000s	0.448877	0	0.551123	0	22.7277	79505.1	22.7277	79505.1
Yes	200-300%	Single-Family Detached	Owner	2010s	0.452352	0	0.547648	0	13.3349	44333.7	13.3349	44333.7
Yes	200-300%	Single-Family Detached	Owner	<1940	0.435967	0	0.564033	0	23.6657	75143.6	23.6657	75143.6
Yes	200-300%	Single-Family Detached	Renter	1940s	0.380624	0	0.619376	0	0.448819	665.136	0.448819	665.136
Yes	200-300%	Single-Family Detached	Renter	1950s	0.376319	0	0.623681	0	0.320688	1769.58	0.320688	1769.58
Yes	200-300%	Single-Family Detached	Renter	1960s	0.382913	0	0.617087	0	0.309149	1485.14	0.309149	1485.14
Yes	200-300%	Single-Family Detached	Renter	1970s	0.385451	0	0.614549	0	0.420452	1883.54	0.420452	1883.54
Yes	200-300%	Single-Family Detached	Renter	1980s	0.384672	0	0.615328	0	0.337275	1560.09	0.337275	1560.09
Yes	200-300%	Single-Family Detached	Renter	1990s	0.393848	0	0.606152	0	0.379825	1929.54	0.379825	1929.54
Yes	200-300%	Single-Family Detached	Renter	2000s	0.393037	0	0.606963	0	0.43103	1818.63	0.43103	1818.63
Yes	200-300%	Single-Family Detached	Renter	2010s	0.39639	0	0.60361	0	0.252896	1014.11	0.252896	1014.11
Yes	200-300%	Single-Family Detached	Renter	<1940	0.380624	0	0.619376	0	0.448819	1718.86	0.448819	1718.86
Yes	300-400%	Mobile Home	Not Available	1940s	0	0	0	1	0.0437784	86.1691	11.3331	14734.9
Yes	300-400%	Mobile Home	Not Available	1950s	0	0	0	1	0.0985015	456.957	0.0985015	456.957
Yes	300-400%	Mobile Home	Not Available	1960s	0	0	0	1	0.224365	1064.24	0.224365	1064.24
Yes	300-400%	Mobile Home	Not Available	1970s	0	0	0	1	1.01785	4572.56	1.01785	4572.56
Yes	300-400%	Mobile Home	Not Available	1980s	0	0	0	1	0.90293	4462.87	0.90293	4462.87
Yes	300-400%	Mobile Home	Not Available	1990s	0	0	0	1	1.32977	6772.09	1.32977	6772.09
Yes	300-400%	Mobile Home	Not Available	2000s	0	0	0	1	0.826318	3445.3	0.826318	3445.3
Yes	300-400%	Mobile Home	Not Available	2010s	0	0	0	1	0.454201	2159.86	0.454201	2159.86
Yes	300-400%	Mobile Home	Not Available	<1940	0	0	0	1	0.0437784	222.681	11.3331	38078.3
Yes	300-400%	Mobile Home	Owner	1940s	0.487941	0	0.512059	0	0.035161	71.0303	9.1023	12146.2
Yes	300-400%	Mobile Home	Owner	1950s	0.417559	0	0.582441	0	0.0791122	376.676	0.0791122	376.676
Yes	300-400%	Mobile Home	Owner	1960s	0.408215	0	0.591785	0	0.1802	877.272	0.1802	877.272
Yes	300-400%	Mobile Home	Owner	1970s	0.419965	0	0.580035	0	0.817493	3769.22	0.817493	3769.22
Yes	300-400%	Mobile Home	Owner	1980s	0.436913	0	0.563087	0	0.725195	3678.81	0.725195	3678.81
Yes	300-400%	Mobile Home	Owner	1990s	0.45503	0	0.54497	0	1.06802	5582.33	1.06802	5582.33
Yes	300-400%	Mobile Home	Owner	2000s	0.456292	0	0.543708	0	0.663664	2840.01	0.663664	2840.01
Yes	300-400%	Mobile Home	Owner	2010s	0.456414	0	0.543586	0	0.364795	1780.4	0.364795	1780.4
Yes	300-400%	Mobile Home	Owner	<1940	0.487941	0	0.512059	0	0.035161	183.559	9.1023	31388.5
Yes	300-400%	Mobile Home	Renter	1940s	0.431042	0	0.568958	0	0.000465143	0.730647	0.120414	124.94
Yes	300-400%	Mobile Home	Renter	1950s	0.363048	0	0.636952	0	0.00104657	3.87464	0.00104657	3.87464
Yes	300-400%	Mobile Home	Renter	1960s	0.354182	0	0.645818	0	0.00238386	9.02397	0.00238386	9.02397
Yes	300-400%	Mobile Home	Renter	1970s	0.365338	0	0.634662	0	0.0108146	38.7718	0.0108146	38.7718
Yes	300-400%	Mobile Home	Renter	1980s	0.381531	0	0.618469	0	0.00959357	37.8417	0.00959357	37.8417
Yes	300-400%	Mobile Home	Renter	1990s	0.398979	0	0.601021	0	0.0141287	57.4221	0.0141287	57.4221
Yes	300-400%	Mobile Home	Renter	2000s	0.4002	0	0.5998	0	0.00877957	29.2135	0.00877957	29.2135
Yes	300-400%	Mobile Home	Renter	2010s	0.400317	0	0.599683	0	0.00482586	18.314	0.00482586	18.314
Yes	300-400%	Mobile Home	Renter	<1940	0.431042	0	0.568958	0	0.000465143	1.88816	0.120414	322.875
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	0.952305	1533.06	0.952305	1533.06
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	0.2013	1117.47	0.2013	1117.47
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	0.387116	2245.77	0.387116	2245.77
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	0.627128	3410.29	0.627128	3410.29
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	0.63487	3570.88	0.63487	3570.88
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	0.425827	2380.69	0.425827	2380.69
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	0.456797	2306.84	0.456797	2306.84
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	0.387116	1737.62	0.387116	1737.62
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	0.952305	3961.78	0.952305	3961.78
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	1940s	0.453241	0	0.546759	0	0.0219552	30.7485	0.0219552	30.7485
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	1950s	0.455868	0	0.544132	0	0.00464094	22.4129	0.00464094	22.4129
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	1960s	0.437491	0	0.562509	0	0.00892489	45.0432	0.00892489	45.0432
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	1970s	0.435889	0	0.564111	0	0.0144583	68.3999	0.0144583	68.3999
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	1980s	0.439083	0	0.560917	0	0.0146368	71.6209	0.0146368	71.6209
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	1990s	0.438267	0	0.561733	0	0.00981737	47.7494	0.00981737	47.7494
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	2000s	0.429028	0	0.570972	0	0.0105314	46.2682	0.0105314	46.2682
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	2010s	0.438646	0	0.561354	0	0.00892489	34.8514	0.00892489	34.8514
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	<1940	0.453241	0	0.546759	0	0.0219552	79.4612	0.0219552	79.4612
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	1940s	0.397249	0	0.602751	0	0.684366	1129.58	0.684366	1129.58
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	1950s	0.399789	0	0.600211	0	0.144663	823.362	0.144663	823.362
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	1960s	0.382086	0	0.617914	0	0.278198	1654.71	0.278198	1654.71
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	1970s	0.380549	0	0.619451	0	0.45068	2512.74	0.45068	2512.74
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	1980s	0.383613	0	0.616387	0	0.456244	2631.07	0.456244	2631.07
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	1990s	0.38283	0	0.61717	0	0.306017	1754.12	0.306017	1754.12
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	2000s	0.373982	0	0.626018	0	0.328273	1699.71	0.328273	1699.71
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	2010s	0.383194	0	0.616806	0	0.278198	1280.3	0.278198	1280.3
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	<1940	0.397249	0	0.602751	0	0.684366	2919.09	0.684366	2919.09
Yes	300-400%	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	0.627159	1237.27	0.627159	1237.27
Yes	300-400%	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	0.216796	1452.01	0.216796	1452.01
Yes	300-400%	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	0.40262	2995.62	0.40262	2995.62
Yes	300-400%	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	1.19238	8056.86	1.19238	8056.86
Yes	300-400%	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	1.39369	10931.2	1.39369	10931.2
Yes	300-400%	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	1.27755	9862.86	1.27755	9862.86
Yes	300-400%	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	2.09053	14130.4	2.09053	14130.4
Yes	300-400%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	2.33055	13736.4	2.33055	13736.4
Yes	300-400%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	0.627159	3197.39	0.627159	3197.39
Yes	300-400%	Multi-Family with 5+ Units	Owner	1940s	0.452341	0	0.547659	0	0.0141008	28.3468	0.0141008	28.3468
Yes	300-400%	Multi-Family with 5+ Units	Owner	1950s	0.435427	0	0.564573	0	0.00487435	33.2666	0.00487435	33.2666
Yes	300-400%	Multi-Family with 5+ Units	Owner	1960s	0.433424	0	0.566576	0	0.00905237	68.632	0.00905237	68.632
Yes	300-400%	Multi-Family with 5+ Units	Owner	1970s	0.439264	0	0.560736	0	0.0268089	184.589	0.0268089	184.589
Yes	300-400%	Multi-Family with 5+ Units	Owner	1980s	0.443164	0	0.556836	0	0.0313351	250.443	0.0313351	250.443
Yes	300-400%	Multi-Family with 5+ Units	Owner	1990s	0.443095	0	0.556905	0	0.0287239	225.965	0.0287239	225.965
Yes	300-400%	Multi-Family with 5+ Units	Owner	2000s	0.444673	0	0.555327	0	0.0470027	323.737	0.0470027	323.737
Yes	300-400%	Multi-Family with 5+ Units	Owner	2010s	0.436554	0	0.563446	0	0.0523993	314.71	0.0523993	314.71
Yes	300-400%	Multi-Family with 5+ Units	Owner	<1940	0.452341	0	0.547659	0	0.0141008	73.2545	0.0141008	73.2545
Yes	300-400%	Multi-Family with 5+ Units	Renter	1940s	0.39638	0	0.60362	0	0.453172	891.063	0.453172	891.063
Yes	300-400%	Multi-Family with 5+ Units	Renter	1950s	0.380106	0	0.619894	0	0.156652	1045.72	0.156652	1045.72
Yes	300-400%	Multi-Family with 5+ Units	Renter	1960s	0.378187	0	0.621813	0	0.290925	2157.4	0.290925	2157.4
Yes	300-400%	Multi-Family with 5+ Units	Renter	1970s	0.383787	0	0.616213	0	0.861587	5802.43	0.861587	5802.43
Yes	300-400%	Multi-Family with 5+ Units	Renter	1980s	0.387535	0	0.612465	0	1.00705	7872.51	1.00705	7872.51
Yes	300-400%	Multi-Family with 5+ Units	Renter	1990s	0.387468	0	0.612532	0	0.923128	7103.08	0.923128	7103.08
Yes	300-400%	Multi-Family with 5+ Units	Renter	2000s	0.388987	0	0.611013	0	1.51057	10176.5	1.51057	10176.5
Yes	300-400%	Multi-Family with 5+ Units	Renter	2010s	0.381186	0	0.618814	0	1.68401	9892.73	1.68401	9892.73
Yes	300-400%	Multi-Family with 5+ Units	Renter	<1940	0.39638	0	0.60362	0	0.453172	2302.71	0.453172	2302.71
Yes	300-400%	Single-Family Attached	Not Available	1940s	0	0	0	1	2.55283	2384.6	2.55283	2384.6
Yes	300-400%	Single-Family Attached	Not Available	1950s	0	0	0	1	0.92475	2941.95	0.92475	2941.95
Yes	300-400%	Single-Family Attached	Not Available	1960s	0	0	0	1	1.47178	4433.13	1.47178	4433.13
Yes	300-400%	Single-Family Attached	Not Available	1970s	0	0	0	1	2.8003	7554.33	2.8003	7554.33
Yes	300-400%	Single-Family Attached	Not Available	1980s	0	0	0	1	3.77715	9853.24	3.77715	9853.24
Yes	300-400%	Single-Family Attached	Not Available	1990s	0	0	0	1	2.91752	8544.51	2.91752	8544.51
Yes	300-400%	Single-Family Attached	Not Available	2000s	0	0	0	1	4.19394	10851.1	4.19394	10851.1
Yes	300-400%	Single-Family Attached	Not Available	2010s	0	0	0	1	2.56585	5590.7	2.56585	5590.7
Yes	300-400%	Single-Family Attached	Not Available	<1940	0	0	0	1	2.55283	6162.36	2.55283	6162.36
Yes	300-400%	Single-Family Attached	Owner	1940s	0.435638	0	0.564362	0	1.02372	938.798	1.02372	938.798
Yes	300-400%	Single-Family Attached	Owner	1950s	0.423186	0	0.576814	0	0.370838	1158.22	0.370838	1158.22
Yes	300-400%	Single-Family Attached	Owner	1960s	0.429477	0	0.570523	0	0.590206	1745.29	0.590206	1745.29
Yes	300-400%	Single-Family Attached	Owner	1970s	0.433676	0	0.566324	0	1.12296	2974.08	1.12296	2974.08
Yes	300-400%	Single-Family Attached	Owner	1980s	0.449696	0	0.550304	0	1.51469	3879.14	1.51469	3879.14
Yes	300-400%	Single-Family Attached	Owner	1990s	0.446497	0	0.553503	0	1.16997	3363.91	1.16997	3363.91
Yes	300-400%	Single-Family Attached	Owner	2000s	0.448833	0	0.551167	0	1.68183	4271.97	1.68183	4271.97
Yes	300-400%	Single-Family Attached	Owner	2010s	0.445094	0	0.554906	0	1.02894	2201.01	1.02894	2201.01
Yes	300-400%	Single-Family Attached	Owner	<1940	0.435638	0	0.564362	0	1.02372	2426.07	1.02372	2426.07
Yes	300-400%	Single-Family Attached	Renter	1940s	0.380309	0	0.619691	0	0.34322	330.969	0.34322	330.969
Yes	300-400%	Single-Family Attached	Renter	1950s	0.368405	0	0.631595	0	0.12433	408.326	0.12433	408.326
Yes	300-400%	Single-Family Attached	Renter	1960s	0.37441	0	0.62559	0	0.197877	615.294	0.197877	615.294
Yes	300-400%	Single-Family Attached	Renter	1970s	0.378428	0	0.621572	0	0.376491	1048.5	0.376491	1048.5
Yes	300-400%	Single-Family Attached	Renter	1980s	0.393827	0	0.606173	0	0.507825	1367.57	0.507825	1367.57
Yes	300-400%	Single-Family Attached	Renter	1990s	0.390743	0	0.609257	0	0.392251	1185.93	0.392251	1185.93
Yes	300-400%	Single-Family Attached	Renter	2000s	0.392995	0	0.607005	0	0.563861	1506.07	0.563861	1506.07
Yes	300-400%	Single-Family Attached	Renter	2010s	0.389392	0	0.610608	0	0.344971	775.957	0.344971	775.957
Yes	300-400%	Single-Family Attached	Renter	<1940	0.380309	0	0.619691	0	0.34322	855.3	0.34322	855.3
Yes	300-400%	Single-Family Detached	Not Available	1940s	0	0	0	1	25.2509	30061	25.2509	30061
Yes	300-400%	Single-Family Detached	Not Available	1950s	0	0	0	1	18.0421	79976.9	18.0421	79976.9
Yes	300-400%	Single-Family Detached	Not Available	1960s	0	0	0	1	17.393	67121.5	17.393	67121.5
Yes	300-400%	Single-Family Detached	Not Available	1970s	0	0	0	1	23.655	85127.3	23.655	85127.3
Yes	300-400%	Single-Family Detached	Not Available	1980s	0	0	0	1	18.9754	70508.8	18.9754	70508.8
Yes	300-400%	Single-Family Detached	Not Available	1990s	0	0	0	1	21.3693	87206	21.3693	87206
Yes	300-400%	Single-Family Detached	Not Available	2000s	0	0	0	1	24.2501	82193.6	24.2501	82193.6
Yes	300-400%	Single-Family Detached	Not Available	2010s	0	0	0	1	14.2281	45832.8	14.2281	45832.8
Yes	300-400%	Single-Family Detached	Not Available	<1940	0	0	0	1	25.2509	77684.6	25.2509	77684.6
Yes	300-400%	Single-Family Detached	Owner	1940s	0.435967	0	0.564033	0	21.3604	25219.5	21.3604	25219.5
Yes	300-400%	Single-Family Detached	Owner	1950s	0.431473	0	0.568527	0	15.2624	67095.9	15.2624	67095.9
Yes	300-400%	Single-Family Detached	Owner	1960s	0.438354	0	0.561646	0	14.7132	56311.1	14.7132	56311.1
Yes	300-400%	Single-Family Detached	Owner	1970s	0.440997	0	0.559003	0	20.0104	71416.9	20.0104	71416.9
Yes	300-400%	Single-Family Detached	Owner	1980s	0.440186	0	0.559814	0	16.0518	59152.8	16.0518	59152.8
Yes	300-400%	Single-Family Detached	Owner	1990s	0.449718	0	0.550282	0	18.0768	73160.7	18.0768	73160.7
Yes	300-400%	Single-Family Detached	Owner	2000s	0.448877	0	0.551123	0	20.5138	68955.6	20.5138	68955.6
Yes	300-400%	Single-Family Detached	Owner	2010s	0.452352	0	0.547648	0	12.036	38451.1	12.036	38451.1
Yes	300-400%	Single-Family Detached	Owner	<1940	0.435967	0	0.564033	0	21.3604	65172.9	21.3604	65172.9
Yes	300-400%	Single-Family Detached	Renter	1940s	0.380624	0	0.619376	0	0.162245	212.425	0.162245	212.425
Yes	300-400%	Single-Family Detached	Renter	1950s	0.376319	0	0.623681	0	0.115927	565.154	0.115927	565.154
Yes	300-400%	Single-Family Detached	Renter	1960s	0.382913	0	0.617087	0	0.111755	474.313	0.111755	474.313
Yes	300-400%	Single-Family Detached	Renter	1970s	0.385451	0	0.614549	0	0.151991	601.55	0.151991	601.55
Yes	300-400%	Single-Family Detached	Renter	1980s	0.384672	0	0.615328	0	0.121923	498.249	0.121923	498.249
Yes	300-400%	Single-Family Detached	Renter	1990s	0.393848	0	0.606152	0	0.137304	616.239	0.137304	616.239
Yes	300-400%	Single-Family Detached	Renter	2000s	0.393037	0	0.606963	0	0.155814	580.819	0.155814	580.819
Yes	300-400%	Single-Family Detached	Renter	2010s	0.39639	0	0.60361	0	0.0914204	323.877	0.0914204	323.877
Yes	300-400%	Single-Family Detached	Renter	<1940	0.380624	0	0.619376	0	0.162245	548.956	0.162245	548.956
Yes	400%+	Mobile Home	Not Available	1940s	0	0	0	1	0.0591055	117.975	15.3009	20173.7
Yes	400%+	Mobile Home	Not Available	1950s	0	0	0	1	0.132987	625.626	0.132987	625.626
Yes	400%+	Mobile Home	Not Available	1960s	0	0	0	1	0.302916	1457.07	0.302916	1457.07
Yes	400%+	Mobile Home	Not Available	1970s	0	0	0	1	1.3742	6260.35	1.3742	6260.35
Yes	400%+	Mobile Home	Not Available	1980s	0	0	0	1	1.21905	6110.17	1.21905	6110.17
Yes	400%+	Mobile Home	Not Available	1990s	0	0	0	1	1.79533	9271.76	1.79533	9271.76
Yes	400%+	Mobile Home	Not Available	2000s	0	0	0	1	1.11562	4717.01	1.11562	4717.01
Yes	400%+	Mobile Home	Not Available	2010s	0	0	0	1	0.61322	2957.1	0.61322	2957.1
Yes	400%+	Mobile Home	Not Available	<1940	0	0	0	1	0.0591055	304.875	15.3009	52133.5
Yes	400%+	Mobile Home	Owner	1940s	0.487941	0	0.512059	0	0.0488072	97.8604	12.635	16734.1
Yes	400%+	Mobile Home	Owner	1950s	0.417559	0	0.582441	0	0.109816	518.957	0.109816	518.957
Yes	400%+	Mobile Home	Owner	1960s	0.408215	0	0.591785	0	0.250137	1208.64	0.250137	1208.64
Yes	400%+	Mobile Home	Owner	1970s	0.419965	0	0.580035	0	1.13477	5192.96	1.13477	5192.96
Yes	400%+	Mobile Home	Owner	1980s	0.436913	0	0.563087	0	1.00665	5068.39	1.00665	5068.39
Yes	400%+	Mobile Home	Owner	1990s	0.45503	0	0.54497	0	1.48252	7690.92	1.48252	7690.92
Yes	400%+	Mobile Home	Owner	2000s	0.456292	0	0.543708	0	0.921235	3912.75	0.921235	3912.75
Yes	400%+	Mobile Home	Owner	2010s	0.456414	0	0.543586	0	0.506374	2452.91	0.506374	2452.91
Yes	400%+	Mobile Home	Owner	<1940	0.487941	0	0.512059	0	0.0488072	252.894	12.635	43244.8
Yes	400%+	Mobile Home	Renter	1940s	0.431042	0	0.568958	0	0.000492245	0.939343	0.12743	160.627
Yes	400%+	Mobile Home	Renter	1950s	0.363048	0	0.636952	0	0.00110755	4.98137	0.00110755	4.98137
Yes	400%+	Mobile Home	Renter	1960s	0.354182	0	0.645818	0	0.00252276	11.6015	0.00252276	11.6015
Yes	400%+	Mobile Home	Renter	1970s	0.365338	0	0.634662	0	0.0114447	49.8462	0.0114447	49.8462
Yes	400%+	Mobile Home	Renter	1980s	0.381531	0	0.618469	0	0.0101526	48.6505	0.0101526	48.6505
Yes	400%+	Mobile Home	Renter	1990s	0.398979	0	0.601021	0	0.0149519	73.8237	0.0149519	73.8237
Yes	400%+	Mobile Home	Renter	2000s	0.4002	0	0.5998	0	0.00929113	37.5578	0.00929113	37.5578
Yes	400%+	Mobile Home	Renter	2010s	0.400317	0	0.599683	0	0.00510704	23.545	0.00510704	23.545
Yes	400%+	Mobile Home	Renter	<1940	0.431042	0	0.568958	0	0.000492245	2.42748	0.12743	415.098
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	3.06528	6445.82	3.06528	6445.82
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	0.647946	4698.43	0.647946	4698.43
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	1.24605	9442.42	1.24605	9442.42
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	2.0186	14338.7	2.0186	14338.7
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	2.04352	15013.9	2.04352	15013.9
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	1.37066	10009.7	1.37066	10009.7
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	1.47034	9699.22	1.47034	9699.22
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	1.24605	7305.91	1.24605	7305.91
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	3.06528	16657.5	3.06528	16657.5
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	1940s	0.453241	0	0.546759	0	0.13575	293.877	0.13575	293.877
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	1950s	0.455868	0	0.544132	0	0.0286951	214.21	0.0286951	214.21
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	1960s	0.437491	0	0.562509	0	0.0551828	430.498	0.0551828	430.498
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	1970s	0.435889	0	0.564111	0	0.0893962	653.729	0.0893962	653.729
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	1980s	0.439083	0	0.560917	0	0.0904998	684.514	0.0904998	684.514
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	1990s	0.438267	0	0.561733	0	0.0607011	456.363	0.0607011	456.363
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	2000s	0.429028	0	0.570972	0	0.0651157	442.206	0.0651157	442.206
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	2010s	0.438646	0	0.561354	0	0.0551828	333.09	0.0551828	333.09
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	<1940	0.453241	0	0.546759	0	0.13575	759.447	0.13575	759.447
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	1940s	0.397249	0	0.602751	0	1.91076	3987.04	1.91076	3987.04
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	1950s	0.399789	0	0.600211	0	0.403901	2906.2	0.403901	2906.2
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	1960s	0.382086	0	0.617914	0	0.776733	5840.58	0.776733	5840.58
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	1970s	0.380549	0	0.619451	0	1.25831	8869.16	1.25831	8869.16
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	1980s	0.383613	0	0.616387	0	1.27384	9286.81	1.27384	9286.81
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	1990s	0.38283	0	0.61717	0	0.854406	6191.48	0.854406	6191.48
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	2000s	0.373982	0	0.626018	0	0.916545	5999.42	0.916545	5999.42
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	2010s	0.383194	0	0.616806	0	0.776733	4519.04	0.776733	4519.04
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	<1940	0.397249	0	0.602751	0	1.91076	10303.4	1.91076	10303.4
Yes	400%+	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	5.4277	12154.1	5.4277	12154.1
