Building,ASHRAE IECC Climate Zone 2004,Bathroom Spot Vent Hour,County and PUMA,AIANNH Area,CEC Climate Zone,City,County,AHS Region,ASHRAE IECC Climate Zone 2004 - Sub-CZ Split,Building America Climate Zone,Dehumidifier,Door Area,Doors,Eaves,Electric Vehicle Battery,Electric Vehicle Miles Traveled,Energystar Climate Zone 2023,Generation And Emissions Assessment Region,Ground Thermal Conductivity,HVAC System Is Faulted,HVAC System Is Scaled,Holiday Lighting,Hot Water Distribution,ISO RTO Region,Interior Shading,Lighting Interior Use,Lighting Other Use,Mechanical Ventilation,Metropolitan and Micropolitan Statistical Area,County Metro Status,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Natural Ventilation,Orientation,Overhangs,PUMA,Geometry Building Type ACS,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Building Type RECS,Cooling Setpoint Has Offset,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Corridor,Neighbors,PUMA Metro Status,REEDS Balancing Area,Radiant Barrier,Range Spot Vent Hour,State,Census Division,Census Division RECS,Census Region,Custom State,Lighting,Location Region,Plug Loads,Usage Level,Clothes Dryer Usage Level,Clothes Washer Usage Level,Cooking Range Usage Level,Dishwasher Usage Level,Hot Water Fixtures,Plug Load Diversity,Refrigerator Usage Level,Vacancy Status,Ceiling Fan,Has PV,Battery,PV Orientation,PV System Size,Tenure,Vintage,Heating Fuel,HVAC Heating Type,HVAC Secondary Heating Fuel,HVAC Secondary Heating Type,HVAC Secondary Heating Efficiency,HVAC Secondary Heating Partial Space Conditioning,Vintage ACS,Geometry Foundation Type,HVAC Cooling Type,Cooling Setpoint,HVAC Has Shared System,HVAC Cooling Efficiency,HVAC Cooling Autosizing Factor,HVAC Has Ducts,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Autosizing Factor,HVAC Heating Type And Fuel,HVAC Shared Efficiencies,HVAC System Single Speed AC Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed ASHP Charge,Heating Setpoint,Heating Setpoint Has Offset,Heating Setpoint Offset Magnitude,Heating Setpoint Offset Period,Income,Income RECS2015,Income RECS2020,Geometry Floor Area,Bedrooms,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Building Type Height,Geometry Stories Low Rise,Geometry Attic Type,Geometry Garage,Geometry Space Combination,Duct Location,Duct Leakage and Insulation,Geometry Story Bin,Geometry Wall Type,Geometry Wall Exterior Finish,HVAC Cooling Partial Space Conditioning,Infiltration,Insulation Ceiling,Insulation Floor,Insulation Foundation Wall,Insulation Rim Joist,Insulation Roof,Insulation Slab,Insulation Wall,Misc Well Pump,Occupants,Area Median Income,Federal Poverty Level,Clothes Washer Presence,Clothes Dryer,Clothes Washer,Cooking Range,Cooling Unavailable Days,Dishwasher,Electric Vehicle Charge At Home,Electric Vehicle Ownership,Electric Vehicle Charger,Electric Vehicle Outlet Access,Heating Unavailable Days,Household Has Tribal Persons,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Refrigerator,Roof Material,State Metro Median Income,Water Heater Fuel,Water Heater Efficiency,Water Heater In Unit,Water Heater Location,Window Areas,Windows
412067,3A,Hour5,"G4500150, G45001204",No,None,In another census Place,"SC, Berkeley County",Non-CBSA South Atlantic,3A,Hot-Humid,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",7000,South-Central,SERTP,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Charleston-North Charleston, SC MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",East,None,"SC, 01204",10 to 19 Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Day Setup and Night Setback -4h,Double-Loaded Interior,12,"In metro area, not/partially in principal city",96,None,Hour3,SC,South Atlantic,South Atlantic,South,Others,100% Incandescent,CR09,106%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,110% Usage,100%,100% Usage,Vacant,"Standard Efficiency, No usage",No,None,None,None,Not Available,1970s,Electricity,Ducted Heating,None,None,None,0%,1960-79,Vented Crawlspace,None,70F,Heating Only,None,None,No,Shared Heating,No,None,Electricity Shared Heating,"Boiler Baseboards Heating Only, Electricity",None,None,None,None,55F,No,0F,None,Not Available,Not Available,Not Available,1000-1499,2,0-1499,2,Bottom,14,Right,"Multi-Family with 5+ Units, 1-3 Stories",2,None,None,"Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage",None,None,<8,Concrete,None,None,40 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",None,"CMU, 6-in Hollow, R-7",None,0,Not Available,Not Available,Yes,Electric,Standard,Electric Resistance,1 week,None,0-19%,No,None,No,3 days,Not Available,None,None,None,None,None,None,EF 15.9,"Asphalt Shingles, Medium",Not Available,Electricity,Electric Standard,No,Conditioned Mechanical Room,F18 B18 L18 R18,"Double, Clear, Metal, Air"
291438,3C,Hour17,"G0600790, G06007901",No,5,In another census Place,"CA, San Luis Obispo County",Non-CBSA Pacific,3C,Marine,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",5000,North-Central,CAISO,2.0,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",South,None,"CA, 07901",Single-Family Detached,None,None,Single-Family Detached,Yes,5F,Night Setup,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",9,No,Hour12,CA,Pacific,Pacific,West,Others,100% Incandescent,CR11,94%,Low,80% Usage,80% Usage,80% Usage,80% Usage,50% Usage,50%,95% Usage,Occupied,Standard Efficiency,Yes,None,Southeast,9.0 kWDC,Owner,1970s,Natural Gas,Non-Ducted Heating,None,None,None,0%,1960-79,Unheated Basement,None,75F,None,None,None,No,"Fuel Boiler, 80% AFUE",No,None,Natural Gas Fuel Boiler,None,None,None,None,None,62F,Yes,12F,Night +4h,60000-69999,60000-79999,60000-99999,1500-1999,3,1500-2499,1,None,None,None,Single-Family Detached,1,Vented Attic,2 Car,"Single-Family Detached, Unheated Basement, Vented Attic, 2 Car Garage",None,None,<8,Wood Frame,"Stucco, Light",None,8 ACH50,R-13,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",None,4,60-80%,200-300%,Yes,Gas,Standard,Gas,Never,290 Rated kWh,80-99%,No,None,Yes,Never,No,EF 19.9,None,None,None,None,None,EF 17.6,Composition Shingles,80-100%,Natural Gas,Natural Gas Standard,Yes,Garage,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain"
331271,6A,Hour23,"G5501270, G55050000",No,None,In another census Place,"WI, Walworth County",Non-CBSA East North Central,6A,Cold,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 200 mile range",9000,Northern,MISO North,1.4,No,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Whitewater-Elkhorn, WI MicroSA",Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"WI, 50000",Single-Family Attached,50,Middle,Single-Family Attached,Yes,2F,Night Setup +2h,Not Applicable,27,Not/partially in metro area,79,No,Hour18,WI,East North Central,East North Central,Midwest,Others,100% LED,CR02,104%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,2000s,Electricity,Ducted Heat Pump,None,None,None,0%,2000-09,Vented Crawlspace,Ducted Heat Pump,75F,None,Ducted Heat Pump,None,Yes,"ASHP, SEER 13, 7.7 HSPF",No,None,Electricity ASHP,None,None,None,None,None,65F,No,0F,None,80000-99999,80000-99999,60000-99999,1000-1499,2,0-1499,1,None,None,None,Single-Family Attached,1,Vented Attic,None,"Single-Family Attached, Vented Crawlspace, Vented Attic, No Garage",Crawlspace,"10% Leakage to Outside, R-6",<8,Wood Frame,"Brick, Medium/Dark",100% Conditioned,8 ACH50,R-49,Ceiling R-13,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-19",None,2,120-150%,400%+,Yes,Electric,Standard,Propane,Never,290 Rated kWh,80-99%,No,None,Yes,Never,No,None,None,None,None,None,None,EF 10.2,Composition Shingles,120-150%,Natural Gas,Natural Gas Standard,Yes,Living Space,F12 B12 L12 R12,"Double, Clear, Metal, Air"
67855,5B,Hour5,"G1600010, G16000800",No,None,"ID, Boise City","ID, Ada County",Non-CBSA Mountain,5B,Cold,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 200 mile range",7000,Northern,Northern Grid East,2.6,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boise City, ID MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"ID, 00800",Single-Family Attached,12,Middle,Single-Family Attached,Yes,2F,Night Setup -2h,Not Applicable,27,"In metro area, not/partially in principal city",15,No,Hour17,ID,Mountain,Mountain North,West,Others,100% CFL,CR05,79%,High,120% Usage,120% Usage,120% Usage,120% Usage,120% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1990s,Electricity,Non-Ducted Heating,None,None,None,0%,1980-99,Heated Basement,Room AC,78F,None,"Room AC, EER 10.7",None,No,"Electric Baseboard, 100% Efficiency",Yes,None,Electricity Baseboard,None,None,None,None,None,68F,No,0F,None,70000-79999,60000-79999,60000-99999,750-999,2,0-1499,1,None,None,None,Single-Family Attached,1,None,None,"Single-Family Attached, Heated Basement, No Attic, No Garage",None,None,<8,Wood Frame,"Vinyl, Light",20% Conditioned,25 ACH50,None,Uninsulated,"Wall R-5, Exterior","R-5, Exterior","Finished, R-30",None,"Wood Stud, R-11",None,2,120-150%,400%+,Yes,Electric,Standard,Electric Resistance,Never,None,20-39%,No,None,Yes,Never,No,None,"EF 12, National Average",None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",120-150%,Electricity,Electric Standard,Yes,Heated Basement,F18 B18 L18 R18,"Double, Clear, Non-metal, Air"
496499,3A,Hour0,"G4801130, G48002311",No,None,"TX, Dallas","TX, Dallas County","CBSA Dallas-Fort Worth-Arlington, TX",3A,Hot-Humid,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",13000,South-Central,ERCOT,1.1,No,No,No Exterior Use,Uninsulated,ERCOT,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Dallas-Fort Worth-Arlington, TX MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",South,None,"TX, 02311",20 to 49 Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Night Setup +4h,Double-Loaded Interior,27,"In metro area, principal city",63,None,Hour6,TX,West South Central,West South Central,South,Others,100% LED,CR09,104%,Low,80% Usage,80% Usage,80% Usage,80% Usage,80% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1990s,Electricity,Ducted Heat Pump,None,None,None,0%,1980-99,Slab,Ducted Heat Pump,72F,None,Ducted Heat Pump,None,Yes,"ASHP, SEER 13, 7.7 HSPF",No,None,Electricity ASHP,None,None,None,None,None,76F,Yes,6F,Day -5h,140000-159999,140000+,150000+,1500-1999,1,1500-2499,3,Bottom,30,Middle,"Multi-Family with 5+ Units, 1-3 Stories",3,None,None,"Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Brick,None,100% Conditioned,10 ACH50,None,None,None,None,"Finished, Uninsulated","2ft R5 Perimeter, Vertical","Brick, 12-in, 3-wythe, R-11",None,2,150%+,400%+,Yes,Electric,EnergyStar,Electric Resistance,Never,318 Rated kWh,100%,No,None,No,Never,No,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",150%+,Electricity,Electric Premium,No,Conditioned Mechanical Room,F30 B30 L30 R30,"Double, Clear, Metal, Air"
301691,6A,Hour5,"G4600830, G46000600",No,None,"SD, Sioux Falls","SD, Lincoln County",Non-CBSA West North Central,6A,Cold,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",1000,Northern,SPP North,1.1,No,No,No Exterior Use,Uninsulated,SPP,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Sioux Falls, SD MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",South,None,"SD, 00600",50 or more Unit,None,None,Multi-Family with 5+ Units,Yes,5F,Day and Night Setup -2h,Double-Loaded Interior,27,"In metro area, not/partially in principal city",38,None,Hour8,SD,West North Central,West North Central,Midwest,Others,100% Incandescent,CR02,86%,High,120% Usage,120% Usage,120% Usage,120% Usage,130% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1970s,Electricity,Ducted Heating,None,None,None,0%,1960-79,Slab,Room AC,72F,Heating Only,"Room AC, EER 10.7",None,No,Shared Heating,No,None,Electricity Shared Heating,"Boiler Baseboards Heating Only, Electricity",None,None,None,None,70F,Yes,3F,Day,40000-44999,40000-59999,40000-59999,1000-1499,1,0-1499,21,Middle,183,Right,"Multi-Family with 5+ Units, 8+ Stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",None,None,8+,Steel Frame,"Vinyl, Light",40% Conditioned,15 ACH50,None,None,None,None,"Finished, R-38",Uninsulated,"Wood Stud, R-11",None,2,60-80%,200-300%,None,None,None,Electric Resistance,Never,318 Rated kWh,0-19%,No,None,Yes,Never,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",60-80%,Electricity,Electric Standard,No,Conditioned Mechanical Room,F30 B30 L30 R30,"Double, Clear, Non-metal, Air"
116109,7AK,Hour19,"G0202200, G02000400",No,None,In another census Place,"AK, Sitka City and Borough",Non-CBSA Pacific,7AK,Very Cold,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",1000,Northern,None,1.4,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Southwest,None,"AK, 00400",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,None,No,Hour9,AK,Pacific,Pacific,West,AK,100% Incandescent,CRAK,94%,Low,80% Usage,80% Usage,80% Usage,80% Usage,60% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1970s,Fuel Oil,Non-Ducted Heating,Fuel Oil,Ducted Heating,"Fuel Furnace, 80% AFUE",20%,1960-79,Vented Crawlspace,None,68F,None,None,None,Yes,"Fuel Boiler, 76% AFUE",No,None,Fuel Oil Fuel Boiler,None,None,None,None,None,65F,Yes,6F,Day and Night +2h,30000-34999,20000-39999,20000-39999,1500-1999,4,1500-2499,2,None,None,None,Single-Family Detached,2,None,2 Car,"Single-Family Detached, Vented Crawlspace, No Attic, 2 Car Garage",Crawlspace,"10% Leakage to Outside, Uninsulated",<8,Brick,None,None,6 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-19",None,"Brick, 12-in, 3-wythe, R-11",None,1,30-60%,200-300%,Yes,Electric,Standard,Propane,Never,318 Rated kWh,60-79%,No,None,Yes,Never,Yes,EF 19.9,"EF 12, National Average",None,None,None,None,EF 17.6,Composition Shingles,30-60%,Fuel Oil,Fuel Oil Standard,Yes,Living Space,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain"
511459,4A,Hour10,"G1100010, G11000102",No,None,"DC, Washington","DC, District of Columbia","CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV",4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",1000,North-Central,PJM East,1.4,No,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Northeast,None,"DC, 00102",20 to 49 Unit,None,None,Multi-Family with 5+ Units,Yes,5F,Night Setback -1h,Double-Loaded Interior,27,"In metro area, principal city",123,None,Hour0,DC,South Atlantic,South Atlantic,South,Others,100% LED,CR08,106%,High,120% Usage,120% Usage,120% Usage,120% Usage,160% Usage,200%,105% Usage,Occupied,None,No,None,None,None,Renter,1940s,Electricity,Ducted Heat Pump,None,None,None,0%,1940-59,Unheated Basement,Ducted Heat Pump,72F,None,Ducted Heat Pump,None,Yes,"ASHP, SEER 13, 7.7 HSPF",No,None,Electricity ASHP,None,None,None,None,None,72F,No,0F,None,40000-44999,40000-59999,40000-59999,750-999,1,0-1499,7,Middle,24,Middle,"Multi-Family with 5+ Units, 4-7 Stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Brick,None,100% Conditioned,30 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-7",None,"Brick, 12-in, 3-wythe, Uninsulated",None,3,30-60%,200-300%,None,None,None,Gas,Never,318 Rated kWh,0-19%,No,None,No,Never,No,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",60-80%,Electricity,Electric Standard,No,Conditioned Mechanical Room,F9 B9 L9 R9,"Double, Clear, Metal, Air"
157951,2A,Hour4,"G2200330, G22001501",No,None,"LA, Baton Rouge","LA, East Baton Rouge Parish",Non-CBSA West South Central,"2A - TX, LA",Hot-Humid,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",5000,Southern,MISO South,1.1,No,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Baton Rouge, LA MSA",Metropolitan,Gas Fireplace,None,None,"Cooling Season, 7 days/wk",South,None,"LA, 01501",Single-Family Attached,15,Middle,Single-Family Attached,Yes,9F,Day and Night Setup +2h,Not Applicable,12,"In metro area, not/partially in principal city",58,No,Hour10,LA,West South Central,West South Central,South,Others,100% Incandescent,CR09,100%,High,120% Usage,120% Usage,120% Usage,120% Usage,120% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,2000s,Electricity,Ducted Heat Pump,None,None,None,0%,2000-09,Slab,Ducted Heat Pump,75F,None,Ducted Heat Pump,None,Yes,"ASHP, SEER 15, 8.5 HSPF",No,None,Electricity ASHP,None,None,None,None,None,70F,Yes,3F,Day +4h,200000+,140000+,150000+,2000-2499,3,1500-2499,2,None,None,None,Single-Family Attached,2,Vented Attic,None,"Single-Family Attached, Slab, Vented Attic, No Garage",Attic,"30% Leakage to Outside, R-8",<8,Wood Frame,"Wood, Medium/Dark",100% Conditioned,8 ACH50,R-30,None,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, R-11",None,2,150%+,400%+,Yes,None,Standard,Electric Resistance,Never,290 Rated kWh,80-99%,No,None,No,Never,No,None,None,None,Has Pool,Natural Gas,1.0 HP Pump,EF 19.9,"Asphalt Shingles, Medium",150%+,Electricity,Electric Premium,Yes,Attic,F9 B9 L9 R9,"Double, Clear, Non-metal, Air"
28584,4A,Hour6,"G2901890, G29001803",No,None,"MO, University City","MO, St. Louis County",Non-CBSA West North Central,4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",1000,North-Central,MISO Central,2.0,No,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"St. Louis, MO-IL MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",East,None,"MO, 01803",5 to 9 Unit,None,None,Multi-Family with 5+ Units,Yes,5F,Night Setup -3h,Double-Loaded Interior,12,"In metro area, not/partially in principal city",72,None,Hour18,MO,West North Central,West North Central,Midwest,Others,100% Incandescent,CR08,86%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,1950s,Natural Gas,Non-Ducted Heating,None,None,None,0%,1940-59,Vented Crawlspace,Room AC,76F,Heating Only,"Room AC, EER 10.7",None,No,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,75F,No,0F,None,25000-29999,20000-39999,20000-39999,0-499,1,0-1499,2,Bottom,5,Middle,"Multi-Family with 5+ Units, 1-3 Stories",2,None,None,"Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage",None,None,<8,Concrete,"Stucco, Light",20% Conditioned,30 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-13",None,"CMU, 6-in Hollow, Uninsulated",None,1,30-60%,200-300%,None,None,None,Electric Resistance,Year round,318 Rated kWh,100%,No,None,No,Never,No,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",0-30%,Natural Gas,Natural Gas Standard,Yes,Living Space,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain"
57820,8AK,Hour19,"G0200900, G02000300",No,None,In another census Place,"AK, Fairbanks North Star Borough",Non-CBSA Pacific,8AK,Subarctic,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",9000,Northern,None,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Fairbanks, AK MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",South,None,"AK, 00300",Single-Family Attached,30,Middle,Single-Family Attached,No,0F,None,Not Applicable,4,Not/partially in metro area,None,No,Hour16,AK,Pacific,Pacific,West,AK,100% LED,CRAK,96%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,110% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,2010s,Other Fuel,Non-Ducted Heating,None,None,None,0%,2010s,Slab,None,70F,None,None,None,No,None,No,None,Void,None,None,None,None,None,68F,Yes,6F,Night -5h,100000-119999,100000-119999,100000-149999,1000-1499,3,0-1499,1,None,None,None,Single-Family Attached,1,None,None,"Single-Family Attached, Slab, No Attic, No Garage",None,None,<8,Wood Frame,"Vinyl, Light",None,1 ACH50,None,None,None,None,"Finished, R-49","2ft R10 Perimeter, Vertical","Wood Stud, R-19",None,2,120-150%,400%+,Yes,Electric,EnergyStar,Propane,Never,318 Rated kWh,80-99%,No,None,Yes,Never,No,None,"EF 12, National Average",None,None,None,None,EF 19.9,Composition Shingles,120-150%,Other Fuel,Other Fuel,Yes,Living Space,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain"
397901,4C,Hour1,"G0600150, G06001500",No,1,Not in a census Place,"CA, Del Norte County",Non-CBSA Pacific,4C,Marine,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",5000,North-Central,CAISO,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Crescent City, CA MicroSA",Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",South,None,"CA, 01500",Mobile Home,None,None,Mobile Home,Yes,5F,Day Setup and Night Setback +3h,Not Applicable,Left/Right at 15ft,Not/partially in metro area,9,No,Hour16,CA,Pacific,Pacific,West,Others,100% LED,CR11,102%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,2000s,Wood,Non-Ducted Heating,None,None,None,0%,2000-09,Ambient,None,65F,None,None,None,No,"Fuel Wall/Floor Furnace, 60% AFUE",No,None,Other Fuel Fuel Wall/Floor Furnace,None,None,None,None,None,65F,Yes,12F,Night -5h,120000-139999,120000-139999,100000-149999,1500-1999,3,1500-2499,1,None,None,None,Mobile Home,1,None,None,"Mobile Home, Ambient, No Attic, No Garage",None,None,<8,Wood Frame,"Stucco, Light",None,20 ACH50,None,Ceiling R-19,None,None,"Finished, R-7",None,"Wood Stud, R-11",None,1,150%+,400%+,Yes,Electric,Standard,Propane,Never,290 Rated kWh,60-79%,No,None,Yes,Never,No,EF 10.2,"EF 12, National Average",Electricity,Has Pool,None,1.0 HP Pump,EF 19.9,Composition Shingles,150%+,Natural Gas,Natural Gas Premium,Yes,Living Space,F18 B18 L18 R18,"Double, Low-E, Non-metal, Air, M-Gain"
408616,5A,Hour20,"G2601630, G26003211",No,None,"MI, Detroit","MI, Wayne County","CBSA Detroit-Warren-Dearborn, MI",5A,Cold,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",15000,Northern,MISO Central,1.4,No,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Detroit-Warren-Dearborn, MI MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"MI, 03211",20 to 49 Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Day and Night Setup -1h,Double-Loaded Interior,7,"In metro area, principal city",103,None,Hour19,MI,East North Central,East North Central,Midwest,Others,100% LED,CR04,89%,High,120% Usage,120% Usage,120% Usage,120% Usage,120% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,<1940,Natural Gas,Non-Ducted Heating,None,None,None,0%,<1940,Unheated Basement,Room AC,70F,None,"Room AC, EER 12.0",None,No,"Fuel Boiler, 76% AFUE",No,None,Natural Gas Fuel Boiler,None,None,None,None,None,75F,No,0F,None,120000-139999,120000-139999,100000-149999,1500-1999,2,1500-2499,10,Middle,24,Left,"Multi-Family with 5+ Units, 8+ Stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage",None,None,8+,Steel Frame,"Wood, Medium/Dark",20% Conditioned,15 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",None,"Wood Stud, Uninsulated",None,2,150%+,400%+,None,None,None,Gas,Never,318 Rated kWh,100%,No,None,Yes,Never,No,None,None,None,None,None,None,None,"Asphalt Shingles, Medium",150%+,Natural Gas,Natural Gas Standard,Yes,Living Space,F30 B30 L30 R30,"Double, Clear, Metal, Air"
